岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
数据挖掘工程师,北京,25k-45k·15薪,1-3年,本科,"数据挖掘
python
机器学习",百度时代网络,在线社交/媒体,10000人以上,"急招高级数据挖掘算法工程师 T4/T5
工作职责
-研究数据挖掘、统计学习、深度学习领域的前沿技术，针对海量互联网用户行为和内容信息建模理解用户，构建 用户画像标签；
-基于用户理解及海量数据特征，参与 商业变现、个性化 推荐、精准 营销等 模型建设和领域研究，提升商业 产品变现能力或用户产品体验
职位要求
-良好的逻辑思维能力，能够从海量数据中发现有价值的规律 ，有较好的数据scense
-熟悉C\C++,PYTHON等至少一门常用语言，对数据结构和机器学习算法有较为深刻的理解和认知
-至少一年数据挖掘相关工作经验，具备大规模 机器学习、数据挖掘、 深度学习、 用户画像、 nlp等相关技术和项目实战经验者优先
-具有优秀的分析和解决问题的能力，对有挑战性问题充满激情",2024-01-08,猎聘
数据挖掘算法工程师,北京-大兴,30k-40k,经验不限,本科,"数据挖掘
算法设计
逻辑回归
决策树",京东商城,互联网,10000人以上,"职责描述：
1、负责京东白条/金条等核心产品相关算法模型的开发；
2、不断完善和优化数学模型，并且跟进落地使用，以技术驱动公司业务成长，体现技术价值；
3、以大数据为核心，对具体问题进行分析，构建机器学习模型；
任职要求：
1、对统计学和数据挖掘原理有较为深刻的理解，了解数据仓库思想，熟练应用python、R等语言之一；
2、了解决策树、聚类、逻辑回归，关联分析、SVM，贝叶斯等常用数据挖掘算法，有海量数据挖掘的项目经验；
3、3年以上互联网行业数据挖掘及算法设计工作经验优先，有用户画像、广告、推荐、金融建模等相关经验者优先；",2024-01-08,猎聘
自动驾驶技术部_交通数据挖掘工程师（地图定位组）,北京-海淀,40k-60k·16薪,3-5年,硕士,"数据挖掘
数据建模
数据开发
Python
C++",Baidu,互联网,10000人以上,"工作职责:
-基于百度L4海量的感知数据，进行数据模型设计、ETL开发，实现自动化入库
-应用机器学习技术，建立交通数据画像，提升基础数据服务能力
-研究时空领域的关键机器学习算法，以及产品化赋能无人车业务
职位要求:
-计算机相关专业本科及以上学历
-具有良好的编程能力、数据结构和算法能力，掌握C++/Python等至少一门编程语言，熟悉Linux工作环境
-熟悉数据挖掘工程，可以熟练应用机器学习等方法解决业务问题
-有自然语言处理、时空数据挖掘等相关工作经验者优先考虑
-具备优秀的逻辑思维能力，善于分析问题和解决问题，有强烈的上进心、求知欲和学习能力",2024-01-08,猎聘
大模型数据挖掘工程师（博士后）,北京,30k-40k,1年以下,博士,数据分析,某科技公司,IT服务,10000人以上,"工作职责:
1. 深入机器学习、深度学习基础科研领域，进行创新算法的研发与优化；
2. 研究并掌握大模型、数据挖掘、数据分析、多模态学习等技术及发展动态；
3. 利用大模型赋能NLP、CV、大数据等方向的相关应用；
4. 针对公司业务需求，开发创新解决方案（营销、风控等场景）并推进技术落地；配合开发团队，确保应用方案的安全可控和落地实现，解决开发团队的疑难技术问题；
5. 撰写研究报告等，为公司技术研发战略提供建议与参考。
任职要求:
1. 在大模型、数据挖掘、数据分析、多模态学习等领域有深入研究经验；
2. 能独立完成上述相关算法设计、开发与验证；
3. 具备在企业环境中的项目经验，能够将研究成果转化为实际应用；有使用大模型在金融、营销、风控、网络安全等场景的实际应用经历优先；
4. 熟悉Python/C++/JAVA/C#/Swift等开发语言（2种）；熟悉Linux环境，熟悉CUDA编程；熟悉深度学习框架Pytorch/TensorFlow/Caffe（1种）；
5. 有好奇心，有较强的分析问题和解决问题的能力；具备良好的文档编写能力、语言组织能力、沟通和协调能力、抗压能力；具有团队合作精神。",2024-01-08,猎聘
数据挖掘,北京-朝阳,12k-24k,3-5年,本科,"数据挖掘
数据建模
银行领域
金融领域",中电金信,计算机软件,10000人以上,"岗位职责：
1、负责信贷业务创新金融产品的信用评分体系搭建；建立授信决策模型的基本框架，在基本框架下，负责各类信贷模型的设计、开发、验证、测试和实施，包括但不局限于反欺诈模型、申请评分、行为评分、催收评分；
2、负责三方数据的评估及建模工作；
3、负责用户基础数据的梳理和管理，及业务层面数据分析平台的搭建；
4、负责与策略、产品、开发等跨职能团队的沟通，确保模型量化策略的合理实施、准确上线及上线后的监控优化。
任职要求：
1、3年以上相关工作经验, 统计学、或者物理、计算机专业优先；
2、熟练使用下列一种以上分析开发工具，SAS/R/python；
3、对消费金融生态圈有基本认识，对国内资金市场和价格体系、消费信贷产品设计开发流程、风险控制等有一定理解；
4、有互联网思维，工作积极主动、责任心和抗压能力强；
5、有信贷模型经验者佳，如收入模型、信用申请欺诈模型、损耗模型、贷款回收模型以及一般信用评分模型经验者佳；
6、熟悉常用数据挖掘、机器学习算法，如决策树、聚类、逻辑回归，关联分析、SVM，神经网络，boosting等，有海量数据挖掘的项目经验者佳。",2024-01-08,猎聘
数据挖掘工程师-营销产品,北京-海淀,30k-50k,5-10年,本科,"数据分析
数据架构
数据挖掘
SQL",字节跳动,互联网,10000人以上,"工作职责：
1、负责数据智能营销产品的数据研发工作，参与设计并落地广告业务场景下的数据计算链路，包括客户数据接入，客户效果数据的统计与分析；
2、负责字节全域数据挖掘依赖的数据源架构设计，为下游算法提供鲁棒的数据中间层；
3、全面理解字节系数据，支持洞察相关的数据业务应用，同时通过分析，挖掘等技术手段向业务输出增量的用户画像或者特征。
任职要求：
1、熟悉广告业务包括归因，广告效果统计等数据研发技术；能够熟练设计数仓分层，高效支持下游算法和数据挖掘；具备面向客户交付数据分析和洞察结果的能力；
2、动手能力强， 熟悉SQL，Python，能熟练处理海量数据；
3、良好的逻辑思维能力，优秀的数据敏感度，定位数据问题和分析数据能力优；
4、良好的团队合作精神, 较强的沟通能力。",2024-01-08,猎聘
数据挖掘工程师,北京-朝阳,20k-40k·15薪,1-3年,本科,"数据挖掘
大数据领域
数据收集
数据采集
数据建模",美团,生活服务,10000人以上,"本门介绍：
快驴进货是美团旗下的餐饮供应链平台，帮助餐饮商户以更低成本、更高效率来获取安全可靠的食材供应，让餐饮采购更简单。快驴进货同步发展“自营+平台”的业务模式，在采购环节一方面向上游供应商直采大宗商品，另一方面引入各地批发商，助力平台伙伴共同发展；在销售环节既有自建团队进行市场、客户拓展，又帮助各地批发商拓展业务；同时自建仓储管理系统、配送网络与团队，为客户提供优质履约服务。
截至2022年，快驴进货布局了全国41个城市，为百万家商户提供“全、省、稳、好”的餐饮供应链服务。我们拥有3000+品牌食材、超5万SKU商品、超28万商品资质，并提供源头严审核、食品安全严把关、24小时无忧售后的全面保障，实现手机下单、送货上门的高效采购模式，帮百万商家节省了采购时间与成本，助力平台伙伴共同发展，在万亿市场共享机遇。
在这里，你将收获完善的员工发展机制及学习体系，与各界专家一起深度参与餐饮供应链业务的发展。欢迎优秀的你加入美团快驴进货，与我们一起成长，一起更好！
岗位职责：
1. 深入理解电商业务的特点和运作模式，与业务方密切合作，收集和分析业务需求，明确问题的定义和挖掘目标。
2. 负责从各种数据源收集和获取电商领域的数据，并对数据进行清洗、整理和处理，以确保数据的准确性和完整性。
3. 基于整理后的数据，进行特征工程和模型构建。通过数据预处理和特征选择，构建有效的数据特征，并使用机器学习算法构建模型，如分类、回归、聚类等，以解决电商领域的问题。
4. 与业务方保持良好的沟通和反馈，及时收集用户反馈和需求，结合数据分析的结果，提出业务改进和产品优化建议。
岗位基本要求：
1. 大学本科及以上学历，3年以上相关工作经验。
2. 掌握统计学和概率论等基本知识，理解数据挖掘算法的原理和数学基础，能够正确地应用和解释算法的结果。
3. 熟悉常见的数据挖掘和机器学习算法，能够根据业务问题选择合适的算法，并进行模型构建和调优。
4. 熟悉数据处理和分析的常用工具和编程语言，如Python、SQL等，能够进行数据预处理、特征工程和模型构建，具备良好的编程习惯和代码规范。
5. 具备持续学习和创新的意识，积极跟踪行业发展和技术趋势，关注行业数据挖掘算法和工具，不断提高自身的技能和能力。",2024-01-08,猎聘
大模型数据挖掘工程师（博士后）,北京,30k-40k·13薪,1-3年,博士,数据分析,某金融科技服务提供商（上市企业）,计算机软件,10000人以上,"工作职责:
1. 深入机器学习、深度学习基础科研领域，进行创新算法的研发与优化；
2. 研究并掌握大模型、数据挖掘、数据分析、多模态学习等技术及发展动态；
3. 利用大模型赋能NLP、CV、大数据等方向的相关应用；
4. 针对公司业务需求，开发创新解决方案（营销、风控等场景）并推进技术落地；配合开发团队，确保应用方案的安全可控和落地实现，解决开发团队的疑难技术问题；
5. 撰写研究报告等，为公司技术研发战略提供建议与参考。
任职要求:
1. 在大模型、数据挖掘、数据分析、多模态学习等领域有深入研究经验；
2. 能独立完成上述相关算法设计、开发与验证；
3. 具备在企业环境中的项目经验，能够将研究成果转化为实际应用；有使用大模型在金融、营销、风控、网络安全等场景的实际应用经历优先；
4. 熟悉Python/C++/JAVA/C#/Swift等开发语言（2种）；熟悉Linux环境，熟悉CUDA编程；熟悉深度学习框架Pytorch/TensorFlow/Caffe（1种）；
5. 有好奇心，有较强的分析问题和解决问题的能力；具备良好的文档编写能力、语言组织能力、沟通和协调能力、抗压能力；具有团队合作精神。
加分项：
1. 在顶刊/顶会有相关研究领域的论文发表优先；
2. 有国际或国内竞赛获奖经历优先；
3. 在高星开源项目中做出突出贡献优先。",2024-01-08,猎聘
美团地图-数据挖掘算法工程师,北京,30k-40k·15薪,3-5年,硕士,"GBDT
Java
Python",美团,生活服务,10000人以上,"美团平台汇聚美食、外卖、酒店旅游、电影、打车、共享单车、休闲玩乐、美容美发等200多个品类和900万活跃商家，是具有全国影响力的零售科技平台。
我们团队不仅负责美团App的用户增长、大前端技术基础设施建设、公司语音和智能交互技术及产品研发，还承担了多条业务线的产品设计及品牌营销职责，同时整合地图服务部、客户服务和体验部等部门，致力于用科技提升美团数亿消费者、数百万商家、骑手、司机和团长的服务体验。美团平台拥有高并发、多业务的复杂场景，为技术深度优化提供了最佳实践可能。这里有简单、讲逻辑、有爱的团队，更是一块理想的实战场地，舞台广阔，欢迎你来尽情施展。
岗位职责
1.基于海量多来源数据，负责路网拓扑生成、通行状态挖掘算法的开发；2.负责算法的评估、上线及算法能力闭环迭代；3.与打车、外卖等团队合作，处理其他相关业务需求。
岗位基本需求
1.计算机或相关专业硕士及以上学历，一年以上相关方向从业经验；
2.在机器学习、数据挖掘、图网络等一个及以上方向有较强的积累，熟悉经典的算法并有实践经验，包括但不限于GBDT、深度学习、强化学习等；
3.有使用Hadoop/Hive/Spark分析海量数据的能力和经验；
4.良好的编码能力和编程习惯，熟练使用Java/Python等；
5.责任心强，自我驱动，乐于学习与分享；
6.对于技术解决业务问题感兴趣。
具备以下者优先
1.GIS专业或有地图/LBS相关领域工作经验优先； 2.有在中大型项目中应用算法模型解决实际问题经验的优先； 3.有数据挖掘比赛获奖经历或在数据挖掘领域发表过顶会论文的优先。
岗位亮点
1.美团地图作为公司LBS基础设施，是美团的重要支撑平台，在这里你将接触到美团外卖/打车/小象超市等丰富的业务场景，更短链路的获得业务反馈，形成产品和技术闭环；
2.该岗位是交叉算法岗位，团队内还有CV、GIS等多个技术方向，团队注重学习和分享，给大家带来宽广的技术视野及学习机会；
3.业务和团队都处于关键成长期，在这里你将获得宽广、不设限的个人发展空间。",2024-01-08,猎聘
数据挖掘Leader（专家）,北京,100k-180k·15薪,5-10年,本科,数据挖掘,某知名计算机软件公司,计算机软件,500-999人,"职位描述
1、充分利用数据，挖掘用户标签，丰富用户画像，持续挖掘生产高价值数据，完善对用户、场景、内容的理解，支持用户增长、用户触达、以及其他核心场景的业务增长；
2、负责公司核心业务的用户数据建设（包括用户增长、用户基础数据），构建并积累用户和场景的实体数据，发现业务问题和增长机会，持续支持各业务的分析、策略、算法工作；
3、利用并挖掘各类数据，持续建设和优化公司的 OneID 体系；
4、负责数据团队的梯队建设、进行项目和技术管理，持续提升团队的战斗力和技术水平。
职位要求
1、本科及以上学历，统计学、数学、计算机等相关专业，5 年以上工作经验，3 年以上团队管理经验；
2、有扎实的编程能力，熟悉数据建设的方法论，对大数据生态有较强的理解和应用经验；
3、扎实的统计学、数据挖掘、机器学习算法、图计算等理论和技术基础，优秀的将理论应用于实际问题的能力；
4、熟悉常见的数据挖掘方法、机器学习算法，能熟练进行算法的推导、实现、实际应用；
5、有较强的逻辑思维能力，具备很强的数据分析和解决问题的能力，有较好的产品意识，对产品和数据有独立的思考和洞察；
6、具备较强的学习能力，有强烈的求知欲和进取心 ，主动及时关注学习业界最新技术；
7、有较强的责任心和主人翁意识，具备良好的沟通表达能力，积极乐观并有良好的团队协作能力。",2024-01-08,猎聘
数据挖掘工程师(A240384),北京-朝阳,25k-30k,5-10年,本科,"数据挖掘
数据建模
LR
SVM
SQL",易宝支付,互联网,1000-2000人,"职责描述：
结合业务数据和实际应用场景，在用户，商户，合作伙伴，集团客户等多维度中，落地内外部优势数据资产探查及挖掘。沉淀高价值数据资产，赋能业务创新。
职位描述：
1、负责内外部数据资源的探查和融合，结合业务场景构建数据挖掘策略及蓝图。制定相应的数据分析模型，针对不同业务场景和特征，落地完成数据资产挖掘，实现高价值数据资产沉淀；
2、沉淀数据资产挖掘思路及框架，归纳数据资产底层建设路径，与相关团队协作，对数据资产的挖掘、沉淀、质量及价值产出负责；
3、关注数据资产质量，并通过算法、数据补偿、环境治理等多种方式，有效提升数据资产质量；
4、参与数据产品服务和资产基础环境的规划和建设；
5、参与包含不限于用户、商户维度的数据产品和业务创新。
任职要求：
职位要求：
1、计算机、数学、统计学、金融、市场营销、经济管理类专业。本科及以上学历，211/985院校优先；
2、5年以上数据挖掘、建模、资产管理相关工作经验，有互联网大厂经验者优先；
3、熟练掌握海量数据处理技术，有使用Hadoop / Hive / Spark 进行海量数据处理的能力及经验；
4、至少掌握一种开发语言，如Java，Python、R等，能熟练使用SQL进行数据分析、指标加工；
5、熟练掌握常见的机器算法模型及原理，如线性回归、逻辑回归、决策树、Boosting、Bagging、SVM、GBDT、XGBoost等，有c端、b端数据建模和数据赋能经验；
6、良好的沟通协作能力、自驱力和业务意识，从业务视角出发，挖掘业务痛点及场景机会，挖掘数据资产价值；
7、良好的数据敏感度和业务触觉，可以能从海量数据中发现业务价值并形成挖掘策略及蓝图；
8、有较强的逻辑思维能力，对解决具有挑战性的问题充满激情，较强的责任心和主动性，可承担较强的工作压力",2024-01-08,猎聘
数据挖掘算法工程师（画像和策略）,北京,30k-55k·13薪,3-5年,本科,无,某知名公司,计算机软件,1-49人,"岗位职责：
1. 研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，构建和优化用户画像以及用户属性。
2. 基于对用户理解和大量数据特征，参与风控、精准营销、个性化定价等模型建设和领域研究，提升产品效果。
3. 据公司需要寻找和采集相关数据，对原始数据进行清理、甄别、归类和整合，并实现流程自动化。
岗位要求：
1. 机器学习、数据挖掘相关方向硕士及以上学历或 2 年以上工作经验，对用户画像分层/推荐系统有经验者优先考虑。
2. 熟悉C/C++语言、Python、Java任意一种语言，较强的算法和数据结构功底，熟悉大规模数据挖掘、机器学习等相关技术,熟悉Hadoop/Spark/Hive技术优先。
3. 良好的逻辑思维能力,优秀的分析和解决问题的能力,对挑战性问题充满激情。
4. 良好的团队合作精神,较强的沟通能力。",2024-01-08,猎聘
大模型数据挖掘工程师（博士后）,北京-海淀,30k-40k,1年以下,博士,数据分析,某金融解决方案供应商（上市企业）,计算机软件,10000人以上,"工作职责:
1. 深入机器学习、深度学习基础科研领域，进行创新算法的研发与优化；
2. 研究并掌握大模型、数据挖掘、数据分析、多模态学习等技术及发展动态；
3. 利用大模型赋能NLP、CV、大数据等方向的相关应用；
4. 针对公司业务需求，开发创新解决方案（营销、风控等场景）并推进技术落地；配合开发团队，确保应用方案的安全可控和落地实现，解决开发团队的疑难技术问题；
5. 撰写研究报告等，为公司技术研发战略提供建议与参考。
任职要求:
1. 在大模型、数据挖掘、数据分析、多模态学习等领域有深入研究经验；
2. 能独立完成上述相关算法设计、开发与验证；
3. 具备在企业环境中的项目经验，能够将研究成果转化为实际应用；有使用大模型在金融、营销、风控、网络安全等场景的实际应用经历优先；
4. 熟悉Python/C++/JAVA/C#/Swift等开发语言（2种）；熟悉Linux环境，熟悉CUDA编程；熟悉深度学习框架Pytorch/TensorFlow/Caffe（1种）；
5. 有好奇心，有较强的分析问题和解决问题的能力；具备良好的文档编写能力、语言组织能力、沟通和协调能力、抗压能力；具有团队合作精神。",2024-01-08,猎聘
大模型算法工程师-数据挖掘,北京,30k-60k·15薪,3-5年,硕士,"数据挖掘
深度学习",某知名互联网上市公司,互联网,10000人以上,"候选人需要具备扎实的算法基础和数据挖掘实践经验，了解前沿AIGC技术，具有较强的问题建模和数据分析能力，该职位需要和业务应用、基础模型算法和工程进行紧密的配合，进行算法优化和数据分析。
岗位职责：
1、良好的数据敏感度，参与业务场景数据的分析，从海量数据提炼核心结果，提出合理解释和建议。包括但不限于相关性&归因分析、时序分析等；
2、编写数据挖掘算法模块，利用算法工具进行模式识别、统计分析，包含但不限于分类、回归、聚类等有监督&无监督算法；
3、特定业务场是的特征工程和数据建设，协同上下游进行算法调优、效果评估；
4、清洗筛选高质量训练教据，配合大模型训练调优的算法工程同学
任职资格：
1、计算机，教学或统计学相关专业硕士及以上学历 ;
2、至少2年数据挖掘的经验;有电商、垂类互联网行业项目经验者优先;
3、精通python/hive/java/C 等语言至少一种;熟练学握scikit-earn/pytorch/tensorflow 等算法工具至少一种。
4、熟悉基本的统计分析/机器学习/深度学习相关算法，有在实际项目应用经验了解大言模型G1的基本原理在数掘、机学习、信息索、自然语言理解、推荐系统等威的国际会议(SIGIR、SIGKDD、ICML、NIPS、WSDM、WWW、AAAI、CIKM、ACL、RECSYS)或者期刊上发表过论文者更佳:
5、有良好的团队合作精神，沟通表达能力强;具备开阔的视野、持续学习、自我总结的能力",2024-01-08,猎聘
数据挖掘工程师,北京-昌平,15k-40k,5-10年,本科,"数据挖掘
数据建模
大数据领域
XGBoost
LR
k-means
决策树
KNN
SQL
SVM",昆仑数智,计算机软件,2000-5000人,"""岗位职责：
1、根据业务需求，进行数据挖掘和优化算法。
2、构建高效的机器学习模型、深度学习并封装算法模型。
3、紧跟算法相关技术前沿，以技术驱动产品进步与创新。
4、进行复杂的统计分析，以了解数据之间的关系并提供数据见解，为业务管理提供输入。
5、与研发团队的前后端工程师配合，开发具备平台统一的算法模型，形成产品。
6、与产品经理紧密协作，理解并阐明具体的业务问题，转化为数据分析和建模需求。
7、根据产品需求，优化算法模型以更好地满足业务目标和需求。"" ""1、对机器学习、数据挖掘算法应用有比较深入的认识和理解；对基于数据的大数据智能应用技术有一定研究基础。
2、熟悉java、C++或者python等开发语言，熟悉Linux、Windows开发环境，具有扎实良好的编程基础。
3、熟悉机器学习、深度学习相关算法，如：KNN、线性回归、决策树、逻辑斯蒂回归、Kmeans聚类、SVM、随机森林、GBDT等
5、熟悉MySQL数据库，优秀的SQL优化能力，了解非关系型数据库及大数据基本组件
6、优秀的沟通技巧和解决问题的能力，能够在团队环境中协作并自我驱动完成任务。
7、工作经验或项目经验，可以展示数据挖掘、模型构建等相关工作成果，对云平台和大数据平台有经验。""",2024-01-08,猎聘
大数据开发工程师（数据挖掘方向）,北京,25k-40k,5-10年,本科,"数据挖掘
数据建模
数据分析
k-means
关联分析
SQL",阳光出行,互联网,100-499人,"工作职责：
1、深度了解公司各个方向业务，参与业务实体数据体系建设，负责业务建模、特征提取、数据分析、观测等；
2、挖掘海量数据，发现用户行为模式与规律，分析数据潜在关联，完善用户画像体系；
3、通过数据分析挖掘，结合业务场景提供数据决策能力和运营抓手，并且为精细化运营提供数据支持；
4、配合产品同学完成相关数据分析工作等。
任职要求:
1、统计学专业本科及以上学历，5年以上数据挖掘工作经验,有网约车出行业务经验者优先；
2、具备较强的数据敏感度、洞察力及业务理解能力，善于沟通协作；
3、熟悉大数据生态，对Hbase/Hive/Spark等技术组件深度掌握，精通SQL；
4、熟悉机器学习和数据挖掘算法，包括但不限于统计学习、分类聚类算法，将算法应用在实际业务中，输出数据价值。",2024-01-08,猎聘
阳光人寿总公司-数据管理部-数据挖掘岗(J11090),北京-朝阳,15k-20k·14薪,经验不限,本科,"数据挖掘
SQL",阳光保险集团,保险,10000人以上,"工作职责:
1、 负责数据挖掘，应用大数据分析技术，开展有效获客，主要工作包括精准目标客群筛选、效果评估、经验总结和推广；
2、 负责客户线上行为分析、客户体验优化，并能应用分析与模型结果改善客户端体验、提高客户满意度与客户转换率；
3、 负责针对寿险代理人客户开展各类常规性分析和专题性分析，建立代理人成长模型、客户分级管理模型及全部生命周期管理（建立-上线-监控-下线），并能将应用分析与模型结果应用于各类营销、增员及市场推广活动；
4、 完成领导交办的其它工作。
任职资格:
1、本科及以上学历，统计、数据、经济、管理等相关专业优先；
2、 2年以上数据挖掘工作经验，具备数字营销与市场营销相关知识；
3、 熟悉至少一种关系型数据库（Oracle/MySQL/DB2），熟悉SQL，具备大数据处理经验优先；
4、 熟练掌握1-2种分析与建模工具（SAS、R、Python），具备大数据建模经验者优先；
5、 有较强的综合分析能力、数据敏感度高、有较好的观察力与想象力；
6、 35岁以下，男女不限。",2024-01-08,猎聘
数据挖掘算法工程师 (MJ006115),北京-海淀,18k-30k·15薪,1-3年,本科,"数据挖掘
Python
R语言",新浪微博,互联网,5000-10000人,"岗位职责：
1、基于海量数据进行分析和模型搭建，定量识别潜在的风险和业务影响；
2、深入理解微博业务模式，发现潜在作弊风险点，设计合理的数据埋点体系；
3、了解行业动态，找到作弊者的行为特点，快速迭代，持续优化风控策略；
4、参与用户画像建设、效果评估，满足风控体系建设以及产品功能优化等业务需求；
5、监控各场景的风险指标，建立预警监控体系和应对措施。
任职要求：
1、本科及以上学历，计算机、人工智能、统计学、数学等相关专业；
2、2年及以上大数据分析或数据挖掘等方向的工作经验，能够提取有效特征并建立模型；
3、熟练使用HiveSQL、Python/R等语言，熟悉常用的数据挖掘、机器学习算法，熟悉linux操作系统，能对海量数据进行高效分析；
4、思维开阔，有良好的逻辑思维能力，对解决挑战性问题充满热情，善于分析、解决问题；
5、有良好的团队合作能力、沟通协调能力及自驱力；
6、有画像体系建设相关经验、参加国内外机器学习竞赛经历者优先。",2024-01-08,猎聘
号码安全组-数据挖掘工程师,北京-海淀,30k-60k·16薪,3-5年,本科,"nlp
自然语言处理
数据挖掘",Baidu,互联网,10000人以上,"工作职责：
1.负责百度垂类搜索研发，对海量搜索数据进行挖掘建设。
2.通过数据挖掘、策略研发、模型算法等技术，持续优化搜索召回效果，满足用户搜索需求。
3.负责模型服务化及模型算法的研发。
4.深入理解业务，与产品团队配合，支持产品的迭代升级。
任职资格：
1.掌握Python/Java/Go等编程语言。
2.熟悉搜索策略，数据挖掘相关技术。
3.熟悉自然语言处理（NLP）、机器学习技术。了解AI大模型技术者优先。
4.了解会使用Hadoop/Hive/Spark等技术处理海量数据。
5.数据敏感度高，数据问题排查能力强。
6.具备较强的逻辑思维能力和沟通能力，良好的合作精神和主动沟通意识。",2024-01-08,猎聘
数据挖掘,北京,20k-30k,3-5年,硕士,"数据分析
数据挖掘
LR
Python
决策树
C++",中科院空天院,计算机软件,2000-5000人,"岗位名称：遥感信息挖掘总体设计
岗位职责：
1）负责以卫星遥感数据应用为核心的空间信息挖掘分析方案论证和设计，提供系统级解决方案
2）负责空间信息挖掘分析系统抓总实施，负责系统研制要求分解和系统集成
3）面向空天信息多模态异构数据的挖掘分析关键技术攻关
任职要求：
1）硕士及以上学历，熟练掌握计算机、遥感，地理信息系统相关技术，对云计算、大数据、机器学习相关技术有所研究，具有信息系统体系结构设计或项目总体设计方面的经验
2）从事过数据挖掘、机器学习、数据分析相关工作，熟练掌握决策树、聚类、逻辑回归、神经网络等相关数据挖掘算法，能够把业务问题进行抽象拆解，利用数据特征、算法模型完成价值落地
3）熟悉C++、Python，较强的算法和数据结构功底
4）优秀的自驱能力、对数据驱动业务有较强的兴趣
5）具有良好的科技类报告撰写能力
6）具有良好的沟通和协调能力，具有有良好的责任心、团队精神，具备独立分析解决问题的能力",2024-01-08,猎聘
特征挖掘/数据挖掘工程师,北京-朝阳,20k-40k·16薪,3-5年,本科,"数据挖掘
Java
Python
C++",广州迈步网络技术有限公司,科技金融,100-499人,"岗位职责
1）整合数据，构建用户标签/画像体系建设
2）针对多类型不同数据源(图像，文本，结构化）等进行数据挖掘和特征探索，特征衍生，等等相关工作
3）建立并优化外部数据评测流程以及外部数据的特征探索
4）关系网络的探索以及图算法研究
5）积极跟进前沿技术，将新技术应用于实际业务
岗位要求：
1）有NLP，知识图谱相关项目经验者优先
2）计算相关专业 3年机器学习或数据挖掘相关工作经验
3）熟练掌握 至少以下一门编程语言，Python/java/C++,
4) 熟悉一种深度学习框架 tensorflow /pyTorch
5) 具有强烈的责任心，自驱力",2024-01-08,猎聘
自然语言处理部_数据挖掘和分析工程师,北京,25k-40k·15薪,3-5年,本科,"数据分析
数据挖掘",Baidu,互联网,10000人以上,"工作职责
-负责大语言模型的数据挖掘和分析，支持效果迭代
-深入分析在线、离线数据，通过数据分析发现问题和机会点
-从数据角度驱动技术优化和产品体验提升
-与标注团队合作，提升数据质量，形成数据闭环
任职资格
-具有以下一个或多个领域知识背景：机器学习/数据挖掘/深度学习/信息检索/自然语言处理
-具有良好的数据敏感度，熟练独立编写数据分析报告，并推动项目与问题的解决
-良好的逻辑思维能力，能够发现关键数据、抓住核心问题，
-有强烈的上进心和求知欲，较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识
-具有数据建模、预测分析、机器学习、统计学等经验优先",2024-01-08,猎聘
数据挖掘/数据算法工程师,北京-海淀,15k-30k,1-3年,本科,"数据挖掘
数据采集
大数据领域
Python",北京秒帧科技发展有限公司,广播/影视/录音,1-49人,"职责描述：
1、基于对公司业务的理解，负责数据挖掘，文本挖掘，推荐算法，商品画像等离线数据的相关领域数据产品的算法实现；全程跟进数据清洗、特征工程、数据策略制定、模型评估、开发上线、迭代等全周期工作；
2、参与特定领域的自动文本写作模型训练，调优，结果验证，迭代工作；
3、调研新技术和数据挖掘工具，提升数据使用效率；
任职要求：
1、计算机或数学、统计学相关专业毕业，1-3年数据相关领域经验，有扎实的数据结构和算法基础，并能够针对具体任务选择最佳工具；
2、编程基础扎实，能熟练使用Python等语言实现模型的代码落地；
3、了解NLP（包括但不限于分词，关键词提取，权重计算，文摘，内容质量预测，word2vec等)、有Open NMT等开源包使用经验者优先；
4、具备较强的数字敏感性，能够从海量数据中发现关键特征；
5、有很强的系统化思考和逻辑思维能力，能对复杂问题快速拆解、落地；
6、具备较强的学习能力、自我驱动；良好的沟通协调能力，能快速从业务侧寻求输入，翻译成数据语言；",2024-01-08,猎聘
数据挖掘,北京-海淀,18k-30k·15薪,经验不限,硕士,"数据挖掘
spark
hadoop
python
hive
java
机器学习",荣耀终端有限公司,互联网,10000人以上,"岗位职责
1. 参与AI数据中台建设，包括系统设计与开发；
2. 基于海量设备数据进行产品画像和用户画像的挖掘；
3. 探索数据价值，探索新技术。
任职条件
1. 计算机、数学、统计或其他理工科专业本科以上学历；
2. 1年以上大数据挖掘和机器学习的项目经验，优秀者可放宽经验限制；
3. 熟练Python/C/C++/Java等至少一门语言（编程语言不限制）；
4. 掌握数据挖掘和机器学习算法，能够熟练应用；
5. 优秀的数据敏感能力，敏锐而富有耐心。
加分项：
1. 有竞赛获奖或高水平论文；
2. 熟悉Hadoop生态，有Hive/Spark/Flink的使用经验；
3. 有数据开发经验。",2024-01-08,猎聘
