岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
Java开发（AI算法方向）,杭州-滨江,20k-30k·14薪,3-5年,本科,"后端开发
AI应用
算法",上海恒生聚源数据服务有限公司,"IT服务,证券/期货",500-999人,"职位描述
后端开发AI应用算法
职位描述：
1、负责产品技术方案设计和核心模块开发工作
2、负责AI应用核心模块的工程化；
3、负责算法的优化及性能调优；
任职要求：
1. 精通Java语言，Java基础扎实，熟练掌握IO、多线程、集合等基础框架，统招本科及以上学历，3年及以上工作经验；
2. 熟练使用主流框架（如：Spring/SpringBoot、SpringMVC、Dubbo等），并至少对其中一个的机制和核心代码有较深入的认识和理解；
3. 拥有较强的算法工程化能力；
4. 针对文件的富文本化经验是加分项；
5. 掌握常用的数据结构和设计模式，具备一定的系统分析与设计能力；
6. 责任心强，思维严谨，学习能力强，具有良好的计划、沟通、协作和抗压能力。",2024-12-13,智联
【海亮股份】智能制造类-机械电气岗(A204024),杭州-滨江,5k-8k,经验不限,本科,"安装/调试
维修/保养
非标设备
自动化设备
装配设备",海亮集团,"学校/学历教育,房地产开发,金属制品业,农/林/牧/渔",10000人以上,"职位描述
安装/调试维修/保养非标设备自动化设备装配设备
职位描述：
1.纳入公司大学生培养计划，了解一线的基础生产流程、生产工艺，熟悉产品、生产设备，并在相关岗位上轮岗学习；
2.熟悉基础设备相关工作（点检、润滑、保养、维修等），参与部门项目，解决实际生产中遇到的问题；
3.经过轮岗锻炼后，由用人单位结合个人能力和潜质，确定其发展方向，进入定岗培养。
职位要求：
1.***本科及以上学历，机械类、电气类、自动化类等相关专业，专业知识扎实；
2.具备良好的沟通协调能力、学习创新能力、团队合作能力和问题解决分析能力；
3.工作细致认真，有学生干部经历者优先；
4.有明确的职业规划和实践学习热情；
5.掌握基础图纸绘制、熟练使用电脑办公软件。",2024-12-26,智联
算法工程师（重庆/杭州）,杭州-萧山,20k-25k,1-3年,硕士,"视频算法
机器学习算法",江苏瞭望神州大数据科技有限公司,计算机软件,100-299人,"职位描述
视频算法机器学习算法
任职要求：
1.精通深度学习与强化学习
2. 具备扎实的编程能力，熟练掌握Python/Java/C/C++的一种或多种编程语言，熟练掌握各类数据结构及相关算法
3. 熟悉Tensorflow, Pytorch等机器学习/深度学习相关开源平台，并能够工程化实现优先
4. 熟悉倾斜摄影测量算法与目标检测、图像分割等算法
5. 有曾经应用运筹学方法和统计学建立数据模型，解决实际工业优化决策问题的背景者优；
6. 数学、计算机、测量学专业或相关专业，硕士以上学历优先",2024-12-19,智联
AI算法工程师（C/C++，2024届）(002093),杭州-临安,10k-18k·15薪,经验不限,硕士,C++,浙江众合科技股份有限公司,"IT服务,计算机软件,客运服务",1000-9999人,"职位描述
C++
岗位职责:
1、负责选择合适的人工智能算法，并进行平台移植和优化；
2、开展AI相关应用算法研究，如故障模态识别，老化识别，突发事件推理等等
任职要求:
1、硕士学历，计算机，人工智能等专业
2、熟练掌握常见人工智能算法原理，如大模型，各类神经网络和智能算法等；
3、精通C/C++语言和数据结构，能够开展AI算法开发、移植和优化调试；
4、精通常见AI软件工具，能够运用工具开展算法运用",2024-12-26,智联
智慧能源工程师（智能算法开发/测试/运维/UI）,杭州-拱墅,10k-20k,经验不限,硕士,"Java
Python",杭州汽轮新能源有限公司,"新能源,工程技术与设计服务,电力/水利/热力/燃气,专用设备制造",100-299人,"职位描述
JavaPython
工作职责:
1.负责综合智慧能源平台的web前端、后端的开发、运维、测试和优化工作；
2.负责智慧能源系统智能优化算法开发。
3.参与前端框架的搭建、持续优化和技术改进。
职位要求:
1.具备较强软件平台开发能力，熟练使用Java、Python等主流编程语言。
2.具有能源管理平台、电厂运行数据管理平台开发、热电厂或微电网优化运行经验者优先。
专业方向及学历要求:
能源互联网相关方向、计算机、物联网、能源、电气、软件工程等专业；
学历要求硕士及以上，博士优先考虑，有特长或具有相关经验者可适当放宽。",2024-12-27,智联
AGV售前技术工程师（智能物流）,杭州,9k-12k,经验不限,本科,"机械设计
机电一体化
售前工程师",杭叉集团,"客运服务,电气机械/电力设备",1000-9999人,"职位描述
机械设计机电一体化售前工程师
岗位职责：
1、负责项目调研、客户走访、产品演示、方案编写、以及与客户沟通；
2、参与项目投标工作，负责编写技术标；
3、和公司其他部门充分灌输技术方案，确认设备选型要求、实施要求及其他事项；
4、配合或充当项目经理，协调各方资源，顺利完成项目。
任职要求：
1、物流工程、电气、机械、自动化等相关专业，本科以上学历；
2、熟练掌握CAD、office、Visio等软件；
3、具有良好的表达、沟通能力，具有良好的职业形象，善于和客户面对面交流；
4、熟悉仓储物流运输行业，熟悉WMS、MES、AGV系统者优先；
5、能够适应频繁的短期出差。
入职即交五险一金。
职位福利：住房补贴、免息房贷、五险一金、带薪年假、定期体检、高温补贴、节日福利",2024-12-28,智联
图像算法工程师（工作地点：浙江嘉兴）,杭州-滨江,22k-40k·15薪,3-5年,硕士,"Python
图像处理
图像检测识别
人脸识别产品
视觉图像算法
自动驾驶",嘉兴真与科技有限责任公司,人工智能,100-299人,"职位描述
Python图像处理图像检测识别人脸识别产品视觉图像算法自动驾驶
工作地点：浙江嘉兴
岗位职责
开发及设计基于transformer/CNN的图像/视频信号处理模型、算法及模型训练
熟悉开发设计传统图像处理、模块算法开发及及软件实现、优化算法模型
负责系统图像质量评估及分析、图像系统测试及设计文档
任职要求
·
电子、计算机、自动控制等相关专业研究生以上学历
·
掌握传统图像处理及视频信号处理理论知识，如检测等;了解模型部署相关技术，如剪枝、量化、蒸馏等
·
熟练使用c/c++、python，熟练掌握pytorch、tensorflow等深度学习框架一个或以上
·
有图像超分辨率、图像去噪、增强、图像优化经验及CNN图像处理经验优先
·
参与过芯片算法设计及部署等优先考虑
·
工作认真负责，具备较强解决问题的能力，良好的沟通能力和团队精神
职位福利：绩效奖金、带薪年假、弹性工作、带团队、创业公司、六险一金、年轻化团队",2024-12-30,智联
数据标注/Ai算法训练实习生,杭州-余杭,"
          140-200元/天
          ",经验不限,大专,"语音标注
音频标注",北京知存科技有限公司,,无,"职位描述
可转正实习证明语音标注音频标注
实习满3个月,提供实习鉴定盖章服务。工作优秀可申请转正
工作职责
1. 负责语音，运动健康，图像、视频、文字等数据采集、标注、清洗及分类等工作；
2. 快速理解数据处理相关任务需求，及时反馈问题；
3. 根据反馈改进结果质量和进度；
4. 对数据进行简单的统计、分析，出现问题能够及时解决。
任职资格
1.大专及以上学历,计算机科学，电气，控制，电子等相关专业；
2. 熟悉python等至少一门编程语言，有较好的电脑操作基础，能熟练使用办公软件,了解基本的测试流程；
3. 有数据标注类工作经验者优先,会使用万用表，示波器优先。",2024-12-29,智联
NLP自然语言处理工程师,杭州-余杭,14k-18k,1-3年,本科,"Python
TensorFlow
文本分析
PyTorch",杭州凡龙科技有限公司,"人工智能,计算机软件,IT服务,互联网",20-99人,"职位描述
PythonTensorFlow文本分析PyTorch
公司核心产品是以音视频技术为基础，以AI课堂教学行为分析技术为核心的教育信息化解决方案（主要应用于教育局、学校、教研机构等），有近十年研发经验,有专业稳定的配套设备和成熟先进的平台系统。当下，全社会对于教育信息化、教研信息化、教育资源信息化、线上督导、线上职业技能训练的认识和需求已非常明确，2020年公司推出2.0系列产品，深受用户好评，形成多个省内应用案例。现招纳NLP自然语言处理工程师，熟悉教育行业优先，期待你的加入！
工作职责：
1、NLP算法和工具的构建，根据需求场景构建基础的知识图谱数据、文本分析工具以及自然语言处理的算法等；
2、将所构建的数据、算法和工具应用到产品中并根据客户反馈进行迭代升级。
任职资格：
1、计算机、信息、数据科学等相关专业，本科及以上学历；
2、2年以上nlp相关实际落地经验
3、具体良好的编程能力，python基础扎实，熟悉常用的深度学习框架：tensorflow、pytorch至少一种
4、熟悉自然语言处理技术：文本分类、ner、bert、语义理解、QA、知识图谱等, 熟悉使用python主流爬虫库
5、对教育学感兴趣的或有相关教学经验的优先录用
福利待遇：
1、双休，享受国家法定节假日，公司旅游等；
2、入职交社保，带薪年假、婚假、年终奖等，优异者还可享受年终分红；
3、合理的薪酬激励制度，根据个人表现及能力，上调基本工资。
职位福利：全勤奖、餐补、带薪年假、员工旅游、节日福利、五险一金、周末双休",2024-12-22,智联
图形学算法工程师,杭州-上城,15k-30k,3-5年,本科,"C语言
C++
机器人
人脸识别产品",浙江省公众信息产业有限公司,"计算机软件,IT服务",1000-9999人,"职位描述
C语言C++机器人人脸识别产品
岗位职责
1、计算机图形学专业、数学专业等相关专业，本科及以上学历；
2、有两年及以上的图形算法工程师工作经验；
3、熟悉 Opengl,vulkan,ThreeJS、熟悉 C++、STL 泛型编程；
4、熟悉常用的图形算法，具备良好的算法分析和设计能力；
5、喜欢数学，有数学建模的经验；
6、熟悉 3D 拓扑结构；
7、有多边形三角网格数据处理 , 点云数据处理等相关算法的研究经验者优先。
岗位要求
1、负责轻量化3d引擎的模块实现和验证
2. 负责图形算法的调研分析和文档编写；
3、负责图形算法的可行性验证；
4、负责图形算法的Demo开发；
5、负责图形算法模块代码编写、测试和维护。",2024-12-26,智联
高级算法工程师,杭州,薪资面议,1-3年,硕士,搜索算法,,,无,"职位描述
搜索算法
负责淘工厂私域搜推算法",2024-12-15,智联
AI应用工程师,杭州-钱塘,14k-16k·15薪,1-3年,硕士,"智能客服
NLP
CRM
客户画像",杭州景杰生物科技股份有限公司,"生物工程,医药制造",300-499人,"职位描述
智能客服NLPCRM客户画像
岗位职责
1、面向销售端规划并利用AI算法产品赋能公司现行销售体系的效率升级。定期与销售人员沟通痛点，并提出相应的解决方案，与运营部合作并监管执行方案落地。
2、面向市场端，规划并利用AI算法产品赋能公司现行市场推广体系的效率升级。定期与市场部营销相关人员沟通痛点，并通过AI软件或算法赋能相关工作。
3、展开市场洞察，持续更新掌握领域内客户管理、网络营销、智能销售等策略。
4、搭建、优化AI智能市场销售运营流程，包括但不限于，客户管理、价格体系、渠道管理等，推动公司营销工作朝着良性方向持续发展。赋能公司市场营销战略及策略制定，并负责落地，对落地进程进行有效监管。
背景要求
1、计算机科学、信息技术或相关领域的有AI背景的硕士学位，计算机专业优先。
2、熟悉数据挖掘及AI算法相关知识、理论及应用的实战经验。
3、熟练掌握Python、R等一种或多种数据分析和算法研发工具
4、有客户画像信息收集分析经验，了解CRM流程",2024-12-01,智联
人工智能算法工程师,北京-海淀,10k-15k,经验不限,硕士,"人工智能
车辆工程
机械
电气
自动化
控制
深度学习
专利",北京龙双利达知识产权代理有限公司,"专利/商标/知识产权,通信/网络设备,电子设备制造,电子/半导体/集成电路",100-299人,"职位描述
人工智能车辆工程机械电气自动化控制深度学习专利
岗位要求
1、理工科硕士(通信、电子电路、计算机、人工智能、机械、自动化、控制、电气、仪器仪表、光学、微波、车辆工程、能源与动力、物理、生物医学工程、材料加工等专业方向)及以上学历，教育背景优秀，思维敏捷、逻辑性强，英语通过CET-6，500分以上优先（注：北京岗位要求CET-6成绩550分以上）；
2、关注前沿科技的最新动向和最新思想，善于技术沉淀、具备钻研意识，有跨专业、多学科学习的能力与意愿；
3、真诚做人，踏实做事，敢于挑战，没有玻璃心，善于自省反思，不怕失败、且能从失败和错误中成长；
4、良好的合作精神，具有同理心，能够及时响应并具有快速的执行力，；
5、认同专利行业的职业发展前景，愿意在专利行业深耕，乐于终身学习、终身成长，寻求长久、稳步的发展和提升。
岗位职能：
1、负责国内外专利案件的检索、撰写及审查阶段文件处理；
2、负责为客户提供高品质的专利服务，从专业的角度为客户提供全球专利布局发展规划和保护方案；
3、视个人能力参与专利复审、无效、诉讼等事务，以专利为武器为客户争取权益。
培训体系
行业及岗位知识培训
专利培训 流程培训
法律培训 英语培训
前沿科技知识培训
专业提升进阶培训
……
福利待遇
除全面且系统的培训外，我们还将为大家提供同行业内具有竞争力的薪资和福利待遇。
五险一金 住房补贴 年度奖金
季度奖金 交通补贴 餐费补贴
高温补贴 生日礼物 节日红包
职位福利：五险一金、交通补助、定期体检、高温补贴、节日福利、带薪年假、周末双休、住房补贴",2024-01-04,智联
AI算法工程师,北京-海淀,20k-35k,经验不限,硕士,"CNN
TensorFlow
PyTorch
数据开发
人工智能、视觉识别
深度学习算法
Python",南京智子引擎信息科技有限公司,人工智能,20-99人,"职位描述
CNNTensorFlowPyTorch数据开发人工智能、视觉识别深度学习算法Python
招聘深度学习，感兴趣随时和我联系~",2024-12-29,智联
nlp/多模态大模型算法工程师,北京-海淀,20k-40k·13薪,3-5年,本科,"PyTorch
TensorFlow
信息抽取
文本分类",北京易道博识科技有限公司,"计算机软件,IT服务",20-99人,"职位描述
PyTorchTensorFlow信息抽取文本分类
职位描述：
我们正在寻找一位有经验的算法工程师，专注于开发多模态模型和大语言模型，用于解决计算机视觉和自然语言处理任务。您将在我们的团队中负责设计、实现和优化算法，将多模态特征和大模型技术应用于实际项目，从而为我们的产品带来创新的解决方案。
职责和职能：
- 设计、开发和优化多模态（文本、图像等）深度学习模型，用于解决视觉丰富类文档的结构化、多模态生成等任务。
- 研究和实现大规模语言模型（如llama系列），用于知识库构建、垂直领域数据微调和提示学习等，以提升模型的知识储备和特定领域的性能。
- 处理多模态数据，进行跨模态特征融合，实现信息的多层次表达。
- 跨团队合作，与产品经理、开发工程师等紧密合作，将研究成果应用于实际项目。
要求：
- 拥有计算机科学、人工智能、机器学习、计算机视觉、自然语言处理或相关领域的学位。
- 熟悉常见的计算机视觉和自然语言处理算法，如卷积神经网络、图像分类、物体检测等，能够独立设计、开发和优化相关模型。
- 熟悉并应用常见的自然语言处理算法，如文本分类、命名实体识别、信息抽取等。
- 熟悉多模态模型，能够处理不同类型的数据源并进行特征融合。
- 了解大语言模型（如chatGPT, llama系列）的基本原理和应用。
- 熟练使用深度学习框架，如PyTorch、TensorFlow等。
- 具备跨团队合作能力，出色的沟通和协调能力，能够与不同领域的团队成员紧密合作。
**加分项：**
- 在计算机视觉、自然语言处理领域的国际会议或期刊上发表论文。
- 有多模态模型和大模型调优、微调经验。
- 有大规模数据处理和分析经验。
如果您对多模态模型、大语言模型和深度学习充满热情，具备丰富的计算机视觉和自然语言处理经验，以及处理多模态特征和大模型的能力，我们欢迎您加入我们的团队！",2024-12-28,智联
人工智能算法工程师,北京-丰台,20k-30k,经验不限,硕士,"视觉图像算法
CNN",华启智能,"计算机硬件,电子/半导体/集成电路,IT服务,计算机软件",500-999人,"职位描述
视觉图像算法CNN
岗位职责：
1、跟踪技术前沿，参与国内外最新的计算机视觉和深度学习算法或技术的研究与开发；
2、针对轨道交通领域，参与设计及研发计算机视觉类高性能深度学习或机器学习模型；
3、负责算法模块的产品化研发，结合具体的业务场景，设计并工程化算法应用；
4、解决图像视频处理与识别技术在轨道交通领域实际应用中的相关问题；
5、算法模型的长期维护升级和修改，工程应用层算法性能优化；
6、为业务提供AI应用技术支持，以及各层技术平台咨询
7、公司相关业务数据集整理及维护
经验：
· 对CNN有良好的理论和实战经验，有一定的算法调优经验；
· 熟悉至少一个深度学习的主流框架（pytorch、caffe、onnx等），熟悉检测、识别、分割等常见图像算法；
· 熟悉OpenCV等常用的图像处理库；
· 熟悉姿态检测、跟踪等相关算法者更佳；
· 有过CUDA/ARM/X86相关代码优化者优先；
· 有ARM平台或各种嵌入式平台开发经验者更佳；
· 具有轨道交通行业经验者优先
技能：
· 英语六级及以上，具备中英文学术论文的调研能力，有从事研究型项目的经历；
· 具备较好的C++或python编程能力，有熟练的代码开发经历。",2024-12-12,智联
AI算法工程师（高级）,北京-海淀,25k-40k·14薪,3-5年,本科,"C++
神经网络
目标跟踪
TensorFlow
Caffe
Shell
PyTorch
机器学习算法",北京崭珀科技有限公司,"人工智能,IT服务,计算机软件,计算机硬件",20-99人,"职位描述
C++神经网络目标跟踪TensorFlowCaffeShellPyTorch机器学习算法
岗位职责：
1) 针对公司业务和运营场景，完成人工智能应用相关算法研发和迭代调优工作。
2) 从事深度学习、统计学习等机器学习算法研究、工程实现和优化等工作，包括各类传统和新型机器学习算法。
3) 负责计算机视觉相关的技术研发工作，包括但不限于：目标检测、语义分割、语义识别。
4) 完成ARM平台算法优化，调整网络结构，减少模型所需的计算资源，提高模型的识别准确率。
任职条件：
1) 统招本科及以上学历，计算机或数学相关专业，熟练掌握计算机视觉、神经网络算法理论基础。
2) 熟悉计算机视觉、机器学习算法，并在以下一个或者多个领域有深入研究，图像分类、目标检测、目标跟踪和图像分割等领域。
3) 熟悉深度学习的框架，例如 Tensorflow, Pytorch, Caffe，SSD，Yolo等。
4) 熟悉业界通用的人工智能和机器学习方案和应用流程，具有根据需求制定算法方案并完成工程开发的能力。
5) 熟练掌握 C/C++ 语言，并至少掌握一种脚本语言，如Python、Shell等。
6) 3年以上AI领域工作经验。
7) 有无人驾驶工作经验优先。
职位福利：创业公司、周末双休、五险一金、带薪年假、节日福利、交通补助、餐补、通讯补助",2024-12-19,智联
NLP算法工程师（工程化、应用方向）,北京-通州,20k-25k,3-5年,本科,"智能客服
聊天机器人
Python
工程化
大模型应用
CHATGPT",大连斯锐信息技术有限公司,"计算机软件,互联网,IT服务",1000-9999人,"职位描述
智能客服聊天机器人Python工程化大模型应用CHATGPT
岗位要求：NLP大模型应用工程师
1、熟悉python编程和NLP基本原理
2、熟悉Prompt工程，有类ChatGPT API在实际项目中的落地经验
3、熟悉大语言模型工具链，如LangChain
4、熟悉向量数据库，如Milvus
岗位职责：任职资格：
1、本科及以上学历，计算机相关专业；
2、具有3年及以上计算机行业、人工智能、大数据领域相关工作经验；
3、具有机器学习、神经网络、数据挖掘、深度学习中某一领域有相关技术研究、应用以及工程化建设项目实施经验；
4、具备良好的自我驱动能力和团队合作能力，具有强烈的责任感，有挑战自我、学习新知识的意愿与能力。",2024-12-29,智联
人工智能\机器学习资深算法工程师,北京-海淀,20k-40k,3-5年,本科,"机器学习
深度学习
强化学习
知识图谱",亚信科技,,无,"职位描述
机器学习深度学习强化学习知识图谱
岗位职责：
1. 负责移动通信和移动互联网领域机器学习，人工智能等相关算法模型的前沿技术研究工作；
2. 负责AI算法模块研发，包括结构化数据的预测分析和异常检测、因果关系分析、自然语言处理、深度学习、强化学习、联邦学习、知识图谱等通用算法模块的研发；
3. 负责应用AI算法模块满足具体业务场景需求，具体应用场景包括智能运维场景需求（故障根因定位、容量预测、指标异常检测等）、移动通信网络域场景需求（多指标关联、异常检测、网络切片质量评估等）、通用推荐类场景等
4. 负责通信网络AI算法研发框架设计与开发；
5. 负责通信网络AI算法模块整体设计开发，根据行业需求指导算法模型的技术选型和性能优化；
6. 负责部门研发进度推进和研发成果质量把控；
7. 负责在跨功能域/跨职能部门的工作中定义问题陈述，收集数据，构建分析模型并提出建议；
岗位要求：
1. 计算机科学、机器学习、人工智能相关专业本科以上学历，具有3年及以上AI产品研发和应用工作经验；
2. 深入掌握机器学习相关算法如特征工程、决策树、xgboost、lightGBM、聚类、序列预测等算法；
3. 熟悉深度网络如CNN、RNN、LSTM、BERT等算法模型结构，并了解TensorFlow/pytorch/keras等深度学习框架;
4. 熟练掌握至少2种语言：Python, R, Matlab, SQL, Scala, Spark, PHP, SAS，Weka等；
5. 熟悉linux操作，对docker容器化了解，基础的API开发了解；
6. 有良好的沟通表达能力，积极向上，细致认真；
7. 有运营商网络域和业务域相关经验、AIOps运维经验者优先。
职位福利：五险一金、绩效奖金、餐补",2024-12-08,智联
ai算法工程师,北京-海淀,12k-15k·15薪,经验不限,硕士,"Python
C++
图像算法
音视频算法
机器视觉",北京和人广智科技有限公司,"网络/信息安全,网络/信息安全",20-99人,"职位描述
PythonC++图像算法音视频算法机器视觉
岗位职责：
1.负责利用深度学习技术开发和优化图像、音频算法，包括图像增强，图像分类，目标检测、动作识别、语音增强，语音分离，语音识别，迭代提升算法性能；
2.负责解决算法在测试中出现的问题，通过数据增强、调参、调整模型结构等方式加快产品落地；
3.负责模型优化裁剪、模型转码整合，用量化、剪枝、算子替换、蒸馏等方式，降低模型算力或存储需求，以便移植到特定硬件平台。
任职资格：
1. 信号处理、图像处理、声学、计算机、物理、电子信息等相关专业，硕士及以上学历；
2. 有图像、声学算法调试，图像、音频信息隐藏相关实习经验的优先；
3.英语阅读能力强，能够调研英文文献。",2024-12-14,智联
人工智能算法工程师,北京-海淀,20k-25k,经验不限,硕士,"C++
Python",北京机械设备研究所,船舶/航空/航天/火车制造,1000-9999人,"职位描述
C++Python
岗位职责：负责计算机视觉领域，特别是深度学习包括不限于目标检测、目标识别、行为识别、姿态识别、目标追踪等算法模型的研究、开发及场景应用。参与核心代码的编写，解决项目开发过程中的技术问题。
岗位需求：
1） 硕士研究生及以上学历，计算机技术、模式识别、机器学习等相关专业；
2） 熟练掌握C、C++、python等语言；
3） 熟练使用linux系统，熟悉linux底层驱动开发；
4） 熟练掌握深度学习理论知识，具有卷积神经网络、循环神经网络、脉冲神经网络搭建、训练与应用等相关项目开发经历者优先；。
5） 耐心认真，有较强的责任心，善于沟通。
职位福利：五险一金、绩效奖金、包吃、交通补助、通讯补助、带薪年假、补充医疗保险",2024-12-22,智联
AI算法工程师（NLP方向）,北京-海淀,20k-40k,3-5年,硕士,NLP,智联猎头,"互联网,人力资源服务",1000-9999人,"职位描述
NLP
岗位职责：
1） 跟踪AI领域最新研究成果，负责自然语言、语音、视觉等感知模块相融合的算法研究；
（2） 融合自然语言处理与机器视觉、语音技术，针对文本、图像、音视频等多模态信息进行联合解析，构建计算模型，实现视觉与语言信息中的语义识别与整合，应用于图像描述、视觉问答、逻辑推理以及客服问答等AI领域重要任务；
（3） 建立可解释的问答推理模型，包括神经符号推理、图形推理等;
（4） 优化自然语言处理基础模块效果，包括不限于分词、实体识别、语法分析、意图分类等。
任职要求：
1、硕士研究生以上学历，自动化、计算机科学、模式识别、图像处理、多媒体技术等专业方向；
2、熟悉图像处理、模式识别算法，熟悉GPU、OpenCV等图像处理平台；
3、熟悉深度学习主流框架，熟练应用Caffe, TensorFlow或Torch等至少一种框架，具备相关算法开发与应用经验；
4、精通C/C++/Python等编程语言,有丰富的Linux开发经验；
5、积极主动、性格开朗，有良好沟通与团队协作能力，乐于接受挑战；
6、熟练英文读写。",2024-12-29,智联
人工智能算法工程师,北京,15k-30k,3-5年,本科,视觉图像算法,北京中科博联科技集团有限公司,"专用设备制造,农/林/牧/渔,人工智能,电气机械/电力设备",100-299人,"职位描述
视觉图像算法
岗位职责：
1、负责智能设备的电气自动化总体控制方案和框架设计，前沿技术预研及攻关；
2、负责智能产品的研发及相关软件设计工作；
3、负责智能产品和软件的测试方案设计及测试组织工作；
4、负责公司智能设备云平台相关软件的配套和完善工作。
任职条件：
1、自动控制或计算机相关专业，本科（含）及以上学历；
2、5年以上电气控制设计经验，3年以上智能产品研发或软件架构设计经历；
3、熟悉人工智能、物联网等技术；有传感器及电气相关元器件选型经验；
4、至少熟悉c/c++/java/python等一种编程语言；对iOS/Android平台有一定的了解； 有一定的算法基础，具有较强的独立解决问题能力。
职位福利：节日福利、五险一金、带薪年假、定期体检、弹性工作、周末双休、定期团建",2024-01-04,智联
人工智能算法工程师,北京-海淀,10k-20k,3-5年,本科,,浪潮集团,,无,"职位描述
（1）研究和开发人工智能算法模型，解决工业领域问题；
（2）负责人工智能模型的设计、开发、测试和优化，不断提升模型准确性和性能，以满足实际应用需求；
（3）研究和开发人工智能应用程序，包括界面设计、用户交互、数据可视化等方面，以提高用户体验和应用效果。",2024-12-20,智联
算法工程师（点云ai方向）,北京-昌平,40k-60k·16薪,经验不限,硕士,"C++
智能驾驶
感知融合
激光雷达感知算法
3D目标检测",广垠(河北)人力资源服务有限公司,证券/期货,0-20人,"职位描述
C++智能驾驶感知融合激光雷达感知算法3D目标检测
工作职责：
1、负责基于深度学习激光雷达点云的3D目标检测、分割、跟踪等算法的研究及迭代计算；
2、负责自动驾驶中激光雷达感知算法的长期研发和迭代，及算法在及时产品中的落地与优化提升；
任职要求：
1、本科及以上学历，要有ai模型训练和使用经验，具备深度学习经验。
2、有至少4年工作经验
3、工作项目涉及激光雷达感知、点云感知、目标检测、深度学习、pointpillar、聚类相关的，涉及其中2个以上
4、有自动驾驶行业（矿山领域更好）从业经验",2024-12-27,智联
智能算法工程师,北京-海淀,15k-20k,1-3年,本科,"TensorFlow
MATLAB
C#
Python
MATHEMATICA",索为,"计算机软件,互联网,船舶/航空/航天/火车制造",100-299人,"职位描述
TensorFlowMATLABC#PythonMATHEMATICA
岗位职责：
1. 深入研究各种人工智能算法，算法的代码实现，算法的机理及解释性研究。
2. 使用第三方库进行各种人工智能算法的实现
3. 各种人工智能算法的集成。
任职要求：
1) 计算机应用、软件工程、统计等相关专业，本科及以上学历。
2) 熟练掌握数据结构与算法设计的基本理论与基本方法
3) 熟练使用C#、Python
4) 对TensorFlow，Matlab，Mathematica 等有使用与开发经验
5) 一年以上工作经验，对新事物的学习能力
加分项：
6) 有工业背景项目经验优先
7) 具备设备故障诊断、健康管理等业务背景优先",2024-12-28,智联
人工智能算法工程师,北京-通州,20k-40k,1-3年,本科,,海南九九科技有限公司,计算机软件,20-99人,"职位描述
了解llm大模型，包括微调，调用agent，提示词，给企业部署。熟悉文擎毕昇使用
1、负责人工智能相关项目的策划与应用实现;
2、负责公司机器学习算法的研究与实施，包括模型设计与训练;
3、研究人工智能在企业方面的应用",2024-12-24,智联
智能算法研发岗,北京-丰台,25k-30k,经验不限,硕士,,中国运载火箭技术研究院,"学术/科研,船舶/航空/航天/火车制造",10000人以上,"职位描述
岗位职责：
1、负责智能应用软件的工程研制，包括算法选型、架构设计、移植部署和测试验证；
2、负责神经网络处理器（NPU）的量化设计；
3、负责智能应用软件的相关文档编写；
4、负责智能应用软件的相关问题协调、沟通和解决。
职位要求：
1、人工智能相关领域工作3年以上；
2、熟练掌握C/C++、Python等编程语言；
3、熟练掌握pytorch、tensorflow等主流框架；
4、熟练掌握寒武纪、华为等主流NPU的使用方法；
5、基本了解军用软件能力成熟度模型（GJB5000B）；
6、具有良好的沟通能力和写作能力；
7、具有相关行业从业经验者优先，薪资可面议。",2024-12-12,智联
算法工程师（央企 正编 ）,北京-海淀,20k-35k,经验不限,硕士,C,南方新华,,无,"职位描述
C
1.负责三维点云算法研发，以及三维点云、网格相关的深度学习算法研发和应用；
2.负责实现前沿点云算法和创新算法的研发；
3.负责点云算法部署。
任职资格要求:
1.扎实的C++基础；
2.熟悉Git，掌握使用Cmake配置大型项目的能力；
3.熟悉常用的三维点云和网格处理算法。",2024-12-23,智联
NLP算法工程师（大模型）,北京-海淀,30k-50k·14薪,3-5年,本科,"NLP
大模型",北京方远达管理顾问有限公司,"企业服务,企业服务,人力资源服务,咨询服务",20-99人,"职位描述
NLP大模型
岗位职责：
1. 负责大模型增量预训练、高效微调、推理优化和效果评估等，并在汽车后市场领域场景中实现落地
2. 研发迭代检索增强、链式推理、事实一致性和可控性文本生成等技术
3. 负责问答系统的内容安全，指令安全、隐私安全等
4. 追踪NLP/多模态等大模型前沿技术
任职要求：
1. 熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2. 熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3. 熟悉使用deepspeed、megatron、colossal-ai等至少一种大模型分布式训练框架，了解langchain原理以及llama、chatglm等常见开源基座大模型
4. 责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。
25-50K·14薪
核心：nlp3年以上+大模型项目经验
统招本科及以上学历，硕士优先",2024-12-29,智联
