岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
大模型方向（工程、算法、后端）,北京,60-90K·16薪,经验不限,学历不限,"大模型
nlp算法
大模型算法
搜索推荐算法
多模态
预训练
调优
基座开发",某大型计算机软件公司,计算机软件,,"参与基于自研大模型的应用探索以及应用的工程开发，包括但不限于：
参与大模型应用的产品讨论及探索，算法，工程都会有
Web/APP/小程序等应用的方案设计、研发和维护等
大模型的推理在特定场景下的优化等
职位要求
计算机科学、数学、统计学等相关专业的本科及以上学历
成熟的C 端产品研发经历，有较强的产品和业务sense，有AI、社交、游戏等相关成功应用研发经验者优先
熟练掌握 Python/Golang/C++等至少一种编程语言，了解异步 IO 的实现
有AI/ML 系统和服务的经验，包括优化 GPU 部署
具备基本的项目部署和维护能力；了解 Docker、Kubernetes 等至少一种容器技术者优先
具备良好的团队协作和沟通能力，能够主动发现和解决问题
有前后端全栈技术经验者优先
有大模型经验的是加分项，有过大模型工作经验，开发大模型或者应用大模型的也可以
1.从事，搜广推，召回，nlp，机器学习，深度学习，图像视觉cv算法，风控安全算法，多模态，营销，用户增长，语音，感知，AIGC，大模型算法等等，各类算法位置都有在招聘
2.核心业务，核心团队，汇报人职级很高，同时可带团队
3.base地区可聊，北京，上海，广州，深圳，杭州，还有一些海外的，等等
4.具体的jd各个方向都有，这边有一些具体的信息，各个职位都有
5.这边的反馈以及流程可以很快，这边直接对接业务方
6.我这边合作的大厂很多，几乎市面上的大厂以及一些知名创业公司都有合作，算法方向的都可以聊，并且只做靠谱的职位，能为您争取到的我这边尽力
7.真诚招聘，希望能够帮到各位",更新于：2024-02-21
算法总监（aigc方向）,北京,60-75K,经验不限,本科,"图像处理库（OpenCV等）
图像生成
团队管理经验
aigc
算法总监",某大型知名其他行业公司,其他行业,10000人以上,"""工作职责：
1.深度参与商业地产的业务流程，对接业务痛点并提供算法解决方案；
2.运用机器学习等模型深入分析商铺、商户、消费者、广场运营等维度，建立预测领域相关模型；
3.负责企业运营、营销、风控、服务等经营大数据场景下的数据价值挖掘、算法设计与实现；
4.追踪算法前沿技术，结合业务需求，完善购物中心的算法标签库 。
任职要求：
1.精通大数据、数据挖掘、机器学习、运筹优化等领域，具备扎实的统计学基础；
2.精通一门以上编程语言，熟练使用常用算法和数据结构（例如聚类、分类、回归、排序等算法）；
3.具有较强的逻辑思维，善于将人工智能技术应用到实际业务场景并产生商业价值；
4.具有本科及以上学历，统计学、数学、计算机工程等相关专业优先；
5、推荐，运筹优化""",更新于：2024-02-21
数据算法研究员-预训练方向,北京·海淀区·学院路,25-50K·16薪,经验不限,本科,"业务导向/研究导向
Python
C/C++
Shell
数学/统计相关专业
机器学习算法/工程化经验
深度学习经验
transformer
预训练
NLP",百川智能,计算机软件,,"1.参与大规模预训练语言模型的数据算法工作,主要涉及数据清洗策略与算法制定、数据去重算法、数据质量评估等
2.根据需求复现相关自然语言处理与数据处理算法与开源模型性能
3.参与前沿算法与应用的研究
职位要求
1.自然语言处理、机器学习、大数据处理及相关专业、2年以上相关工作经验
2.较强的算法开发能力,熟悉C++、python、shell、cuda等一种或多种编程语言
3.掌握传统NLP、深度学习NLP、数据处理相关算法，并具有相关实战经验
4.熟悉Pytorch等深度学习框架、了解spark等大数据分析工具
5.对深度学习、Transformer、预训练有一定深度的理解和经验，能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先。",更新于：2024-02-21
电池算法工程师（云端大数据方向）,北京·海淀区·魏公村,18-30K,1-3年,本科,"Hive
大数据处理经验
Spark
数学/统计相关专业
Python",北京理工新源,互联网,100-499人,"【工作职责】
1.基于新能源车联网运行大数据进行动力电池数据的分析与价值挖掘，负责数据清洗、特征提取、建模分析等工作；
2.基于新能源车联网运行数据，开展动力电池健康状态评估与剩余寿命预测的方案研究与开发，撰写开发文档资料；
3.针对车辆运行的典型工况，分析与挖掘电池故障特征，建立故障分析特征数据库；
4.洞察市场信息，通过电池数据分析为团队赋能，为客户商业决策和产品研发赋能；
【任职要求】
1.新能源动力电池方向相关专业，本科以上学历；
2.熟悉数据挖掘理论与方法，如基本的数理统计专业知识；
3.经验要求：整车厂或电池厂动力电池BMS开发工作经验2年以上；
4.语言要求：Python、matlab；
5.熟练使用excle，PPT、word等办公软件；
6.逻辑思维能力强，语言表达清晰，文本与PPT撰写能力强者优先；
【您将获得】
1.丰富的大数据处理经验，PB级数据分析处理经验与能力；
2.基于车辆网大数据进行跨界开展电池算法与策略开发经验；
3.国家级项目开发经验，与行业大牛近距离接触；",更新于：2024-02-21
自然语言处理算法,北京·朝阳区·国贸,15-30K,1-3年,本科,"Java
C/C++
Python
计算机相关专业
自然语言处理项目经验
人机对话相关经验
自然语言识别
NLP
模型训练",微著丰融,互联网,,"职位描述
1、负责文本生成、文本摘要、实体命名等自然语言处理算法的研发和调优；
2、负责算法的优化与工程化实现，并满足实际业务场景中的应用；
3、负责NLP前沿问题的研究，包含开放域对话机器人方向、自然语言生成方向，通过实际应用场景，提供技术解决方案及技术规划；
4、通过对模型技术的研究分析，开展所需数据的分析，以及标注体系(Prompt/RLHF等)和实施方案设计，为模型技术研发和应用落地提供支撑。
岗位要求:
1、本科及以上学历，计算机、软件、信号处理、自动化、应用数学等相关专业，有NLP、深度学习、机器学习相关研发相关工作经历优先；
2、具备NLP领域的词法、句法、语法、文本分析方面基础算法能力，有自然语言处理、大数据、机器学习、深度学习或相关领域的实践经验；
3、具有较强的英文文献阅读及调研能力；
4、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch；
5、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验；
6、具备多模态AIGC大模型训练经验者优先；
7、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力。",更新于：2024-02-21
AI算法工程师(CV方向),北京,50-60K,1-3年,本科,研究导向,某500强上市公司,互联网,10000人以上,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-21
Nlp 算法（人工智能或者大模型方向）,北京·顺义区·光明,25-30K,5-10年,本科,"OCR/NLP经验
大模型/人工智能经验
算法工程化经验
大数据处理框架(Spark/Hadoop/Hive)
大模型算法
机器学习算法/工程化经验
Hadoop/Hive/Spark
计算机相关专业
深度学习经验
模型加速/性能优化
风控/反欺诈
云计算",杭州同盾科技有限公司,大数据,1000-9999人,"岗位要求：
1.自然语言处理/机器学习/强化学习/模式识别/人工智能/计算机等相关专业，本科及以上学历:
2.需要有大模型的分布式训练和NLP实际业务经验，有大语言模型实际落地经验者更优;
3.在 OCR、LLM、NLP、强化学习、机器学习等方面有一定研究基础，熟悉主流模型和算法，关注领域内的""新进展，能够跟进和实现新的算法能力;
4.了解知识图谱相关知识，有搜索、推荐相关算法工作经验优先;
5.熟悉深度学习框架以及常用的模型评估和调优技术
6.具备激情，好学，良好的团队合作和沟通能力;
7.有应用LLM、NLP解决金融问题经历者更佳。
岗位职责
1.具备大语言模型 (llm) 和NLP的基础知识，限于摘要生成、聊天对话、逻辑推理等。
2.大模型工程师:负责实现和优化大模型的训练和推理算法，提升系统的性能和效率。需要熟悉深度学习框架，掌握分布式计算和高性能计算技术
3. 负责利用自然语言处理技术和语义分析方法实现语义模型的建立与实践；
4. 应用机器学习、文本挖掘等技术对文本进行深入解析；",更新于：2024-02-21
算法开发（LLM应用方向）,北京·顺义区·马坡,14-20K,1-3年,本科,"大模型算法
Python",北京纬创,计算机软件,1000-9999人,"岗位描述：
1，对大模型的涌现能力充分挖掘的基础上，构建大模型应用，构建全新的企业工作流，为办公智能化提供必要工具。
2，利用大模型GPT等先进AI模型，建立RAG系统，为开发人员提供稳健的智能开发流程和智能进度管家服务；
任职资格：
1，计算机（机器学习，人工智能，信息检索方向）应用数学，统计学相关专业研究生及以上；
2，熟悉linux下的代码开发，熟悉pytorch，tensorflow等AI模型开发工具；有模型部署和加速经验者优先；
3，具备良好的编程能力和代码风格，熟练掌握python，熟悉大模型prompt 工程，对大模型微调技术有一定了解，知晓负责任务的promp设计和拆分；
4，至少有以下两种系统成功落地经验优先考虑：有building with LLM RAG工作流成功落地经验优先，有丰富的搜广推系统模型优化经验者优先，熟悉用户兴趣建模、个性化建模成功落地经验的优先；
5，掌握常用的GPT类生成式模型：Llama-2系列，GLM系列，baichuan系列模型，Qwen系列等常见的模型结构，有成功应用经验或者独立实现过算法者优先",更新于：2024-02-21
CV算法工程师（视频方向，自研项目非外包）,北京,11-20K,1-3年,硕士,"机器学习
图像算法
Python
跟踪领域
目标检测
行人重识别",京北方,互联网金融,10000人以上,"工作职责:
1.深入机器学习、深度学习、计算机视觉等技术领域，进行算法研发与优化；
2.研究并掌握多模态、大模型、元宇宙、数字人、虚拟现实等方向前沿技术及发展动态；
3.图像/视频数据预处理、模型开发和训练、前后端处理逻辑开发、算法服务封装；
4.针对公司业务需求，开发创新解决方案并推进技术；配合开发团队，确保应用方案的安全可控和落地实现，解决开发团队的疑难技术问题；
5.撰写项目文档、专利、研究报告等，为公司技术研发战略提供建议与参考。
任职要求:
1.在目标检测、图像分割、行人重识别、目标跟踪等领域有深入研究和实际落地经验；有实时视频流（RTSP/RTMP/HLS等）处理和分析经验；
2.能独立完成上述相关算法设计、开发与验证；熟悉常见深度学习算法，包括但不限于CNN/RNN/Transformer/Diffusion原始算法及各种改进算法；
3.具备在企业环境中的项目经验，能够将研究成果转化为实际应用；有金融行业、智能安防等场景的项目经历优先；
4.熟悉Python/C++/JAVA/C#/Swift等开发语言（2种）；熟悉Linux环境，熟悉CUDA编程；熟悉深度学习框架Pytorch/TensorFlow/Caffe（1种）；
5.有好奇心，有较强的分析问题和解决问题的能力；具备良好的文档编写能力、语言组织能力、沟通和协调能力、抗压能力；具有团队合作精神。
加分项：
1.有生成式算法、多模态、大模型相关经验；
2.在顶刊/顶会有相关研究领域的论文发表优先；
3.有国际或国内竞赛获奖经历优先；
4.在高星开源项目中做出突出贡献优先。",更新于：2024-02-21
ai算法工程师（人脸识别方向）,北京,20-40K·15薪,经验不限,本科,"机器学习
图像算法
自然语言处理算法
Python
CV
人脸识别
图像处理",某大型企业服务公司,企业服务,100-499人,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-21
高级推荐算法工程师（AIGC方向）,北京·海淀区·上地,30-60K·14薪,3-5年,本科,推荐系统相关经验,小白羽,移动互联网,100-499人,"岗位职责：
1、负责公司工具产品基于用户行为和内容的水印信息推荐和Logo图像推荐
2、使用统计、NLP、图像技术及机器学习算法对用户画像和内容进行理解、分类和预测
3、开发、维护基于ChatGPT、midjourney等AI技术的应用产品和功能
3、深入理解公司产品业务，洞察用户需求，使用算法和AI技术对业务赋能。
4、负责推荐系统架构设计、实现和优化。
5、参与AI算法研究、AI软件技术研究及技术规划，及新技术原型验证，负责AI新技术能力传递
业务技能要求：
1、具有软件开发3年以上经验，熟悉Python、C++至少一种编程语言，熟悉Linux，具备扎实的编程基础和良好的编程习惯；
2、熟悉常用数据处理和数据分析方法，有一定的统计学基础，熟练使用pandas、numpy等进行数据处理，具备大数据处理相关经验；
3、熟练使用sklearn、tensorflow/keras/caffee等进行机器学习或者深度学习算法处理优先。
专业知识要求：
1、本科及以上学历；计算机科学技术、自动化控制、模式识别、图像处理、应用数学和统计学等相关专业；
2、熟悉常用分类和回归算法：线性回归、svm、决策树、k-means、kNN等算法原理；
3、熟练使用python语言，可以使用sklearn、tensorflow/keras/caffee等进行机器学习或者深度学习算法处理。",更新于：2024-02-21
AI算法工程师（CV方向）,北京·朝阳区·酒仙桥,25-40K·15薪,3-5年,本科,语音/图像识别,同程旅行,互联网,1000-9999人,"职位描述
1. 主要从事图像与视频处理整体算法研究与开发工作，包括：算法设计、数据处理、训练、调优、科研探索等；
2. 参与设计相关算法or 负责算法服务的封装和部署；
职位要求
1. 熟练掌握C/C++或Python中的至少一种语言；
2. 熟悉深度学习、CNN相关理论，熟练掌握至少一种主流的深度学习编程架构，如TensorFlow、PyTorch、MXNet等；
3. 模式识别、图像处理、机器视觉、人工智能、信号处理或计算数学等专业领域，具有扎实的计算机视觉和机器学习基础，
4. 熟悉图像处理基本方法，熟悉OpenCV或其它图像算法开发与分析工具，对图像识别、图像分割、边缘检测、目标跟踪等技术在内的一个或多个领域理解较深；
5. 对视频数据、实时数据流、嵌入式场景有经验、感兴趣，非常加分；
6. 有自我激励意识，对持续学习、创新思维和技术推动业务价值充满热情；
7. 良好的沟通能力，能够有效推动技术团队内外的沟通与协作；",更新于：2024-02-21
AI算法工程师(CV方向),北京,25-50K·16薪,1-3年,本科,"图像处理库（OpenCV等）
大模型算法
机器学习
目标检测
人像算法
模型加速/性能优化
模型部署",某大型企业服务公司,企业服务,100-499人,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-21
算法工程师-大模型方向,北京,40-70K·16薪,经验不限,本科,"机器学习
大模型
NLP
深度学习",某大型知名互联网公司,互联网,10000人以上,"岗位职责：
1. 负责大模型训练和效果调优；
2. 超大模型业务场景适配
3. 训练方法和模型框架持续优化
任职要求：
1. 硕士及以上学历，计算机相关专业，熟悉机器学习，深度学习，自然语言处理等领域的专业知识，具有2年以上工作经验
2. 熟悉transformer，bert，gpt，T5等，对训练数据的组织以及训练代码有深入理解
3. 熟悉pytorch/tensorflow深度学习框架
4. 逻辑思维强，编程基础扎实，至少掌握python或C++其中一种
5. 有大模型训练调优经验或熟悉强化学习基本算法优先
6. 做过机器翻译，机器阅读理解，智能摘要等项目优先
7. 有NLP顶会paper者优先",更新于：2024-02-21
CV方向 AI算法工程师 国企正式编制,北京,20-40K,经验不限,本科,"业务导向
搜索/推荐
风控/反欺诈
语音/图像识别
Java
Python
C/C++
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
CV算法工程师国企正编
AI算法工程师国企正编
算法国企正式编制",某大型互联网金融公司,互联网金融,500-999人,"工作职责
1. 负责人脸身份认证领域算法模型研发，包括但不限于：人脸活体检测、人脸识别、人脸质量评估、人脸关键点检测、 图像加密、图像处理等方向的深度学习模型实际研发经验，具有炫彩活检研发经验者优先。
2. 负责深度学习模型压缩、模型剪枝等研发工作，具有便携终端轻量级模型研发经验者优先。
3. 负责跟踪上述领域的先进技术及研发工作。
4. 负责相关算法模型的产线开发、验证、优化及维护等产线工作。
任职要求
1. 计算机相关专业，大学本科毕业，硕士及以上学历者优先。
2. 具有良好的代码能力，精通各类深度学习框架下，模型研发，熟练掌握Python、Java、C++等至少一种语言。
3. 具备快速阅读深度学习相关论文并理解算法的能力。
4. 针对上述人脸相关方向的深度学习建模具有3年及以上经验。",更新于：2024-02-21
商业化风控算法工程师--NLP/CV/多模态方向,北京·朝阳区·亚运村,35-65K·16薪,经验不限,本科,"多模态算法
Python
Java
C/C++",小红书,电子商务,1000-9999人,"工作职责
1. 围绕商业化广告，应用NLP/CV/多模态算法能力进行内容理解，构建内容风险标签体系，降低内容违规风险
2. 负责NLP/CV/多模态相关算法研发，面向但不限于：多模态检索、细粒度分类、人脸识别、目标检测、分割、语义理解、大模型等等（以上方向擅长一个即可），时刻follow与探索前沿技术
3. 深入小红书丰富的业务场景，结合实际需求进行技术落地和创新，构建商业化广告审核体系
任职资格
1. 计算机／数学／统计学/模式识别相关专业，本科以上学历
2. 熟练掌握CV/NLP/多模态、机器学习、数据挖掘中一项或多项，能够对业务问题进行技术方案拆解，同时具备较强的工程实现能力
3. 具备跨部门沟通和协调能力，与产品、运营等部门进行沟通和协调的能力，保障定义清晰、落地到位
4. 具备较强分析能力，能够结合业务场景快速建模和设计算法，分析算法的不足并提出解决方案
5. 具备广告审核、内容生态、内容安全、内容分发等领域工作经验者优先",更新于：2024-02-21
算法工程师（SD方向）,北京·朝阳区·望京,20-40K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",上海退格数字科技,计算机软件,20-99人,"岗位职责
1、负责文生图研发
2、调研跟进业界大模型state-of-art的进展，并根据业务情况进行落地。
能力要求
1、有基于 Stable Diffussion 的图像生成和项目落地经验；
2、了解前沿图像生成算法产品（如 Disco Diffusion, Stable Diffusion ,Dalle2, MidJourney)
3、有微调经验、prompt经验、数据处理经验。
4、熟练掌握 Python 语言，熟练使用 PyTorch，HuggingFace, OpenCV
5、有坚实的cv基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。",更新于：2024-02-21
AI算法工程师（NLP方向）,北京·西城区·宣武门,15-30K·14薪,1-3年,本科,"机器翻译
推荐算法
文本生成
Python
Golang
大数据处理工具(Spark/Hadoop/Hive)
深度学习
机器学习
大模型算法
优秀开源项目经历
算法工程化经验
模型加速/性能优化",UMU,企业服务,100-499人,"岗位职责：
1. 从事自然语言处理、知识图谱等领域前沿算法的研究，探索人工智能技术的创新和落地应用；
2. 从业务场景和实际问题出发，利用自然语言处理和知识图谱技术，服务于UMU核心AI产品，如AI陪练、AI微课等；
3. 构建知识图谱平台，将智能服务的能力赋予更多的产品和用户。
任职责格：
1. 掌握自然语言处理、信息检索、深度学习理论，实现相关算法技术的落地和应用；
2. 掌握知识图谱相关算法，包括但不限于实体识别、关系抽取、语义消歧、实体链接、知识推理等算法模块研究与优化；
3. 责任心强，积极主动，有良好的沟通协调能力；
4. 本科及以上学历，计算机相关专业，社招1年以上NLP工作经验。",更新于：2024-02-21
算法工程师-AI Agent方向,北京·海淀区·学院路,35-65K·14薪,3-5年,本科,"C/C++
搜索/推荐
机器学习算法/工程化经验
计算机相关专业
语音/图像识别
业务导向
深度学习经验
Python",面壁智能,计算机服务,20-99人,"岗位职责：
1. 在行业内领先的Agent框架开发团队工作，参与到最前沿的技术研究与实践
2. 对算法进行优化和改进，提高Agent系统的可靠性和性能
3. 与跨职能团队密切合作，包括产品、设计和开发团队，确保按时交付高质量的Agent解决方案
4. 跟踪和研究Agent领域的最新技术动态
职位需求:
1. 统招硕士及以上学历，计算机及相关专业，2年以上相关工作经验
2. 较强的算法开发能力，熟悉C++、python、shell、cuda等一种或多种编程语言
3. 具备良好的沟通和团队协作能力，拥有创新意识和独立解决问题的能力
4. 熟悉Agent技术领域的最新研究成果，有实际项目落地经验者优先
5. 高质量相关论文ACL，ICLR，KDD，AAAI作者优先",更新于：2024-02-21
cv算法工程师,北京,30-60K,3-5年,本科,"语音/图像识别
CV
互联网",某知名仪器仪表上市公司,仪器仪表/工业自动化,1000-9999人,"1. 负责面向业务的图像算法应用落地，如人脸识别、直播抠图、换脸、商品识别、图像素材生成等；
2. 深入理解业务，利用算法从技术侧提升产品的竞争力；
3. 指导初、中级算法工程师完成相关算法任务；
4. 输出技术文档和内部分享，提升团队的技术实力。
岗位要求：
1. 本科及以上学历，数学、统计、计算机、图形处理等相关专业，3年以上视频、图像处理工作经验；
2、熟悉TensorFlow、PyTorch等深度学习框架，熟悉常用的CV库及常见的图像识别算法（如CNN、RNN、VGG、resnet、yolo系列等），在图像分类、目标检测、图像分割等方向都有一定经验，且在多个方向上有丰富的经验；
3、具备优秀的逻辑思维能力和数据分析能力，善于分析和解决问题，喜欢钻研并敢于学习、运用和分享新知识；
4、具备踏实上进的工作态度、良好的团队合作意识和理解沟通能力，能主动承担工作压力和自我挑战；
5、加分项：有AIGC 相关实际经验或知识积累的优先；动手能力强、有带人做技术突破经验的优先。",更新于：2024-02-21
高德-机器学习算法工程师-NLP方向-热招,北京·朝阳区·来广营,25-50K·16薪,3-5年,本科,"计算机相关专业
机器学习算法/工程化经验",高德地图,互联网,1000-9999人,"职位描述
高德研发效能团队主要负责高德质量中台的建设，通过平台化、智能化等方式，提升整体研发和交付效率，支撑业务高速发展。
在NLP方面，工作内容包括但不限于如下几个方面：
- 探索大模型技术在代码生成、用例推荐、代码扫描、智能问答等研发效能领域的落地，提升研发测试全流程效率。
职位要求
-计算机相关专业，硕士及以上学历，3年及以上相关工作经验，具备较强的学习能力；
-熟悉NLP相关机器学习算法，对模式识别、深度学习、增强学习等相关领域有极佳的工程实现能力；
-有大模型相关研究和落地经验；
-精通 Python、C/C++、Java等至少一种编程语言；
-良好的沟通表达能力和团队合作意识，有质量工程、研发效能相关领域。",更新于：2024-02-21
CV算法,北京·海淀区·西北旺,30-60K·16薪,经验不限,本科,"大模型算法
深度学习
多模态算法
图像算法
Python
优秀开源项目经历",荣耀终端有限公司,消费电子,10000人以上,"工作职责
1、负责大规模预训练模型构建，为下游各种业务场景算法提供支持；
2、负责多模态融合、多模态图文生成、文本生成音乐、视频编辑生成等领域算法的开发与业务场景落地；
3、负责计算机多模态方向前沿问题的研究，持续跟进业界SOTA模型，制定多模态理解技术路线。
任职要求
1、硕士及以上学历，5年以上工作经验；
2、熟练掌握计算机视觉领域的基础理论和方法，在一个或多个领域有深入研究：
3、大模型预训练、跨模态检索与生成、图像视频理解、多模态融合等；
4、在计算机视觉、自然语言处理、语音识别等具备扎实的理论基础和工程能力；
5、在语音、计算机视觉或NLP等领域顶会(ACL/EMNLP/NIPS/ICML/AAAI/CVPR/ECCV/ICASSP/Interspeech等)有发表过论文的优先；
6、具有广阔的技术视野、良好的逻辑分析、表达和沟通能力，优秀的分析和解决问题的能力，出色的团队管理能力",更新于：2024-02-21
自然语言处理算法,北京·朝阳区·四惠东,20-30K,1-3年,本科,"大模型算法
推荐算法
多模态算法
意图挖掘
Python
SQL
参加算法相关竞赛/获奖
优秀开源项目经历
模型加速/性能优化",太一云,移动互联网,100-499人,对ai有充分的热情，精通python及市面上的明星模型，对ai有使命感，原动力雄厚！多边形战士！,更新于：2024-02-19
图像算法工程师,北京·海淀区·西北旺,11-20K,经验不限,本科,"大模型算法
图像算法
推荐算法
Python
算法工程化经验
图像处理",软通动力,计算机软件,10000人以上,"招聘要求：
1、熟悉python语言；有些脚本开发经验的
2、有图像算法开发经验的，有图像处理或者数据处理经验者加分；
3、统招本科电子信息及计算机相关专业",更新于：2024-02-21
图像算法工程师,北京·海淀区·上地,15-25K,1-3年,本科,"C/C++
图像处理库（OpenCV等）
机器学习
深度学习
图像生成
图像搜索",科加,智能硬件,20-99人,"岗位职责：
1．从事视觉触控产品相关算法的模型建立、设计、开发；
2．编写算法设计各阶段的相关文档；
3. 数据分析、算法仿真和算法模型的可视化实现；
4．和其他工程师紧密协作，促进整个产品的相关目标按期实现；
从事图像处理底层算法开发（《数字图像处理》内所有算子自行实现）
任职要求：
1. 理工科专业，扎实的数学基础（线性代数/概率统计）
2. 有良好的c/c++语言编码能力
3. 图像处理、模式识别、机器视觉等方面有经验优先
4. 工作积极主动，有良好的沟通能力和团队合作精神；
5. 具有良好的读写英文技术资料的能力；
6. 具较强的分析能力和较强的创新能力；
7. 具有很强的责任心，工作踏实，能承受很强的工作压力；",更新于：2024-02-21
图像算法工程师,北京·朝阳区·安贞,12-17K,经验不限,本科,"C/C++
Java
Python
计算机相关专业
图像识别经验
人脸识别经验",中嘉数创,广告/公关/会展,100-499人,"工作内容：
1、全程参与软件项目的需求分析、设计、开发及测试等几个阶段；
2、整合并优化项目开发所需各种资源、技术架构，负责保障代码质量，软件项目的持续优化、改进工作;
3、确保服务器正常运行；
4、思考应用场景并提出新idea，结合实际业务场景制定合理解决方案；
5、主要包括但不限于：OCR、人脸识别，肢体识别、手势识别、目标检测、图像分割、图像识别、美颜特效、图像风格迁移等技术研发落地；
岗位要求：
1、本科以上学历，计算机相关专业；
2、熟练掌握C/C++、Python、java等编程语言至少一门编程语言；熟悉OpenCV，以及常用图像处理方法；
3、熟悉深度学习基础知识和经典网络模型，熟练至少一种深度学习工具，例如TensorFlow、PyTorch、PaddlePaddle等
4、熟练Java语言及各种主流框架如SpringBoot等主流框架，有熟悉前端技术，如小程序，Vue等前端技术框架者择优考虑；
5、熟练使用MySQL数据库，有SQL开发经验；
6、熟练liux的基本操作，如开机程序启动配置，shell脚本的编写；
7、有nlp、推荐相关经验者加分；",更新于：2024-02-21
图像算法工程师（自研AI）,北京·海淀区·上地,11-22K·13薪,1-3年,本科,"图像处理库（OpenCV等）
OCR",易道博识,移动互联网,20-99人,"工作职责:
使用深度学习进行前沿计算机视觉技术研究，包括但不限于分类、检测、分割、文字识别 (OCR)、人脸识别等技术方向。
工作要求:
1.985或211本科及以上学历，计算机/电子/自动化/通讯/模式识别等相关专业，应届或1-3年经验；
2.孰悉CNN/RNN/GNN/Transformer/Attention等基本原理，熟悉目标检测、分割、分类、识别等基本深度学习算法;
3.对计算机视觉领域某一方向有较为深入的研究和项目经验；
4.熟悉常用深度学习框架，如TensorFlow/Keras/Pytorch/Paddle等的一种;
5.熟练掌握Python，熟悉C/C++，熟悉Linux开发环境;
6.具备一定的独立工作能力，能够完成从算法研究到模型训练、评估、测试和应用等工作;
7.对计算机视觉领域的发展和应用有浓厚的兴趣;
8.有OCR或CV领域其他算法及项目经验者优先。",更新于：2024-02-21
图像算法工程师,北京·东城区·来福士,12-24K,1年以内,本科,"业务导向
语音/图像识别
C/C++
OpenCV
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验",和气聚力,互联网,100-499人,"岗位职责：
1、负责图像检测识别及阅卷核心算法的研发。
2、负责用于图像识别的神经网络的搭建和验证等。
3、负责基于目标客户产品需求和使用场景进行技术方案整合和算法研究开发。
4、负责项目软件设计、开发、测试等技术文档撰写。
任职要求：
1. 为人踏实负责，具有团结合作精神；
2. 本科及以上学历，计算机或数学相关专业，工作1年及以上。优秀应届生也可投递；
3. 掌握c/c++语言，熟悉常用算法、数据结构和设计模式，熟练使用openCV，Tensorflow等框架；，郭悉java、python者优先
4. 3年以上图像处理、识别经验，包括但不限于：传统图像处理算法，特征描述提取、图像匹配、目标定位、图像分析等，擅于图像描述或样本的算法设计和方案定制；
5. 有机器学习背景、阅卷经验者优先；
6. 有OCR项目经验者优先；",更新于：2024-02-21
