岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
算法工程师-智能质量（北京、上海）,北京·海淀区·中关村,20-40K,3-5年,本科,"大模型算法
多模态算法
Python
NLP",北京字节跳动,移动互联网,10000人以上,"职位描述：
字节跳动架构体系下智能质量团队，致力于将先进的人工智能技术与质量管理领域相结合，在质量领域构建下一代的工作范式；通过结合领先的技术和创新思维，在包括但不限于流程管理、数据质量、智能测试等方向，为字节跳动内部产品线提供高质量的解决方案。
1、负责知识图谱、强化学习等技术在软件智能交付领域的相关应用技术研发，业务场景包括但不限于知识图谱、智能生成、智能交互、风险挖掘等；
2、跟踪 AIGC 等前沿技术领域的最新研究成果，探索工业领域落地可行性，并持续提升算法应用效果；
3、探索大模型技术在智能测试领域中的落地应用，为测试效率提升提供智能服务；
4、深度参与项目研发，与产品和业务团队同学保持密切配合，不断优化项目整体效益，提升用户体验。
职位要求：
1、熟悉各类常见算法原理及实现，有规模应用经验，熟练掌握机器学习、深度学习、强化学习、推荐系统、NLP的一种或多种；
2、掌握Python、Go、Java、C++等工程语言的一种；
3、熟悉使用一种或几种深度学习框架（如tensorflow、pytorch）；
4、责任心强，积极主动，有良好的沟通能力和团队合作能力；
5、掌握大语言模型的算法原理、Fine-tuning、Prompt Engineering、向量数据库和 LangChain 等应用范式；在 LLM 领域，主导过大影响力的项目或论文者优先。",更新于：2024-03-11
算法工程师-AI Agent方向,北京·海淀区·学院路,35-65K·14薪,3-5年,本科,"C/C++
搜索/推荐
机器学习算法/工程化经验
计算机相关专业
语音/图像识别
业务导向
深度学习经验
Python",面壁智能,计算机服务,20-99人,"岗位职责：
1. 优化模型能力以满足Agent应用场景的需求，搭建Agent框架，工作内容包括算法开发、模型训练、数据处理、服务部署等
2. 从全流程优化RAG效果，包括文件处理、文本切分、语义检索、检索生成、长文理解等
3. 优化模型调用通用搜索、代码解释、多模态等工具的能力以及复杂场景下多工具联合调用能力，提升模型对复杂任务的规划、分解、反思能力
4. Agent场景下模型能力提升，优化模型对指令的遵循能力，包括但不限于人物设定、输出格式、工作流程等
5. 搭建Agent框架，提升Agent系统稳定性和可靠性，支持通用的agent创建平台
6. 跟踪和研究Agent领域最新技术动态
职位需求：
1. 计算机、深度学习、机器学习等相关专业，硕士及以上学历
2. 扎实的技术基础，较强的算法开发能力，对前沿领域的研究有热情
3. 熟悉python和shell，熟悉pytorch/tensorflow/paddlepaddle中的一种
4. 熟悉常用的机器学习、深度学习算法，熟练使用 Pytorch、Huggingface、DeepSpeed 等框架
5. 熟悉Agent领域最新研究成果，能够阅读论文并复现
加分项：
1. 高质量相关论文ACL、NeurIPS、EMNLP、NAACL、ICML、ICLR作者优先
2. 有大模型实际操作经验和相关项目经历
3. 熟悉langchain、llamaindex等框架",更新于：2024-03-11
大语言模型（LLM）工程师,北京·朝阳区·朝外,20-40K,1-3年,硕士,"TensorFlow/PyTorch
Python
AIGC
大语言模型
deepspeed",优赛恒创,互联网,10000人以上,"职位描述：
1. 负责大语言模型的预训练及微调整
2. 处理预训练及微调数据集
3. 追踪AIGC前沿技术，快速在项目中落地
4. 紧跟 LLM 方向研究和应用方案，调研最新的论文并融合到现有的工作中
5. 探索 Agent 在复杂任务中的应用，实现基于 LLM 的复杂任务在智能测试领域场景的应用落地
职位要求：
1. 硕士研究生及以上学历，计算机、软件工程、人工智能、模式识别等相关专业
2. 拥有良好的Python、C/C++等编程能力，良好的软件设计和开发能力
3. 熟练掌握Pytorch等主流深度学习框架，并有具体的项目应用经验（包括但不限于模型训练优化、模型服务优化等经验）
4. 掌握大语言模型的算法原理、Fine-tuning、Prompt Engineering、向量数据库和 LangChain 等应用范式
5. 优秀的学习能力，良好的沟通协作能力，较强自驱力
6、对利用 LLM 解决业务痛点问题有强烈兴趣和技术热情
7、良好的沟通协作能力，能和团队一起探索新技术，推进技术进步
8. 可熟练检索、阅读英文技术资料",更新于：2024-03-11
NLP/LLM算法工程师/专家,北京·海淀区·上地,40-70K·15薪,3-5年,本科,"发表算法相关优秀论文
对话系统
摘要生成
深度学习
大模型算法
多模态算法
算法工程化经验
AI
强化学习
LLM
优秀开源项目经历
Python",滴滴,移动互联网,1000-9999人,"岗位职责：
1. 参与基础大语言模型应用研发；
2. 结合机器学习、强化学习等技术优化基础大语言模型
3. 调研并探索SFT/RLHF方向前沿算法、框架，持续提升现有算法的效率与效果。
任职要求：
1. 有计算机科学、数学、统计学或相关领域的硕士或博士学位；
2. 熟悉Python与深度学习框架，具有良好的编程能力和扎实的数学理论基础；
3. 关注行业前沿进展，对技术开发及应用有热情，有自己的想法并乐于挑战自我；
4. 良好的沟通能力，跨团队协作能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力和自我驱动力；
加分项
1. 有相关领域的开源项目、竞赛获奖、顶会论文发表/在投；
2. 熟悉LangChain、DeepSpeed等LLM开源工具，工程能力较强；",更新于：2024-03-11
急招！大模型应用后端架构师/Leader,北京,60-80K·16薪,经验不限,本科,"C/C++
分布式训练
大模型算法
参加算法相关竞赛/获奖
Python",某大型知名互联网公司,互联网,10000人以上,"职位描述
1、负责开发 AI 驱动的下一代企业应用引擎；
2、结合 LLM 等前沿领域，探索、设计并实现 AI-Native 的应用架构；
3、负责技术难题攻关，解决团队在产品研发过程中遇到的技术难题；
4、参与客户解决方案制定，推动产品在用户体验、开放性、稳定性、性能等方面的提升；
5、Leader职责：负责团队发展规划和落地建设工作，负责关键人才招聘培养。
职位要求
1、本科及以上学历，毕业于计算机科学、软件工程或相关专业；
2、具备丰富的服务端开发领域经验，具备大规模系统设计和开发经验，有企业协同软件相关项目经验者优先；
3、熟练使用Go、C++等编程语言，熟悉主流框架和设计模式技术；
4、优秀的架构能力，具备解决实际应用问题所积累的方法沉淀和成果；
5、对大模型相关技术（llama、gpt、chatglm、langchain、autogen、code interpreter等）有finetuning、应用或落地实践优先；
6、有强烈的学习欲望，对新技术抱有足够热情和好奇心，热爱AI技术；
7、Leader要求：具备技术团队管理和建设能力。",更新于：2024-03-11
模型技术-NLP算法工程师/专家,北京·朝阳区·亚运村,20-40K·15薪,1-3年,本科,"SLAM算法
SQL
Python
C/C++
优秀开源项目经历",小红书,电子商务,1000-9999人,"【工作职责】
跟踪前沿AI算法进展，并将相应技术赋能到小红书实际的业务场景中。
【任职资格】
1. 计算机相关专业，本科及以上学历，2年以上工作经验；
2. 熟悉NLP和多模态常见模型，如意图识别、情感抽取、跨模态检索，并有扎实的理论基础和丰富的研发经验；
3. 对前沿的NLP和多模态技术有一定了解，如LangChain、Megatron、BLIP2等，有实践经验更佳；
4. 在ICML、ICLR、NeurIPS、CVPR、ICCV、ACL、EMNLP、KDD、SIGIR、RecSys等有人工智能顶会论文发表者优先。",更新于：2024-03-07
ai算法工程师（大模型）,北京·海淀区·四季青,25-35K,3-5年,本科,"大模型算法
深度学习
模型加速/性能优化
MATLAB
大数据处理框架(Spark/Hadoop/Hive)
算法工程化经验",浩瀚深度,通信/网络设备,100-499人,"职位描述（主要职责）：
""1. 负责基础大模型构建工作，深度参与大语言模型的模型训练、调优、系统评测和模型推理；
2. 针对细分业务场景的数据处理、模型微调、prompt tuning等，以适应场景并达成业务目标；
3. 负责大模型在垂直领域应用的设计划与落地，支撑公司在大模型领域的演进和提升;
4. 持续关注大模型领域的最新研究与应用趋势，引领公司大模型技术进步；""
职位要求：
""1. 计算机科学、机器学习、人工智能相关专业本科及以上学历，具备机器学习/深度学习/NLP等相关专业知识；
2. 3年以上深度学习和NLP相关开发工作经历，具备大模型精调、应用落地的经验，有多模态开发经验的优先；
3. 熟悉LLM大模型基本原理及应用、langchain框架及应用，有GPT大模型研发经验者优先；
4. 熟练掌握Python开发技术栈和生态工具，熟练使用PyTorch、TensorFlow等深度学习框架；
5. 精通大模型3D/4D并行技术以及训练、微调技术，如LoRA、p-tuning、SFT、RLHF等；
6. 具备团队合作和沟通能力，较强的学习能力和自我驱动力；""",更新于：2024-03-11
AI大模型后端工程师,北京·海淀区·学院路,20-35K·16薪,1-3年,本科,"Python
Pandas
PyTorch
Redis
MySQL
微服务经验",北京水木分子生物科技,计算机服务,0-20人,"职位描述：
1、负责并参与新一代对话式生物医药研发助手相关的AI产品的开发和业务落地。
2、负责并参与搭建分布式AI基础模型工程平台，为构建生物医药行业基础大模型提供模型训练、模型推理、模型部署和评测、模型管理、资源调度等工程解决方案，加速大模型迭代进化。
3、参与生物医药领域相关的数据挖掘和处理工作，搭建分布式数据处理平台。
职位要求：
1、1~3年工作经验，学科背景为计算机、自动化、软件等相关领域；本科及以上学历。
2、熟练掌握机器学习、深度学习、自然语言处理等相关领域的基础概念和技术；对AI、大模型、深度学习等技术有极大的兴趣。
3、熟练使用python、Java、Go至少一种语言；计算机基础知识与编程基本功扎实，能够熟练编写计算机基础算法并进行时间/空间复杂度分析。
4、具备出色的学习能力，熟练阅读英文文章和技术文档。
5、具备分布式业务系统设计和实现经验，熟练掌握常见的编程框架 (如SpringBoot、MyBatis)、中间件（如RPC、消息队列、配置中心）和数据库系统（如MySQL、Redis、ClickHouse、HBase）。
6、善于与人协作。
加分项：
1、对PyTorch/TensorFlow等深入学习框架、LangChain/LlamaIndex等大模型应用框架有实际开发经验者优先。
2、对GPT/Llama等大模型相关原理和技术栈有了解的，优先。
3、了解分布式系统、调度、容器相关领域技术，熟悉Kubernetes/Docker/Yarn等原理与系统，有相关开发经验者优先。
4、熟悉计算机体系结构和Linux操作系统原理，了解 GPU 架构、CUDA编程者优先。",更新于：2024-03-11
快手大模型中心_大模型算法专家,北京·海淀区·上地,30-60K·16薪,经验不限,本科,"大模型算法
其他
自然语言处理算法
多模态算法
其他
Python
其他
算法工程化经验
发表算法相关优秀论文",快手,社交网络,10000人以上,"部门介绍：
研发业内领先的大模型，目前已成为快手各业务强有力的技术助推器，同时还再不断丰富大模型周边生态以及新产品。
工作职责：
1. 参与大模型能力构建，重点负责AI Agent的算法研发与落地。
2. 参与 但不仅限于 RAG（检索增强）、Tool Use（工具调用）方向的研发。
岗位要求：
1. 具有 NLP/深度学习/多模态 等相关的理论背景与实践经验，1~6年工作经验。
2. 熟练掌握Python以及PyTorch、TensorFlow等其中一项深度学习开发框架。
3. 对LangChain、llamaindex、AutoGen等大模型Agent框架有深入了解。
4. 在NLP、多模态、深度学习等至少其中一个领域有顶会paper者优先。
5. 对大模型、搜索、知识图谱、智能问答等技术有深入实践经验者优先。
6. 具有良好的团队协作精神和沟通能力，有责任心。",更新于：2024-03-07
AIGC算法工程师,北京·东城区·东直门,30-40K·13薪,3-5年,本科,"大模型算法
Python",轻松集团,互联网,100-499人,"岗位职责：**
1. 探索大模型与具体业务的结合，编写Demo尝试与验证，验证解决具体业务问题的可行性。与业务和工程团队对接，将大模型能力整合进业务流程。
2. 针对业务目标，通过Prompt优化、模型微调、模型组合等方法，设计特征和优化模型架构，致力于提升大模型应用的效果和用户体验。
3. 参与并主导多轮对话和文本生成等核心模型的预训练、调优、部署等关键研发工作，推动内容生产的AI化进程。
4. 紧跟AIGC领域如LLM、CoT、AI 智能体等技术的最新发展，预研前沿技术问题。将前沿技术成果应用于具体业务场景，推动公司创新。
**岗位要求：**
1. 计算机或相关专业，本科及以上学历，5年及以上相关工作经验。
2. 具备深厚的深度学习和机器学习理论基础，熟悉常见的深度学习模型和算法，熟练使用PyTorch或TensorFlow等深度学习框架。
3. 具备扎实的Python编程基础，掌握Langchain，autogen 等基于LLM的编程框架，能高效实现复杂工程任务。
4. 在大型模型的使用和调优方面有丰富经验，熟悉LLMs基本原理，扎实的prompt engineering基本功，了解模型量化和性能优化。
5. 良好的英语读写能力，可以阅读英文文献，对AIGC前沿技术充满好奇心。
6. 具备强烈的自我驱动力和独立思考能力；良好的学习能力、团队协作能力和沟通能力。
7. 具有大健康领域相关工作背景者优先考虑。",更新于：2024-03-11
NLP（LLM）,北京,35-55K,经验不限,本科,"多模态算法
知识图谱
语义理解
C/C++
Python
Java
大模型算法
优秀开源项目经历",某大型互联网公司,移动互联网,10000人以上,"1. 计算机、人工智能、数学等相关专业硕士及以上学历,具备机器学习、深度学习和自然语言处理等领域的相关背景知识，至少2年自然语言处理相关工作经验, 有大规模语言模型实际场景优化落地经验者优先，有强化学习实际调优落地经验者优先；
2. 熟练掌握业界主流大语言模型（GPT、ChatGLM、LLaMA等）的算法原理，SFT、RLHF等训练方式和LangChain等应用范式；
3. 熟悉PyTorch、TensorFlow等深度学习框架，有一定的多机多卡分布式训练与debug经验；
4. 熟练掌握Java/C++/Python中至少一门语言，有扎实的数据结构和算法基础；
5. 具备优秀的分析和解决问题的能力，良好的沟通协作能力，具备较强的技术好奇心、学习能力、责任心。",更新于：2024-03-11
nlp算法工程师,北京,30-50K,3-5年,本科,"NLP
问答系统
大模型",某大型移动互联网公司,移动互联网,100-499人,"岗位职责
1.负责大模型增量预训练、高效微调、推理优化和效果评估等，并在汽车后市场领域场景中实现落地
2. 研发迭代检索增强、链式推理、事实一致性和可控性文本生成等技术
3. 负责问答系统的内容安全，指令安全、隐私安全等 4. 追踪NLP/多模态等大模型前沿技术
任职要求
1.熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2. 熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3. 熟悉使用deepspeed、megatron、colossal-ai等至少一种大模型分布式训练框架，了解langchain原理以及llama、chatglm等常见开源基座大模型
4. 责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。
【公司福利】
1、谁说薪水不能很有挑战性？我们的薪酬福利包括12个月的薪水、项目奖金、年终奖金和福利补贴（午餐、交通、通讯、培训和电脑）。 2、不仅要拿高薪，还要健康！我们提供六险一金和年度高标准体检，让你保持身体健康，持续发光发热！
3、疲劳工作？拯救已到！我们有咖啡机、各种零食饮料、晚餐补贴，还有加班打车全额报销（晚上9点后可享用）。
4、公司福利覆盖四方！我们送你四季免费工服、入职伴手礼、生日会、节日礼盒。每个节日都会让你感到温暖，感受公司的关爱。
5、团队有情有义！我们提供入职欢迎餐、不间断部门团建，还有2次公司级团建。无论是国内还是国外，我们都可以一起出去浪，增强彼此之间的默契和合作能力。
6、爱生活，有趣多多！我们的“兴趣派”活动每月都会带你去电影院、话剧、剧本杀和各种运动场地。你的生活不仅工作有趣，还有私人时间更精彩！
7、机会随时出现！每月创新问ding大会可以赢取现金大奖，而且还有无上限的季度度奖励等着你！你有多少实力，我们就有多少奖励！让你的收入和奖励不断攀升！",更新于：2024-03-11
算法工程师（NLP）,北京·昌平区·南邵,15-25K,经验不限,硕士,"意图挖掘
多模态算法
C/C++
嵌入式开发
大数据处理工具(Spark/Hadoop/Hive)
深度学习",佰仁医疗,医疗器械,100-499人,"岗位职责：
1. 参与设计、研发、优化公司的相关产品；
2. 编写产品规格说明书、设计文档；
3. 参与产品相关的AI模型设计、训练、调优、部署；
4. 与软件开发组协作交付完整产品。
任职要求：
1. 计算机、软件、数学、统计等相关专业，硕士及以上学历；相关工作经验2年及以上；
2. 熟悉Python语言、熟悉Numpy、Pandas库，GAN、Transformer、 Langchain、Lora等技术优先
3. 掌握Tensorflow或Pytorch框架；
4. 具有较强的数学及算法背景，抗压能力强",更新于：2024-03-11
算法工程师,北京·朝阳区·四惠,15-28K,3-5年,本科,"大模型算法
机器学习
自然语言处理算法
Python
NLP",至臻云,计算机服务,100-499人,"1.全日制硕士及以上学历，计算机科学或相关领域的本科及以上学历，具备机器学习/深度学习/NLP等相关专业知识；
2.具有丰富的自然语言处理专业知识，有2年以上实际项目经验；
3.熟悉大语言模型的原理和模型架构，对深度学习和自然语言处理有开发经验；
4.掌握大模型精调和评估方法，以及大模型部署的优化方法，掌握主流模型精调工具；
5.熟悉主流大模型应用开发工具的使用（如Langchain、LlaMA-Index等）和主流向量数据库使用方法；
6.熟悉知识图谱构建，熟悉语料库的加工处理；
7.精通 pytorch 、 tensorflow 等至少1种深度学习框架；
8.有团队意识，与他人合作良好，具有团队协作的经验。",更新于：2024-03-11
【语言模型算法】【AIGC/年轻/无管理内卷】,北京·朝阳区·望京,30-50K·13薪,1-3年,本科,"文本生成
机器翻译
多模态算法
Python
深度学习
机器学习
大模型算法
参加算法相关竞赛/获奖
模型加速/性能优化
发表算法相关优秀论文",福斯文化,互联网,,"算法工程师（Agent方向）
岗位职责
1、负责设计并优化大语言模型（LLM） Prompt Engineering 以及机器人AIAgent的构建与落地；
2、负责基于LLM的机器人AI Agent模块与机器人本体其他功能模块交互的工程实现。
能力要求
1、从N-gram 到cahtGPT的整个发展了解
2、有过character AI 方向的项目，并且进行过微调 ，使用多agent进行过创造性的游戏项目（二选一）
3、有坚实的NLP基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。
chatGPT 相关代码经验",更新于：2024-03-11
高级NLP算法工程师（大模型应用）,北京·朝阳区·望京,20-40K·15薪,3-5年,本科,"自然语言处理项目经验
知识图谱相关经验",百炼智能,移动互联网,100-499人,"岗位职责
1. 负责大模型的研发和落地工作，包括但不限于开源大模型的接入与部署、模型预训练、SFT、RLHF、模型评估及迭代等；
2. 能够深入理解业务，进行重点难点技术攻关工作，将技术实现与业务场景联系起来，快速解决业务需求问题；
3. 具备良好的业务思维，能够与客户进行良好沟通，并能够按照要求撰写技术方案等相关文档。
任职要求
1. 统招一本院校本科及以上学历，计算机相关专业毕业；
2. 3年以上NLP相关工作经验，2年以上to B/to G领域相关工作经历，有丰富的与客户沟通经验者优先；
3. 熟悉大模型的基本技术原理，具备预训练、微调、数据处理等方面的经验，熟悉PyTorch、TensorFlow等至少一款深度学习框架；
4. 熟悉主流大模型，如LLaMA系列、GLM系列、BLOOM、百川等，具备较强的工程动手能力，有大模型结合本地知识库实际落地应用经验者优先，如使用LangChain、LlamaIndex等；
5. 具有良好的口语表达能力、文字表达能力和团队协作能力；
备注：本岗位需长期出差。",更新于：2024-03-11
大模型算法,北京·昌平区·西三旗,8-13K,经验不限,本科,"大模型算法
机器学习
模型加速/性能优化
Python",德利恒科技发展,电力/热力/燃气/水利,20-99人,"岗位职责：
1.负责AI热动领域深度学习模型的训练、测试。
2.负责算法相关数据的整理、清洗。
3.跟进国内外最新机理算法，对已有算法进行比较、迭代更新。
4.完成上级领导交办的其他工作。
任职要求：
1.AI 机器学习 计算机相关专业的硕士及以上学历。
2.有扎实的深度学习算法基础、编程能力，掌握常见深度学习算法, 包括但不限于：CNN、RNN、Transformer、GPT、Bert、GAN、GNN等。
3.精通Python及PyTorch深度学习框架。
4.具有良好的数据基础。
5.拥有良好英文文献查阅能力。
优先条件
1.本科及以上985 211本科学历，热动相关专业优先。
2.开发相关应用算法。
3.具有现场解决问题的能力，参与过实际算法的开发。
薪资面议",更新于：2024-03-11
大模型算法工程师,北京·海淀区·清河,15-25K·13薪,1-3年,本科,"大模型算法
深度学习
机器学习",简游,游戏,20-99人,"工作职责：
负责大模型(LLM )的prompt工程，prompt工程优化，构建高质量的prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果。
负责基于多agent框架的创新场景测试研发。
负责训练和调试模型掌握专业领域能力，能生成期望的输出，以要求的回答格式和内容输出更专业的答案。
以通用大模型为基础，根据业务需要搭建上层应用，紧跟业界大模型相关前沿技术进展，结合业务场景持续创新探索。
不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
能力要求：
了解LLM领域，具备机器学习、深度学习、自然语言处理等相关技能，熟悉常用的模型和框架，如ChatGPT、HuggingFace等，有使用Python、PyTorch、TensorFlow等工具进行模型调试和训练经验优先。
熟悉prompt工程的原理和方法，能够根据项目需求，设计一些特定的文本提示来引导模型生成期望的输出。
具备良好的模型评估和优化能力，能够使用各种指标和方法来衡量模型的性能和效果，如准确率、召回率、BLEU、ROUGE等。
具备良好的逻辑思维、问题解决和团队协作能力，有强烈的责任心和进取心。能与团队其他成员进行有效的交流和配合。
熟悉对常见的模型API的对接、应用和调试、优化方法，能熟练使用API与第三方聊天机器人模型进行交互，发送用户输入并接收模型输出，并使用参数控制模型的生成长度、温度、重复度等。
熟悉主流的大模型产品，如GPT、BART、Claude、LLaMA等，国产的baichuan、glm、千问、InternLM等，了解它们的训练、调用方法，并深入了解它们的优点和缺点，如生成能力、多样性、一致性等。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
岗位职责：
1、负责大模型(LLM )的数据工程，构建高质量的 prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果
2、负责大模型预训练数据质量提升，通过分类／聚类／多样性评估等方法清洗出高质量数据，提升基座模型效果
3、不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。",更新于：2024-03-11
大模型算法,北京·海淀区·西北旺,30-60K·16薪,经验不限,本科,多模态,荣耀终端有限公司,消费电子,10000人以上,"岗位职责：
1. 负责大模型算法的设计、开发和优化，实现多模态数据的处理和分析。
2. 负责模型训练、调优和评估，提高模型的准确性和效率。
3. 负责模型部署和维护，确保模型的稳定性和可靠性。
4. 跟踪和研究最新的大模型算法和技术，不断提升团队的技术水平。
任职要求：
1. 具有计算机、数学、统计学等相关专业本科及以上学历。
2. 熟练掌握Python、C++等编程语言，熟悉深度学习框架（如TensorFlow、PyTorch等）。
3. 具有多模态数据处理和分析经验，熟悉图像、语音、文本等数据的处理方法和算法。
4. 具有良好的团队合作精神和沟通能力，能够有效地与团队成员协作完成项目。
5. 具有较强的学习能力和自我驱动能力，能够不断学习和掌握新的技术和算法。",更新于：2024-03-11
大模型算法,北京·昌平区·回龙观,20-40K,经验不限,本科,"深度学习
大模型算法
图像算法
C/C++
Python
优秀开源项目经历",锦心,互联网,,"1. 大模型微调
2. 针对lora 或者其他微调算法进行优化
3. 数字人算法
4.熟悉streamlit、gradio、nodejs、react等前端技术",更新于：2024-03-11
大模型算法工程师,北京·丰台区·花乡,25-50K,经验不限,本科,"大模型算法
机器学习
深度学习
多模态算法
运筹优化算法
自然语言处理算法
大数据处理框架(Spark/Hadoop/Hive)
分布式训练
并行计算
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",数智建材研究院,计算机软件,100-499人,"岗位职责：
1、负责多模态大模型相关的训练、对齐、任务调优等研发工作，训练垂类大模型；
2、负责基于大模型的训练开发与调优工作，包括但不限于基础模型的调研、指令微调、训练数据清洗、模式质量评估等；
3、负责模型相关的数据清洗构造，训练，性能优化等；
4、结合实际应用场景，提供机器学习、深度学习等技术解决方案，与大数据技术相结合支撑相关应用建设;
5、负责工业大模型平台开发实现及产品工业化场景开发与落地工作；
6、负责业务相关的领域的大语言模型应用，包括但不限于对话问答、信息提取、文本生成、序列决策等场景，帮助团队达成目标效果和应用落地
7、针对细分业务场景的数据处理、模型微调、prompt工程等，以适应场景并达成业务目标；
8、参与设计大模型的应用方案设计。
任职要求：
1、计算机、数学、自动化等相关专业本科及以上学历，有扎实的数学、机器学习和深度学习等相关知识，熟悉Tensorflow，PyTorch等框架；
2、良好的开发能力，熟练掌握Python、C++等编程语言，熟悉深度学习框架（如TensorFlow、PyTorch等），有分布式预训练的经验；
3、有生成式模型的落地经验，了解已有的预训练模型；
4、具备良好的学习能力，能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优；
5、对工业控制领域有一定的了解者优先；
6、具备较强的逻辑思维、沟通表达、团队合作能力，良好的文档、代码书写习惯；
7、具有较强的学习能力和自我驱动能力，能够不断学习和掌握新的技术和算法。",更新于：2024-03-11
算法工程师（大模型应用）,北京·朝阳区·望京,15-25K·13薪,1-3年,本科,"搜索/推荐
Python
Scala",111医药馆,互联网,1000-9999人,"工作职责:
1. 参与基于大模型的知识构建、数据挖掘能力建设，提升大模型知识能力；
2. 推动大模型在搜索、推荐、智能问答等场景规模化落地岗位基本需求；
3. 针对模型提示进行工程化管理，优化提示工程；
4. 模型推理结果的解析和应用开发；
5. 优化调整大模型的性能参数，适配场景，优化硬件资源配置和调用；
6. 跟进行业最新发展动向，优化调整模型服务架构。
任职资格:
1. 统招本科及以上学历，985、211院校优先；
2. 有3年以上（硕士1年以上）项目开发经验；
3. 具有一定大数据架构、设计经验；
4. 对工作所涉及的业务、产品能够快速理解；
5. 熟练使用python进行功能开发，对数据结构与算法有深刻理解；
6. 对软件设计相关理论和方法熟练掌握，并有数据建模经验；
7. 具有较强的学习能力、逻辑分析能力、问题排查能力、沟通能力、自我驱动动力、自我管理能力；
8. 熟练掌握机器学习常用算法；
9. 熟练使用关系型数据库mysql等；
10. 掌握python/Scala程序开发(至少一种)，掌握常见NoSQL数据库。",更新于：2024-03-11
大模型算法,北京·海淀区·西北旺,25-50K·14薪,经验不限,本科,"大模型算法
深度学习
强化学习
自然语言处理算法
搜索算法
推荐算法
Python
嵌入式开发
分布式训练
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",华为,计算机软件,10000人以上,华为社招，正式员工（根据面试情况定级定薪），主要职责是解决大模型在基础软件设计、渗透领域对安全技术栈重构的挑战，构建AI安全长板竞争力，深圳/西安/杭州/北京/南京均可,更新于：2024-03-11
大模型对齐算法工程师,北京·海淀区·学院路,25-50K·16薪,经验不限,本科,"C/C++
Python
Java
深度学习
大模型算法
算法工程化经验
发表算法相关优秀论文
Transformer
pytorch
LLM",百川智能,计算机软件,,"职位描述
1.负责大模型对齐算法相关技术研究，不断提升模型逻辑推理、数学、指令跟随、代码、Planning、多轮对话等能力；
2.持续跟进业界最新的大模型对齐算法，参与大模型对齐算法的设计、训练、调优工作；
职位要求
1.硕士及以上学历，计算机、数学或统计学等相关专业，两年及以上NLP相关经验；
2.熟练使用pytorch/tensorflow深度学习框架，熟练掌握Transformer框架；
3.对 LLM 有深入理解和实践，有SFT、RLHF相关经验者优先；
4.较强的工程实现能力，熟练掌握C/C++, JAVA,Python等至少一种语言；
5.有NLP顶会论文发表经验优先；有OI竞赛经验者优先；
6.具备良好的逻辑思维能力、沟通协作能力；",更新于：2024-03-11
大模型算法工程师,北京·海淀区·中关村,18-35K·15薪,经验不限,本科,"机器学习
大模型算法
其他
自然语言处理算法
搜索算法
模型加速/性能优化
Python
分布式训练
算法工程化经验
参加算法相关竞赛/获奖
优秀开源项目经历",金证优智,计算机软件,100-499人,"金融行业top大模型公司，在组建核心大模型技术团队，希望有志之士加入。
职位描述：
1、大模型算法优化，包括但不限于单模态多模态大模型训练，全参、LoRA、P-Tuning、RLHF等模型微调，模型结构优化、词表优化等，实现大模型效果显著提升。
2、推理部署优化，包括但不限于模型量化、attention计算优化、安全可信度优化、多卡多种机器性能优化及适配。
3、大模型场景化落地，针对场景任务微调、对齐，完成大模型在金融场景落地应用。
4、大模型能力拓展，prompt自动选择、agent适配、rag优化、api服务优化等。
职位要求：
1、大学本科及以上学历，计算机相关专业优先，拥有较好的模型算法基础或者工程基础。
2、了解主流大模型基本原理、不同模型结构差异、大模型训练推理技术。有过模型训练优化或模型推理优化之一的经验优先。
3、对大模型行业发展潜力有较好认知和认同感，能够积极主动推动大模型的业务应用。
4、有责任感，踏实，学历能力强，具备良好的团队配合协同精神。",更新于：2024-03-11
