岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
自然语言处理算法,北京·朝阳区·四惠东,20-30K,1-3年,本科,大模型算法,推荐算法,多模态算法,太一云,移动互联网,100-499人,对ai有充分的热情，精通python及市面上的明星模型，对ai有使命感，原动力雄厚！多边形战士！,更新于：2023-12-20
自然语言处理,北京·海淀区·中关村,6-8K,经验不限,本科,PyTorch,信息抽取,序列标注,北大,学校/学历教育,10000人以上,"MSRA 招算法实习生/研究实习生
【部门】微软亚洲研究院 数据, 知识,智能组 (Data, Knowledge, Intelligence)
【工作职责】
1. 开展对半结构化数据理解的前沿研究，包括调研相关领域的最新工作，设计模型对数据进行建模，写代码进行实验验证等
2. 基于研究成果撰写论文，并应用到Office智能项目中
【任职要求】
1. 硕士，博士或优秀的本科生
2. 良好的算法与数据结构基础，编程能力强
3. 熟悉机器学习和深度学习算法理论，有一定实践经验
4. 有NLP经验加分，学习能动性强加分
团队有多个实习生hc，欢迎投递简历。简历请发送到******************
ps: 简历中请突出一下对transformer结构的掌握和应用",更新于：2023-11-20
自然语言处理,北京·海淀区·马连洼,45-70K·16薪,经验不限,本科,自然语言处理项目经验,知识图谱相关经验,人机对话相关经验,百度,互联网,10000人以上,"百度大搜DeepQA团队实习生/社会招聘
【职责要求】
-熟悉机器学习算法并有应用模型解决实际问题的经验
-熟悉监督学习、半监督学习或强化学习方法，熟悉RNN/GNN/Transformer/图网络等深度神经网络结构和主流算法，掌握至少一种深度学习框架（PyTorch/TensorFlow/PaddlePaddle等）
-具备较好编程能力，熟练掌握Python/C++
-较好的沟通表达能力和团队合作意识
-有对应领域顶会论文、相关经验者优先
【工作内容】
-优化百度搜索top1结果的效果
-负责搜索智能摘要技术研发
-语义理解、问答系统、意图分析、用户行为建模等
-将海量数据、领域知识，应用到问答过程
-负责算法在网页搜索等场景的应用
我们组正在努力的方向包括但不限于：
精准问答，内容聚合，视频问答，结构化问答…
我们希望在日常搜索需求上返回最精确的信息快速解决问题，节约用户时间；在专业化搜索上提供全面而广泛的知识，为用户决策行为提供足量信息
关于下一代只能搜索引擎的形态是一个开放的问题，欢迎志同道合的朋友过来一同努力
【工作地点】
北京市海淀区西北旺东路百度科技园
有意愿的同学，欢迎交流",更新于：2023-12-11
自然语言处理算法,北京·海淀区·万柳,20-40K,经验不限,本科,Python,自然语言处理项目经验,,百度,互联网,10000人以上,"招正式员工或实习生
负责对话，nl2sql，文本分类、语义理解、情感分析等NLP任务的研发工作
工作地点 北京或深圳",更新于：2023-12-13
自然语言处理算法,北京·海淀区·西北旺,30-60K·16薪,经验不限,本科,语音/图像识别,计算机相关专业,机器学习算法/工程化经验,百度,互联网,10000人以上,"工作职责
-负责百度Feed推荐系统视觉/自然语言处理核心技术研发，包括但不限于图像/文本分类、质量评估、内容理解等，以及相关技术在移动端上的应用
-负责对接信息流推荐相关视觉/自然语言处理业务，负责项目沟通、技术拆解、推进及落地
-探索最新CV/NLP技术，打磨产品，推向亿万用户
-在个性化推荐场景下，洞察用户需求，大规模机器学习算法在亿级别用户产品中的应用，创造用户与商业价值
任职资格
-掌握计算机视觉/自然语言处理基础知识，在以上至少一门相关领域有深入研究
-了解机器学习基本算法，如分类、回归、聚类等
-熟悉至少一种深度学习框架，熟悉脚本编程语言（如Shell,Python等）
-具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题",更新于：2023-12-20
NLP自然语言处理算法工程师,北京·海淀区·西北旺,25-40K·15薪,经验不限,本科,Python,PyTorch,,华为,计算机软件,10000人以上,"负责设计和开发NLP算法，包括语音识别、文本分类、情感分析、问答系统等；
深入挖掘用户需求，为客户提供定制化的NLP解决方案；
针对不同行业场景，优化算法性能，提高处理效率；
协助团队完成项目进度，参与代码评审，提高团队整体技术水平；
关注行业动态，持续跟进NLP技术发展趋势，参与对外技术合作与交流。
职位要求：
本科及以上学历，计算机、数学、统计学等相关专业；
3年以上NLP算法工程师工作经验，熟悉常用的NLP技术和算法；
熟悉Python、Java等编程语言，具备良好的编程习惯；
熟悉深度学习框架，如TensorFlow、PyTorch等；
具备良好的沟通能力和团队协作精神，能够承受一定的工作压力；
有以下经验者优先考虑：
a) 熟悉语音识别、机器翻译等领域的相关技术；
b) 有大型项目开发经验，能够独立承担开发任务；
c) 在自然语言处理领域发表过相关论文或拥有相关专利。
工作内容：
负责研发基于深度学习的NLP算法，实现语音识别、文本分类、情感分析等功能；
根据项目需求，开发并优化算法性能，提高处理效率；
参与项目进度管理，按时完成项目任务，并参与项目成果的评审；
与团队成员紧密合作，共同解决项目中的技术难题；
关注行业最新发展动态，及时更新自己的知识储备。",更新于：2023-12-09
自然语言处理算法,北京,60-90K,经验不限,学历不限,TensorFlow,PyTorch,C/C++,某计算机服务公司,计算机服务,20-99人,"岗位职责
1. 参与大规模预训练语言模型的研发、部署、微调,主要涉及功能实现、性能优化、系统调优、硬件适配等工作;
2. 基于公司业务场景需求进行NLP相关研发;
3. 根据需求复现相关自然语言处理算法;
4. 参与前沿算法与应用的研究。
职位需求:
1. 自然语言处理、机器学习及相关专业、3年以上相关工作经验;
2. 较强的算法开发能力，熟悉C++、python、shell、cuda等一种或多种编程语言;
3. 掌握传统NLP、深度学习NLP相关算法，并具有相关实战经验;
4. 熟练使用 Pytorch 深度学习框架；
5. 对深度学习、Transformer、预训练有一定深度的理解和经验,能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先;
6. 高质量相关论文ACL，EMNLP，COLING，NAACL作者优先。",更新于：2023-11-20
nlp自然语言处理算法工程师,北京,15-30K,经验不限,本科,计算机相关专业,知识图谱相关经验,人机对话相关经验,云孚科技,企业服务,20-99人,"【岗位职责】
1. 业内领先的自然语言处理、知识图谱、开源情报商业系统研发。
2. 自然语言处理全栈算法模型调优。
3. 学术届最新算法模型跟进及实现。
【任职要求】
1. 有一定的NLP、Python开发经验。
2. 渴望投身自然语言处理领域。
3. 逻辑思维好，学习能力强。
4. 渴望成长，心态积极，责任心强，抗压能力强。",更新于：2023-11-28
【兼职】NLP自然语言处理-本硕博论文辅导,北京·东城区·王府井,10-15K,1-3年,博士,C/C++,Python,计算机相关专业,优学信息,培训/辅导机构,20-99人,"【技能要求】
1. 精通自然语言处理，推荐系统领域的研究，包括但不限于：对话和问答系统、知识图谱、语义理解、文本分类聚类、声纹识别、语音分离等；负责智能客服、声纹等相关项目的算法研发，将技术成果落地，为公司业务赋能。
2. 负责基于海量数据的数据挖掘和特征工程，实现算法的研发和落地；深入理解业务逻辑，针对具体业务场景，提供基于核心算法的解决方案，为业务优化提供决策支持。
3．深入理解务逻辑，能与业务沟通，了解业务需求。
【工作内容】
1. Python、人工智能学员课程辅导、答疑
2. 学员学习问题处理，学习进度跟进
3. 有论文辅导经验优先
4.发表多篇顶会论文
【任职资格】
1、学历 985 硕博以上，且本科211以上;
2、具备扎实的算法和数据结构基础、较强的逻辑思维能力;
3、具有一定的编程能力，精通C++、Python等编程工具;
4、按照详细设计说明书，独立完成程序单元的编码和调试任务，能定位程序问题、分析和解决问题;
5、具有数字信号处理、图像处理算法研究或开发经验。",更新于：2023-12-20
自然语言处理,北京·海淀区·五道口,17-34K,1年以内,本科,自然语言处理,搜索算法,推荐算法,阿里巴巴集团,互联网,10000人以上,"阿里巴巴校园招聘-实习生招聘
算法工程师-自然语言处理 Software engineer -Natural Language Processing
岗位描述Job Description
阿里巴巴广阔的商业生态需要丰富且深入的的自然语言处理技术，涵盖底层文本知识库建设、词法分析、句法分析、语义分析、文档分析、深度文本表示、文本生成、机器翻译、智能对话等。阿里巴巴的自然语言处理技术正在推进平台化、服务化策略，不断追求技术的深度以及技术与业务的适当解耦。本岗位需要招聘自然语言处理专业的优秀本科、硕士、博士毕业生一起来夯实基础、赋能商业，实现技术与商业的完美结合。期待追求卓越、自我驱动、聪明、乐观、自省、皮实的优秀人士加入阿里巴巴，共同开创人工智能的商业新格局。
具体职责包括但不限于：
1、紧跟业界最新自然语言处理技术动态，深入研发自然语言处理相关的知识库、词法、句法、语义、文档、深度学习、机器翻译、智能对话等技术，包括模块的实际开发以及对接自然语言处理平台的接入；
2、理解自然语言处理技术应用的相关的业务场景及需求，在自然语言处理技术内核的基础上考虑业务场景的特殊性进而适当适配业务需求；
3、在核心技术研发之外，也会适当参与到具体的NLP相关业务中，例如搜索Query分析、智能对话的语义解析及意图理解、商品评价的语义理解、内容搜索推荐的结构化分析、商品搜索推荐的标签体系、社会化问答的文本分析、智能客服的场景定制等；
岗位要求Qualifications
1、本科及以上学历，硕士博士优先，计算机、数学、信息管理等相关专业；
2、具备极佳的工程实现能力，精通C/C++、Java、Python、Perl等至少一门语言；
3、精通自然语言处理领域的1到2项底层技术，有实际成果并发表在自然语言处理国际顶级会议、期刊者优先，有在相关的自然语言处理竞赛中获得优异成绩者优先；
4、熟悉深度学习以及常见机器学习算法的原理与算法，能熟练运用聚类、分类、回归、排序等模型解决有挑战性的问题，有大数据处理的实战经验；
5、有强烈求知欲，对人工智能领域相关技术有热情；
6、具有良好的数学基础，良好的英语阅读能力；
7、有团队意识，与他人合作良好，最好具有团队协作的经验。
个人补充:实习期间薪资250一天，根据往年经验可以直接转正，转正后的薪资预计在14k以上，一年16薪。
有意请发送简历至***************-inc.com",更新于：2023-11-20
自然语言处理职业顾问,北京·海淀区·安宁庄,120-150元/时,经验不限,学历不限,Python,PyTorch,自然语言处理项目经验,北京范睿智创科技,互联网,0-20人,"工作时间：不限
工作时段：不限
结算方式：日结
招聘截止时间：2023-12-21
- 有自然语言处理项目经验
以下条件 满足其一
1. 名校
2.名企
3. 从业5年以上",更新于：2023-12-18
自然语言算法专家,北京·海淀区·学院路,60-90K·15薪,经验不限,硕士,机器翻译,多模态算法,知识图谱,上海万博信睿企业...,咨询,,"职位描述
1. 负责面向产品的NLP算法研发，包括但不限于语义理解、文本摘要、可控文本生成等；
2. 负责大模型微调算法研发，包括全参数微调和低参数微调；
3. 负责大模型推理算法的研发和优化，不断提升模型推理的效率；
4. 深入理解业务，针对实际场景规划并落地合适的基础算法，不断优化效果和性能。
职位要求
1. 熟练掌握NLP和ML基础理论和算法，熟练掌握Transformer模型架构和原理；
2. 熟练使用Python语言进行算法开发，熟练使用PyTorch、TensorFlow中至少一种深度学习框架；
3. 熟悉模型低参数微调技术，掌握Prompt Tuning、P-Tuning、LoRA中至少一种微调技术；
4. 熟悉大模型推理优化技术，包括但不限于layer fusion、kernel fusion和量化等技术；
5. 责任心强，有良好的沟通能力和团队合作能力。",更新于：2023-12-20
自然语言算法工程师（校招）,北京·朝阳区·建国门,15-25K·14薪,1年以内,本科,Python,TensorFlow,PyTorch,熵简科技,计算机软件,100-499人,"我们正在搭建一支精英化、年轻化、战力强劲的算法团队，该团队作为核心技术团队，为公司的所有上层业务及产品赋能。
我们有大量行业级应用场景和项目，热切欢迎每一位在自然语言处理方面有造诣、有经验、有热情的小伙们加入我们，一起大展身手。对于优秀的同学，除了可以收获高于行业的薪酬，还可获得丰厚的期权奖励。
工作职责:
1. 负责 NLP 相关底层技术和平台的研发与实现；
2. 运用最先进的自然语言处理及机器学习技术, 研发特定场景下文本标签、信息抽取，问答系统，任务型聊天机器人等产品；
任职资格：
1. 计算机、数学、统计学等相关专业，985院校本科以上学历。系统地学习过自然语言处理这一学科，熟悉机器学习、模式识别等常用算法，熟悉NLP领域当前热点和前沿技术。
2. 精通C、C++/Python中至少一门编程语言，有扎实的编程能力，至少精通一种深度学习框架，Tensorflow、Pytorch 等。
3. 有1年以上NLP相关工作经验（实习经验也有效），具有深度学习(CNN/RNN/Transformer)、聚类、序列标注等相关算法的研发经验。
4. 研发过自然语言处理方面的商用系统，包括但不限于文本分类/聚类、实体识别、关键词抽取、情感分析、语言模型、自动摘要、知识推理等；
5. 优秀的逻辑推理，扎实的理论基础，强大的动手能力，热爱自然语言处理方向。
6. 有强烈的责任心和团队精神，善于沟通，自驱力强，主动完成目标。
加分项：
1. 在 NAACL、EMNLP、ACL 等学术会议或期刊上发表过论文；
2. 对 GitHub 等开源社区有重要贡献；
3. 具备一定的大数据处理和分析能力，至少熟悉一种大数据处理和分析工具，例如Spark，Hadoop等；
在这里，你将得到：
1. 合伙人亲自带，海阔凭鱼跃；
2. 与大牛们共事，创造世界级的金融科技产品；
3. 丰厚的期权激励、高于行业的薪酬、完善的福利体系；
4. 扁平化管理，弹性工作制；",更新于：2023-11-20
自然语言算法工程师—NLP,北京,22-40K,1-3年,本科,NLP,bert，T5，GPT,,某大型大数据公司,大数据,100-499人,"岗位职责:
1. 结合深度学习进行 NLP 内容生成相关方向的研究，包括智能对话，内容扩写等;
2. 研究学习场景中可控文本生成技术;
3. 研究学习场景中带问答性质的多轮对话技术；
4. 数字政府项目中 AI 助手场景的开发。
岗位要求:
1. 计算机、数学、统计、自动化等相关专业;
2. 对 transformer 模型架构有深入研究，对 bert，T5，GPT 等模型有实际使用经验;
3. 熟悉内容生成的相关技术，在对话、续写方面有技术积累；
4. 对自然语言处理技术体系和应用场景有深刻理解，熟悉自然语言处理、深度学习领域一些开源的算法。
5. 紧跟业界 NLP 文本生成技术，解决面向不同应用场景的内容文本生成问题;
6. 预训练模型，如:prompt 设计，大模型 fine-tuning，模型蒸馏等;可控文本生成，风格和主题控制;
7. 利用自然语言处理、深度学习在海量文本处理及挖掘中的应用，包括信息抽取，新闻主题发现，文本相关度模型，知识图谱构建，语义理解等。",更新于：2023-12-08
自然语言处理算法工程师(021924),北京·朝阳区·太阳宫,25-40K,经验不限,学历不限,语音算法,对话系统,Python,长城汽车,汽车研发/制造,10000人以上,"岗位职责:
1.负责对话机器人、智能客服相关的NLU算法研究和开发，包括但不限于自然语言的意图分析、实体抽取、对话状态管理、对话生成、知识问答等算法的研究工作；
2.深入分析用户的使用数据，设计并实验新的优化自言语言理解整体效果的方法；
3.探索业界最新的研究成果，结合实际业务，落地到产品。
任职要求:
1.工作1年以上，具有自然语言处理、模式识别或者机器学习相关专业硕士以上学历；
2.有知识问答系统、语音对话系统等相关开发经验者优先；
3.有Word Embedding、RNN、transformer、BERT等算法相关工作经验者优先；
4.扎实的Java或者Python的编程能力。",更新于：2023-12-20
自然语言处理,北京,20-40K·15薪,经验不限,本科,深度学习算法,算法设计,Python,百度,互联网,10000人以上,"岗位描述
负责百度自然语言处理算法设计，开发，优化。
岗位要求
1. 自然语言处理、机器学习、人工智能、图像处理等相关专业的同学。
2. 具有较强的编程能力，熟练使用 Python/Java/C/C++之一。
3.自然语言处理技术扎实。",更新于：2023-11-20
自然语言处理算法,北京·朝阳区·朝外,20-21K,1-3年,本科,Python,数学/统计相关专业,自然语言处理项目经验,北京欣之智科技,计算机软件,,利用自然语言处理技术和机器学习算法对文本数据进行挖掘分析,更新于：2023-12-05
阿里巴巴集团自然语言处理NLP算法,北京·朝阳区·望京,30-60K·16薪,经验不限,本科,Python,信息抽取,文本分类,阿里巴巴智能信息事业群,互联网,1000-9999人,"阿里巴巴UC事业部 CV 和 NLP 算法招聘！注意也包括 CV 算法！有推荐系统，搜索引擎和广告业务是加分项，有大模型，多模态经验是加分项，有信息学竞赛经历是加分项。
技术方向包括：分类，打标签，topic，时效性，质量，低俗，热点，相似重复。
我们的产品是UC浏览器中的推荐信息流",更新于：2023-11-20
nlp自然语言处理,北京·东城区·工体,16-23K,1-3年,本科,Python,计算机相关专业,自然语言处理项目经验,中国电信,运营商/增值服务,10000人以上,"1.负责nlp组的模型以及功能测试
2.基本要求
2.1了解基本的nlp模型使用
2.2docker的使用
2.3模型评测的方法
2.4使用或者了解transofmer
2.5测试从事过自动化测试工具的开发
2.6熟练使用linux操作系统，具有基本shell脚本编写
2.7具备撰写测试计划、测试用例的能力
2.8 python语言
2.9 擅长分析和定位问题",更新于：2023-11-20
自然语言算法工程师,北京·海淀区·上地,25-40K·16薪,1-3年,本科,分布式训练,Python,参加算法相关竞赛/获奖,小白羽,移动互联网,100-499人,"岗位职责
设计和实现自然语言处理算法，包括文本分类、信息提取、情感分析、机器翻译等；
运用深度学习和传统机器学习技术，对大规模文本数据进行处理；
开发和调试基于PyTorch、TensorFlow等框架的NLP模型；
研究和实现基于ChatGPT、LLM等模型的文本生成算法；
分析和优化算法性能，提高算法的效率和准确性；
与团队成员紧密合作，协同完成项目。
岗位要求
1，计算机科学、人工智能、数学、统计学等相关专业的硕士以上学位；
2，有1-3年NLP领域相关经验，精通文本分类、信息提取、情感分析、机器翻译等算法；
3，熟练掌握Python语言，熟悉PyTorch、TensorFlow等深度学习框架；
4，有ChatGPT、LLM等模型开发经验，对NLP领域最新技术有深入了解；
5，熟练掌握常用的数据结构和算法；
6，具备良好的沟通能力和团队合作精神。
加分项
发表过相关领域的论文；
有良好的英语阅读和撰写能力；
有工业界经验，能够快速适应团队的开发环境和工作流程；
对于自然语言处理领域的未来发展有深入的认识和思考。",更新于：2023-12-20
自然语言处理算法工程师,北京·朝阳区·太阳宫,25-50K·16薪,1-3年,本科,自然语言处理项目经验,PyTorch,TensorFlow,BOSS直聘,人力资源服务,1000-9999人,"工作职责：
1. 基于BOSS直聘的海量用户行为数据及标注数据，利用数据挖掘、机器学习、NLP等技术，优化排序效果，满足用户的搜索需求。
2. 研究方向包括但不限于Query理解、意图识别、文本语义模型、相关性模型等，熟悉Word2vec/BERT/Transformer/LLM等模型，并有实际项目经验。
3. 研究招聘业务特点，探索适合招聘业务的最佳搜索实践，能够从复杂业务场景中进行算法选型，并不断提升效果。
任职要求：
1. 扎实的编码能力，数据结构与算法功底，熟悉JAVA或Python编程。
2. 有搜索/推荐/广告相关的工作经验优先
3. 熟练使用Tensorflow/PyTorch，熟悉自然语言处理领域的经典模型和前沿技术，有能力复现并落地至业务场景。",更新于：2023-12-20
自然语言处理（NLP）,北京,35-65K·15薪,3-5年,本科,深度学习,机器学习,文本生成,某知名互联网公司,互联网,1000-9999人,"工作职责：（主要落地研发模型，包括GPT）
1. NLP机器学习和深度学习算法系统的研发，包括文本分类、搜索、自动标注、知识库和智能问答等技术的研究和开发；
2. 负责完整的算法的设计、开发、维护等整套流程，包括样本收集，特征提取，模型训练，上线部署，及迭代维护等
3. 参与ChatGPT相关和大语言模型相关算法的研究和实现，参与模型的优化和产品性能提升
4. 探索具有落地潜力前沿应用技术，不断提升产品的用户体验
任职要求：
1. 至少3年以上NLP算法研究开发经验,包括语法分析、句法分析、语义表示、问答系统、对话系统等
2. 熟悉NLU相关业务，针对任务型对话系统和开放域对话系统有较深理解；
3. 熟悉机器学习、深度学习等相关技术,Pytorch, TensorFlow/Caffe/MXNet/Theano等
4. 优秀的算法和编程能力，熟悉搜索、排序、图等通用算法，精通C++或Python等
5. 有较强的创新能力，良好的沟通能力以及团队协作能力",更新于：2023-12-20
数据挖掘（搜索推荐）,北京·朝阳区·西坝河,50-80K·14薪,1-3年,本科,Java,机器学习经验,大数据处理经验,BOSS直聘,人力资源服务,1000-9999人,"工作职责
- 研究数据挖掘或统计学习领域的前沿技术,并用于实际问题的解决和优化
- 广告投放方向数据和策略的挖掘，帮助客户实现智能化投放
-通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求,进而提供更有价值的产品和服务,通过技术创新推动产品成长
职责要求：
-热爱互联网，对技术研究和应用抱有浓厚的兴趣，有强烈的上进心和求知欲，善于学习和运用新知识
-具有以下一个或多个领域的理论背景和实践经验：机器学习/数据挖掘/深度学习/信息检索/自然语言处理
-至少精通一门编程语言，熟悉网络编程、多线程、分布式编程技术，对数据结构和算法设计有较为深刻的理解
-良好的逻辑思维能力，对数据敏感，能够发现关键数据、抓住核心问题
-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识",更新于：2023-12-20
数据挖掘工程师-营销产品,北京·海淀区·双榆树,30-60K,经验不限,本科,风控相关经验,金融行业数据相关经验,广告算法,字节跳动,移动互联网,10000人以上,"职位描述：
1、负责数据智能营销产品的数据研发工作，参与设计并落地广告业务场景下的数据计算链路，包括客户数据接入，客户效果数据的统计与分析；
2、负责字节全域数据挖掘依赖的数据源架构设计，为下游算法提供鲁棒的数据中间层；
3、全面理解字节系数据，支持洞察相关的数据业务应用，同时通过分析，挖掘等技术手段向业务输出增量的用户画像或者特征。
职位要求：
1、熟悉广告业务包括归因，广告效果统计等数据研发技术；能够熟练设计数仓分层，高效支持下游算法和数据挖掘；具备面向客户交付数据分析和洞察结果的能力；
2、动手能力强， 熟悉SQL，Python，能熟练处理海量数据；
3、良好的逻辑思维能力，优秀的数据敏感度，定位数据问题和分析数据能力优；
4、良好的团队合作精神, 较强的沟通能力。",更新于：2023-12-20
搜索数据挖掘工程师(A187845),北京·东城区·东单,40-70K·13薪,1-3年,本科,C/C++,搜索/信息检索算法经验,计算机相关专业,昆仑天工,互联网,500-999人,"职位描述：
1.通过人工策略和机器学习技术，识别理解互联网千亿网页，进行页面类型识别，从中提取识别关键字段和模块，结构化网页，进行页面分类转码等工作
2.通过人工策略和机器学习等从页面中提取智能信息，为每个网页匹配智能摘要，丰富搜索用户体验和快速获取搜索信息
3.分析页面内容，对千亿网页内容进行黄反，低质识别，进行内容分类打标签等
职位要求：
1.本科及以上学历，2年以上算法或者人工策略相关工作经验；
2.熟悉搜索页面分析相关工作，熟悉页面分类，内容分类，黄反识别，低质内容识别，页面质量判断,搜索页面分析经验或者页面分类内容理解等经验优先
3.出色的机器学习能力，NLP和数据挖掘基础，熟悉gbdt，xgboost，lightgbm等算法，并有相应优化经验，熟悉常用深度学习算法，了解并使用过cnn，lstm，bert等相关算法模型，熟悉背后原理以及相关优化；
4.善于沟通，对业务敏感，能快速理解业务背景，具备优秀的技术与业务结合能力；
5、强悍的代码能力、数据结构和基础算法功底；
6、熟悉Linux开发环境，熟练使用C++和Python语言；
7、有主流大规模搜索引擎算法优化经验者加分。",更新于：2023-12-20
毫米波雷达数据挖掘算法工程师,北京,20-30K·13薪,1-3年,本科,Python,HMM、LSTM,时序数据分析与处理,清雷,医疗健康,20-99人,"职位描述：包括但不限于1）构建医学金标准数据和雷达生命体征监测数据的映射模型；2）对雷达采集的单日夜间睡眠数据（包括呼吸率、心率、体动等）做睡眠分期；3）基于单用户长期睡眠数据做行为规律分析、疾病预警等；4）开发、部署、维护云端算法引擎；岗位要求：1）本科：4年以上经验，硕士：2年以上经验即可2）深刻理解时序数据分析与处理方法，如HMM、LSTM等；熟练使用Python编程语言；熟练使用numpy、scipy、pandas等库；有Python云端算法部署经验和云端数据库操作经验。
有使用 HMM 做分类识别任务的项目经验”优先",更新于：2023-12-20
数据挖掘开发工程师,北京·石景山区·金顶街,15-18K,1-3年,本科,Python,Java,数学/统计相关专业,北京法伴科技有限公司,企业服务,20-99人,"岗位职责：
1.使用python语言进行数据开发工作（收集、清洗、分析、提供报表）
2.为公司nlp项目提供数据支撑
岗位要求：
1. 本科及以上学历，计算机、数学等相关专业，至少有1年工作经验；
2. 熟悉常用算法和数据结构，熟悉数据挖掘、机器学习；
3. 具备Linux环境研发能力；精通Python；还需要至少熟悉另一门编程语言，熟悉java或golang优先；
4. 有Hadoop、heidisql、es等大数据研发经验优先；
5. 有用户画像、广告、推荐、金融建模等相关经验者优先
主要工作内容：
1：能使用scrapy、request、*nium（selenium、appnium）等工具进行企业公开信息采集
2：积极主动、沟通能力强
3：能通过自己的分析和调研，筛选出优质数据
4：能使用爬虫工具进行全网法律知识的采集
5：能使用大数据、数据挖掘等工具进行数据统计开发，并输出可视化报表",更新于：2023-12-20
数据挖掘工程师,北京,30-50K·15薪,经验不限,本科,数据挖掘,,,某大型互联网公司,互联网,1000-9999人,"工作职责：
1、负责风险管理情报数据分析、挖掘等工作，利用数据分析工具和技术，对企业内外风险因素进行分析和预测。
2、负责编写和执行数据分析程序以及制作可视化分析报表，为团队及相关业务部门高效决策提供支持。
3、协助开发数据分析平台和工具，提高数据分析与挖掘效率，提升情报数据及风控数据分析的效率。
4、参与风控策略、政策的制定和风险预警预测工作，协助公司及时发现和解决风险问题。
任职资格：
1、熟练掌握SQL、Python等数据分析工具和技术，熟悉数据挖掘、机器学习等相关算法。
2、对于数据分析有较高的业务理解和技术驾驭能力，具备一定的数据建模和统计学知识。
3、具备一定的风控理论和知识，熟悉风险管理体系，有丰富的风控或数据挖掘行业经验者优先。
4、具备良好的沟通表达能力和团队协作精神，具备较强的学习能力和适应能力。
5、本科及以上学历，数学、统计学、计算机科学、金融等相关专业优先考虑。",更新于：2023-12-20
数据挖掘,北京·海淀区·皂君庙,18-35K,经验不限,学历不限,数学/统计相关专业,计算机相关专业,用户画像/标签体系相关经验,字节跳动,互联网,10000人以上,"1、基于对用户和产品的理解和海量数据，参与产品、运营、研发等多种场景的数据分析、实验设计和效果改进和数据建模等；
2、研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，挖掘更有价值的高阶数据；
3、主动发起并推动忠于用户价值或产品体验的数据分析项目或算法策略落地。",更新于：2023-12-18
高级数据挖掘工程师,北京,30-60K·14薪,经验不限,学历不限,大数据处理经验,,,某500强上市公司,通信/网络设备,10000人以上,"职位描述
1.整合海量多维数据，进行全站数据挖掘，构建用户画像体系，开发优化个性化算法模型，优化流量分发提升用户体验
2.参与风控、精准营销、个性化等模型建设和领域研究，提升产品效果
3.分析挖掘用户画像、用户标签、用户行为等，发现业务增长点和创新点，输出高质量的洞察和判断，为决策提供支持
4.从海量数据中发现问题，在数据发生异常时及时感知数据反映的业务问题，从数据中找出问题，提炼有价值信息，指导业务决策
5.很强的逻辑思维与商业洞察力，有通过数据分析项目大幅提升业务、运营指标的优先。
职位要求
1.计算机、数学、统计等相关专业，研究生以上学历
2.coding动手能力强，对算法有极大热情，优秀的沟通能力和团队合作精神
3.优秀的代码能力、数据结构和基础算法功底，必须精通且灵活使用Python(Pandas,Numpy等)/SQL
4.有较强的数理统计和挖掘算法功底，必须精通常用的机器学习模型/算法框架，如scikit-learn,GBDT/LR/SVM等
5.具备机器学习或者数据挖掘的研究和项目背景(优先),熟练掌握分类、回归、聚类等机器学习模型，能够把业务问题拆解成适合的数据、算法问题，并完成价值落地",更新于：2023-12-20
数据挖掘工程师,北京,30-60K·14薪,经验不限,本科,计算机相关专业,数学/统计相关专业,,某500强上市公司,互联网,500-999人,"职位职责：
1. 设计、开发和优化数据清洗、挖掘和处理流程，以确保数据质量、安全性和多样性。
2. 进行数据质量评估和安全性识别，识别并清除有误的、低质量的和不安全的数据。
3. 进行多样性识别和评估，确保训练数据的多样性，减少模型的过拟合风险。
4. 协同团队开发和优化自动化数据清洗/挖掘和预处理工具，提高数据处理效率和准确性。
职位要求：
1. 熟悉常用的数据清洗和挖掘工具。
2. 熟悉数据质量评估和安全性识别方法和工具，例如数据标注工具、质量评估工具、敏感数据识别工具等。
3. 具有一定的编程能力和经验，熟悉至少一种编程语言，例如 Python、Java 等。
4. 有丰富的数据挖掘和处理经验，能够熟练运用统计学、机器学习等方法。
5. 具备团队协作精神和沟通能力，能够与团队中的其他成员进行高效合作，完成团队目标。",更新于：2023-12-20
