岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
淘天-AIGC/多模态高级算法工程师-GP1056706,北京,25-50K·16薪,1-3年,本科,"大模型算法
图像算法
多模态算法
C/C++
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",阿里巴巴集团,互联网,10000人以上,"职位描述
1、多模态语言大模型：探索跨模态的信息对齐方法，探索多模态大模型的预训练、指令微调、RLHF等技术，探索多模态的数据质量评估和清洗方法。
2、商品理解：探索适合电商的实体识别、属性抽取、关系分类等技术，探索图文多模态的商品分类、商品属性抽取、规则推理等技术。
职位要求
1.自然语言处理、计算机视觉、机器学习、数据挖掘、人工智能等相关专业的硕士生/博士生；
2.熟练掌握tensorflow、pytorch等深度学习框架，扎实的编程基础；
3.在人工智能相关的各类国际顶级会议/期刊中发表过论文者优先；
4.有丰富的相关领域经验，或者ACM等顶级竞赛获奖者优先。",更新于：2024-02-23
算法工程师（AI产品）,北京·朝阳区·酒仙桥,25-50K·14薪,1-3年,本科,"深度学习
大模型算法
机器学习
自然语言处理算法
模型加速/性能优化
C/C++
Python",花房集团,互联网,1000-9999人,"【工作内容】
- 跟进LLM、图片生成、TTS等领域最新动态和应用。
- 算法服务的引擎开发，对各种算法模块进行封装，支持在线请求和离线计算。
- 结合自研产品需求，从prompt优化、模型finetune、模型组合等方面优化生成效果。
- 通过模型部署和加速，提升生成性能。
【职位要求】
- 计算机、数学、自动化、人工智能等相关专业的全日制硕士研究生及以上学历
- 了解机器学习和深度学习的基本原理，有过主流深度学习框架使用经验（TensorFlow/Pytorch等）。
- 具备基本的算法服务工程能力，熟悉RESTful、RPC等接口的开发。有CV、NLP、多模态、广告、推荐、搜索等算法服务工程系统研发经验者优先。
- 具备良好的产品意识，关注用户体验，拥有发现、分析、建模、解决问题的能力。
- 具有较强的学习能力、清晰的逻辑思维能力和出色的沟通表达能力，对AI生成技术的应用抱有强烈兴趣。",更新于：2024-02-23
百川智能-数据算法工程师(A18728),北京·海淀区·五道口,25-50K·16薪,1-3年,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
C/C++
Python
参加算法相关竞赛/获奖",百川智能,计算机软件,,"职位描述：
1.参与大规模预训练语言模型的数据算法工作,主要涉及数据清洗策略与算法制定、数据去重算法、数据质量评估等
2.根据需求复现相关自然语言处理与数据处理算法与开源模型性能
3.参与前沿算法与应用的研究
职位要求：
1.自然语言处理、机器学习、大数据处理及相关专业、2年以上相关工作经验
2.较强的算法开发能力,熟悉C++、python、shell、cuda等一种或多种编程语言
3.掌握传统NLP、深度学习NLP、数据处理相关算法，并具有相关实战经验
4.熟悉Pytorch等深度学习框架、了解spark等大数据分析工具
5.对深度学习、Transformer、预训练有一定深度的理解和经验，能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先。",更新于：2024-02-23
大模型算法工程师,北京·海淀区·清河,15-25K·13薪,1-3年,本科,"大模型算法
深度学习
机器学习",简游,游戏,20-99人,"工作职责：
负责大模型(LLM )的prompt工程，prompt工程优化，构建高质量的prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果。
负责基于多agent框架的创新场景测试研发。
负责训练和调试模型掌握专业领域能力，能生成期望的输出，以要求的回答格式和内容输出更专业的答案。
以通用大模型为基础，根据业务需要搭建上层应用，紧跟业界大模型相关前沿技术进展，结合业务场景持续创新探索。
不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
能力要求：
了解LLM领域，具备机器学习、深度学习、自然语言处理等相关技能，熟悉常用的模型和框架，如ChatGPT、HuggingFace等，有使用Python、PyTorch、TensorFlow等工具进行模型调试和训练经验优先。
熟悉prompt工程的原理和方法，能够根据项目需求，设计一些特定的文本提示来引导模型生成期望的输出。
具备良好的模型评估和优化能力，能够使用各种指标和方法来衡量模型的性能和效果，如准确率、召回率、BLEU、ROUGE等。
具备良好的逻辑思维、问题解决和团队协作能力，有强烈的责任心和进取心。能与团队其他成员进行有效的交流和配合。
熟悉对常见的模型API的对接、应用和调试、优化方法，能熟练使用API与第三方聊天机器人模型进行交互，发送用户输入并接收模型输出，并使用参数控制模型的生成长度、温度、重复度等。
熟悉主流的大模型产品，如GPT、BART、Claude、LLaMA等，国产的baichuan、glm、千问、InternLM等，了解它们的训练、调用方法，并深入了解它们的优点和缺点，如生成能力、多样性、一致性等。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
岗位职责：
1、负责大模型(LLM )的数据工程，构建高质量的 prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果
2、负责大模型预训练数据质量提升，通过分类／聚类／多样性评估等方法清洗出高质量数据，提升基座模型效果
3、不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。",更新于：2024-02-23
算法工程师（SD方向）,北京·朝阳区·望京,20-40K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",上海退格数字科技,计算机软件,20-99人,"岗位职责
1、负责文生图研发
2、调研跟进业界大模型state-of-art的进展，并根据业务情况进行落地。
能力要求
1、有基于 Stable Diffussion 的图像生成和项目落地经验；
2、了解前沿图像生成算法产品（如 Disco Diffusion, Stable Diffusion ,Dalle2, MidJourney)
3、有微调经验、prompt经验、数据处理经验。
4、熟练掌握 Python 语言，熟练使用 PyTorch，HuggingFace, OpenCV
5、有坚实的cv基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。",更新于：2024-02-23
AIGC 算法工程师,北京·丰台区·花乡,30-40K·15薪,经验不限,本科,"搜索/推荐
NLP
大模型
搜索算法",值得买科技,互联网,1000-9999人,"岗位职责：
1、负责文本、图像、视频等的内容理解，检索增强，内容生成，知识图谱算法和技术研究，建设行业领先的领域知识库；
2、负责基于业内的大模型进行针对业务场景的训练，并推进应用落地；
3、应用自然语言理解和生成、视觉多模态技术等，完善搜索、内容生成等场景的效率和用户体验；
4、追踪相关领域的前沿技术和工程应用，结合业务场景，探索人工智能的创新应用，如AIGC；
5、设计策略及算法，并分析效能和缺陷，对策略和框架进行调整和持续优化。
任职要求：
1、硕士以上学历，计算机/统计学/应用数学等专业；
2、精通NLP、搜索算法、视觉多模态技术中至少一种，有成功的工程化实践经验；有大模型、AIGC相关经验者加分；
3、掌握NLP的基本技术，对分词、命名实体识别、文本分类、关键词抽取、摘要、内容生成等有深入的理解；
4、熟悉主流的人工智能/机器学习开发平台，熟练掌握TensorFlow/PyTorch；
5、熟悉主流的神经网络，CNN，RNN，LSTM，Transformers；
6、具备极强的求知欲，有业务意识，具备较高的抗压能力。",更新于：2024-02-24
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-02-25
算法工程师,北京,15-25K·13薪,1-3年,本科,"计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
业务导向
语音/图像识别
Python
C/C++
Java
语音算法
视觉图像算法
深度学习算法",汉熵通信,通信/网络设备,100-499人,"职位描述：
1、针对特定场景设计机器学习模型，向业务线提供算法支持，构建机器学习系统设计方案，核心代码开发和系统调优；
2、能够独立完成数据处理、模型搭建、性能优化、工程上线的工作；
3、分析已有模型在线上线下的性能表现并提出可行的迭代方案；
4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关。
职位要求：
1、本科及以上学历，计算机、机器学习、模式识别相关专业，热爱计算机科学与互联网技术，对人工智能类产品有浓厚的兴趣；
2、具备强悍的编码能力，熟悉Linux开发环境，熟悉python和C++语言优先，ACMICPC, NOI/IOI, Top Coder, Kaggle比赛获奖者优先；
3、熟悉Pytorch、Tensorflow、oneFlow等主流深度学习框架，熟悉cuda编程优先。
4、熟悉python多进程、python异步, Flask，熟悉主流分布式框架Spark
有扎实的数据结构和算法功底，熟悉机器学习、数据挖掘、分布式计算、计算机视觉、计算机图形学、语音识别及合成中的一项或多项，熟悉统计概率模型；
5、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情",更新于：2024-02-23
大模型算法工程师,北京·东城区·来福士,35-45K·16薪,1-3年,本科,"大模型算法
自然语言处理算法
推荐算法
多模态算法
Python
算法工程化经验",中税双运,互联网,100-499人,"垂直领域大模型算法工程师
地址：东直门银座
岗位内容：
1. 尝试业界最新大模型技术在垂直领域的应用。
2. 利用数学、统计学和机器学习等相关领域的知识，分析处理海量数据，从预训练，微调等多个角度实现大模型效果的优化。
3. 优化大模型相关算法实现，并保证代码的可扩展性和可维护性。
4. 跟进业界大模型技术发展。
任职要求：
1. 具备计算机科学基础和深入的算法理论知识。
2. 熟悉至少一种编程语言（Python优先）和常用的开发工具（如Git）。
3. 熟悉常用的深度学习和机器学习框架，熟悉开源大模型结构，对大模型预训练微调等优化方向有实践经验者优先。
4. 计算机科学、数据科学、自然语言处理、搜广推算法或相关背景者优先。
5.有深度学习/数据处理实操，会议论文撰写投稿经验者优先。
联系方式：*********** 刘先生",更新于：2024-02-23
AI算法工程师(CV方向),北京,50-60K,1-3年,本科,研究导向,某500强上市公司,互联网,10000人以上,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-23
AI算法工程师(CV方向),北京,25-50K·16薪,1-3年,本科,"图像处理库（OpenCV等）
大模型算法
机器学习
目标检测
人像算法
模型加速/性能优化
模型部署",某大型企业服务公司,企业服务,100-499人,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-25
自动解题算法工程师,北京·海淀区·学院路,15-25K·14薪,1-3年,本科,算法设计,悉之智能,计算机软件,100-499人,"【岗位职责】：- 实现初高中题目的自动求解，包括知识体系下的符号计算、逻辑推理等，生成人可理解的解析- 基于自然语言处理技术理解题目、解析等内容的信息构成- 支持基于自动求解结果的学生个性化教学模型迭代- 基于教育学理论在特定场景下针对性改进相关模型
【岗位要求】：- 计算机或相关专业，本科及以上学历（包含校招与社招）- 具备扎实的数据结构与算法能力，能够解决竞赛级算法题目/能够利用算法对现实问题进行建模并独立解决- 扎实的编程基础，熟练掌握Python，掌握Java\C\C++或任何C-like语言- 有较强的解决问题的能力和良好的团队协作能力- [加分项]熟悉数理统计与机器学习知识，了解基础的自然语言处理模型（统计模型/神经网络），具有相关项目经验- [加分项]数学优秀- [加分项]了解逻辑学、机械化证明、群论等方面（单项破格优秀者可适当降低其他要求）",更新于：2024-02-23
算法工程师,北京·海淀区·西北旺,15-30K·15薪,经验不限,本科,"深度学习
机器学习
大模型算法
广告算法
推荐算法
Python
SQL",华为,计算机软件,10000人以上,"华为终端BG云服务部，互联网行业现金流业务，OD岗位。在这里你将追踪业界前沿的AI领域进展，负责AI算法的设计和实现，包括但不限于：
1、负责算法策略研究、设计与实现，包括排序、召回算法优化、流量效率的挖掘和提升等；
2、负责用户转化率预估模型建设（pCVR）、点击率预估模型优化（pCTR）、模型特征提取与建模，提升点击率、转化率、eCPM及收入；
3、利用NLP、CV技术进行内容理解，通过AIGC等能力生成创意，并探索多模态、大模型等领域。
4、负责用户体验优化，包括用户负反馈模型优化、特征加工，以及体验因子在排序模型中的应用，对用户体验负责。
工作城市可选择：北京
岗位要求：
1、计算机、电子信息、数学等相关专业；
2、熟练运用至少一门编程语言（Python/C++ /Java等）；
3、熟悉Tensorflow/PyTorch/scikit-learn/xgboost/Caffe/MindSpore等主流深度学习、机器学习框架的使用，具备AI算法开发及应用经验者优先；
4、具备前沿人工智能技术跟踪和业界趋势的跟踪和算法应用能力；
5、具备良好的团队合作精神，善于沟通。",更新于：2024-02-25
高德-机器学习算法工程师-NLP方向-热招,北京·朝阳区·来广营,25-50K·16薪,3-5年,本科,"计算机相关专业
机器学习算法/工程化经验",高德地图,互联网,1000-9999人,"职位描述
高德研发效能团队主要负责高德质量中台的建设，通过平台化、智能化等方式，提升整体研发和交付效率，支撑业务高速发展。
在NLP方面，工作内容包括但不限于如下几个方面：
- 探索大模型技术在代码生成、用例推荐、代码扫描、智能问答等研发效能领域的落地，提升研发测试全流程效率。
职位要求
-计算机相关专业，硕士及以上学历，3年及以上相关工作经验，具备较强的学习能力；
-熟悉NLP相关机器学习算法，对模式识别、深度学习、增强学习等相关领域有极佳的工程实现能力；
-有大模型相关研究和落地经验；
-精通 Python、C/C++、Java等至少一种编程语言；
-良好的沟通表达能力和团队合作意识，有质量工程、研发效能相关领域。",更新于：2024-02-23
CV方向 AI算法工程师 国企正式编制,北京,20-40K,经验不限,本科,"业务导向
搜索/推荐
风控/反欺诈
语音/图像识别
Java
Python
C/C++
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
CV算法工程师国企正编
AI算法工程师国企正编
算法国企正式编制",某大型互联网金融公司,互联网金融,500-999人,"工作职责
1. 负责人脸身份认证领域算法模型研发，包括但不限于：人脸活体检测、人脸识别、人脸质量评估、人脸关键点检测、 图像加密、图像处理等方向的深度学习模型实际研发经验，具有炫彩活检研发经验者优先。
2. 负责深度学习模型压缩、模型剪枝等研发工作，具有便携终端轻量级模型研发经验者优先。
3. 负责跟踪上述领域的先进技术及研发工作。
4. 负责相关算法模型的产线开发、验证、优化及维护等产线工作。
任职要求
1. 计算机相关专业，大学本科毕业，硕士及以上学历者优先。
2. 具有良好的代码能力，精通各类深度学习框架下，模型研发，熟练掌握Python、Java、C++等至少一种语言。
3. 具备快速阅读深度学习相关论文并理解算法的能力。
4. 针对上述人脸相关方向的深度学习建模具有3年及以上经验。",更新于：2024-02-25
算法工程师（外派国家能源）,北京·东城区·安定门,18-27K,1-3年,本科,"机器学习
图像算法
Python",浩太同益,计算机软件,100-499人,"任职要求：
1、计算机相关专业本科及以上学历，有计算机视觉、机器学习、模式识别相关背景，两年以上开发经验；
2、熟悉计算机视觉和图像处理的常用方法（目标检测、跟踪、分割、分类识别等）；
3、熟练掌握Python语言，有计算机视觉相关开发经验；
4、熟悉TensorFlow、PyTorch等深度学习框架，熟悉OpenCV库函数；
5、具有较好的沟通和表达能力，具有团队合作精神。
岗位职责：
1、根据产品需求，研发优化基于深度学习的目标检测、识别、跟踪算法软件；
2、根据项目需求，将算法软件适配、调优并应用于现场环境；
3、跟踪学习机器视觉领域最新论文和技术实现；
4、领导交办的其他工作。",更新于：2024-02-24
算法工程师（AIGC）,北京·海淀区·西二旗,45-60K·13薪,3-5年,本科,"模型
aigc
算法",太字流动科技,互联网,20-99人,"岗位职责：
负责AIGC相关的算法研究与应用，包括但不限于文本、图像，多模态生成等研发工作，助力AIGC内容生态。
岗位要求：
具备NLP相关理论知识和应用经验，熟悉GPT模型原理、常见模型训练模型和微调方法，并熟悉GPT在文本生成方向的应用场景。
具备扎实的编程功底，熟悉主流深度学习框架Pytorch，熟练使用C++/Python等至少一种编程语言，熟悉Linux开发环境。
具备良好的学习能力和创新思维，能够与团队良好合作和沟通，工作积极主动，自驱力强。
具备以下条件优先：
有AIGC相关产品落地经验者优先。
了解CV基本算法优先。",更新于：2024-02-23
初级算法工程师,北京·朝阳区·世贸天阶,15-25K,1-3年,硕士,"无明显侧重
风控/反欺诈
语音/图像识别
计算机相关专业",宏瓴科技,大数据,20-99人,"公司简介：
宏瓴科技（SiGREAL Tech），全球领先的AI风险管理科技公司，专注为出行行业提供风险减量服务。公司基于AI领域最前沿技术，如多模态大模型，Transformer+Self Supervision预训练，强化学习微调，图神经网络，以及可解释的深度神经网络等，自主研发出全栈式风险评估量化平台，通过AI助力出行行业降本增效。迄今为止公司获得国家级高新、专精特新、中关村金种子等科技认证称号，拥有核心专利及软著百余项。
核心团队成员均来自波士顿大学、清华大学、中科院等国内外知名院校，曾就职于硅谷科技公司核心岗位，长期在国际顶级人工智能会议上发表学术成果。
岗位职责：
1. 参与公司业务相关AI能力开发与应用，探索前沿深度学习/机器学习方法的边界，包括但不限于深度神经网络，图神经网络，时间序列模型，监督和自监督等学习算法；
2. 与团队紧密合作，协助优化模型效果和效率，并配合将模型部署到生产环境下，支持产品快速落地；
3. 深入业务场景，持续关注人工智能领域的最新动态和进展，不断学习迭代与创新。
任职要求：
1. 计算机/电子信息/自动化/数学/物理/统计等相关专业，硕士及以上学历，1-2年工作经验（也接纳应届生）；
2.数学基础扎实，对深度学习、机器学习的原理和主流算法有清晰的理解。
3. 熟悉linux开发环境，熟练掌握Python环境下快速的算法实现，熟悉至少一种深度学习框架，PyTorch，Tensorflow，Caffe，etc；
4. 有深度学习、机器学习产品级应用经验者优先。
5. 积极乐观，热爱挑战，不循规蹈矩者优先。
加入我们，你将会收获：
1.算法大牛带队，快速成长；
2.广阔的职业发展空间和学习机会；
3.工作中的挑战与乐趣并存。",更新于：2024-02-25
深度学习算法工程师,北京·昌平区·西三旗,10-15K·13薪,1-3年,本科,"深度学习算法
视觉图像算法
算法设计
C++
TensorFlow
Caffe",译图智讯,计算机软件,20-99人,"1.计算机、数学、模式识别、图像处理等相关专业本科及以上学历
2.精通C/C++语言，具备较强的算法实现能力
3.有图像处理、模式识别的相关背景知识
4.熟悉TensorFlow、Caffe等至少一种开源学习框架
5.有文字识别、目标检测、深度学习相关研发经验者优先",更新于：2024-02-23
图像/AIGC算法工程师-杭州/北京,北京,30-60K·16薪,3-5年,本科,"大模型算法
多模态算法
图像生成
OCR
Python
图像检测",某大型互联网上市集团公司,互联网,10000人以上,"1.负责顶级搜索引擎的智能编握算法及ac相关产品的研发，例图像高清增强、图像换除修复、图接生成等方面。具体包括但不限于图像检测、图像识别、图像分割、图像增强、s0等领域：
2.负责算法的落地和算法效果的不断优化，配合算法工程同学，将计算机视觉、深度学习等领域应用到实际场景；
3.跟踪先进和前沿技术，发现潜在需求，推动考克视觉智能方向的业务输出和技术体系成长。
岗位要求
1.机器视觉和计算机科学、自动化控制通信等相关方向教育背景，三年以上工作经验；
2.熟练掌握cv领域算法技术，有lama、GAN、stabledifusion、扩散模型等技术经验优先；
3.熟悉主流计算机视觉/机器学习相关算法原理；熟练掌握在PyTorch/TensorFlow等主流AI框架上开发算法
4.熟练掌握]ava/C++/Python中的一门语言，有扎实的数据结构和算法开发基础；
5.对技术充满热情，良好的学习和沟通能力，有钻研精神，勇于挑战新难题和创造新思路解决问题
6.责任心强、敢于承担，有团队合作精神、沟通能力佳",更新于：2024-02-24
算法工程师（AIGC创业）,北京·海淀区·魏公村,20-30K,1年以内,硕士,"机器学习
图像算法
Python
优秀开源项目经历
参加算法相关竞赛/获奖
发表算法相关优秀论文
AIGC
AI工具使用",鹰瞳,医疗健康,100-499人,"岗位职责：
1. 核心面向AIGC领域，通过研发、复现、优化前沿的AI图像生成模型，最终赋能健康场景的相关业务
2. 实现医疗图像病症演化、疾病模拟等生成技术，并将上述技术具体落地到业务场景
3. 针对多样化的AI医疗业务场景，设计AIGC相关的解决方案
任职要求：
1. 硕士及以上学历，计算机、生物医学、电子信息、数学、物理等相关专业，有扎实的数学功底
2. 掌握Python编程语言；具备数据处理、模型训练、分析评估等AI模型开发的相关能力
3. 在图像生成领域具有算法研发和项目落地经验
4. 具备优秀的paper阅读和方法复现的能力，不断追踪内容生成领域内的前沿技术并能够将先进技术转化落地
5. 对AIGC有浓厚的兴趣和热情，有独立思考和解决问题的能力，有优秀的团队合作精神
加分项
1. 具有实际业务场景的AIGC项目落地经验者优先
2. 在模型推理加速方面具有经验者优先
3. 在CV领域核心顶会（包括但不限CVPR/ICCV/ECCV/ICLR/NIPS/AAAI）上，以主要作者身份发表过图像生成相关论文者优先",更新于：2024-02-24
AIGC/大模型算法工程师,北京·大兴区·亦庄,60-90K·16薪,经验不限,硕士,"业务导向
智能营销/广告
语音/图像识别
Python
C/C++
计算机相关专业
有国际期刊/会议论文发表",京东集团,电子商务,10000人以上,"【职位描述】
1、主要负责AIGC文本、图片生成工作（文本生成、文生图、图生图模型等）；
2、参与生成式大模型能力构建；不局限于 模型设计、prompt优化、预训练、模型加速、数据集能力建设等；
3、推动技术创新，保持技术领先优势，提升京东技术行业影响力，推动相关技术在电商场景业务落地并取得收益；
【任职要求】
1、NLP/CV/模式识别/机器学习 相关专业3年以上经验，硕士以上学历；
2、熟悉LLM/SD，有AIGC/大模型 相关领域研究及落地经验优先，包括但不限于 图文内容生成、智能设计、对话系统等；
3、优秀的沟通、学习及自我驱动能力，出色的团队合作意识，对AIGC有浓厚的兴趣；
4、相关领域顶级学术论文、优秀开源项目、高水平竞赛获奖者优先。",更新于：2024-02-25
短视频算法工程师,北京·通州区·通州西门,20-40K·13薪,1-3年,本科,"大模型算法
图像算法
模型加速/性能优化
推荐算法
Python
算法工程化经验",创阅,音乐/视频/阅读,100-499人,"工作职责
1. 参与视频理解相关领域的深度学习与机器学习算法研发工作，为业务提供有价值的视频内容理解服务
2. 结合产品需求，参与算法的设计、开发、验证、集成、优化和维护，解决算法产品化过程中的各种技术问题，确保算法达到上线要求
3. 跟进视频理解领域的行业进展，并结合产品对算法进行优化，使相关产品效果达到业界领先水平
任职要求
1. 统招本科及以上学历，计算机视觉、图像信号处理、机器学习等相关专业方向，有图像或视频算法实践经验
2. 2年以上工作经验；良好的编码能力，熟练掌握至少一门编程语言(Python)
3. 熟悉常用深度学习平台，如 PyTorch、Caffe、TensorFlow 、PaddlePaddle等
4. 优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情，同时具备良好的沟通能力和团队合作能力",更新于：2024-02-25
大语言模型与具身智能算法工程师,北京·海淀区·学院路,35-60K·15薪,1-3年,本科,"大模型算法
多模态算法
Python
C/C++
参加算法相关竞赛/获奖",光轮智能,计算机服务,20-99人,"工作地点：
北京海淀区东升大厦/上海嘉定区于田大厦
岗位职责：
1. 参与大型语言模型算法在自动驾驶和机器人应用领域的开发和优化工作，推动创新解决方案的实现。
2. 深入阅读和理解相关领域的学术论文，将最新的研究成果应用于实际项目，推动技术前沿。
3. 参与实际项目的开发、测试和调试工作，确保项目进展顺利并高质量地完成。
4. 与团队成员积极沟通合作，共同解决项目中遇到的技术难题，保持良好的团队协作。
岗位要求：
1. 清北复交浙大或国内外知名高校研究生以上学历，计算机科学、人工智能、自然语言处理或相关专业
2. 对LLM有深入了解，熟悉其原理和应用，有深入大语言模型相关的训练和微调经验, 熟悉常见 LLM 相关概念及应用（多模态，RLHF，CoT，Autonomous Agent，VLM/VLA，具身智能，等）
3. 加分项 - 具备良好科研能力，有成果发表在ACL/EMNLP/NAACL/CoNLL/CVPR/ICCV/ECCV/NIPS/KDD等国际顶级会议、期刊者优先；
4. 拥有快速学习新技术的能力，能够在较短时间内理解前沿论文并评价
5. 加分项 - 实践动手能力强：ACM，ICPC，NOI/IOI，top coder，Kaggle比赛获奖者优先
6. 对无人驾驶/机器人相关算法和框架有深入了解和相关开发经验
7. 具备扎实的编程基础，熟练使用 Python，熟练使用深度学习框架，如 TensorFlow、PyTorch 等，熟悉 C++，CUDA编程优先",更新于：2024-02-25
NLP算法工程师(A40912),北京·顺义区·马坡,16-19K,3-5年,本科,"语音算法
C/C++
Python
机器学习
深度学习
算法工程化经验
CNN/RNN/Transformer
NLP/CV",中科创达,计算机软件,10000人以上,"职位描述：
1.负责算力域控制器云端大数据运营平台告警识别/告警预测工作；
2.负责车辆云端特征数据模型建模，模型搭建/模型训练/模型在线推理等；
3.负责运营平台AI模型平台化搭建等工作；
4.基于GPT等技术，搭建大数据对话系统，便于一站式获取想要数据或报告。
职位要求：
1.精通数据挖掘/机器学习/深度学习基础理论和算法基础，至少有3年以上相关项目经验；
2.熟练C++/Python至少一门语言，掌握Pytorch、TensorFlow，至少一种深度学习工具；
3.精通现代主流AI模型，如CNN/RNN/Transformer/NLP/CV，至少2种以上；
4.责任心强，自我驱动，有良好的团队合作精神。
5.同时有后端开发经验者更佳。",更新于：2024-02-23
自然语言处理算法,北京·朝阳区·国贸,15-30K,1-3年,本科,"Java
C/C++
Python
计算机相关专业
自然语言处理项目经验
人机对话相关经验
自然语言识别
NLP
模型训练",微著丰融,互联网,,"职位描述
1、负责文本生成、文本摘要、实体命名等自然语言处理算法的研发和调优；
2、负责算法的优化与工程化实现，并满足实际业务场景中的应用；
3、负责NLP前沿问题的研究，包含开放域对话机器人方向、自然语言生成方向，通过实际应用场景，提供技术解决方案及技术规划；
4、通过对模型技术的研究分析，开展所需数据的分析，以及标注体系(Prompt/RLHF等)和实施方案设计，为模型技术研发和应用落地提供支撑。
岗位要求:
1、本科及以上学历，计算机、软件、信号处理、自动化、应用数学等相关专业，有NLP、深度学习、机器学习相关研发相关工作经历优先；
2、具备NLP领域的词法、句法、语法、文本分析方面基础算法能力，有自然语言处理、大数据、机器学习、深度学习或相关领域的实践经验；
3、具有较强的英文文献阅读及调研能力；
4、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch；
5、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验；
6、具备多模态AIGC大模型训练经验者优先；
7、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力。",更新于：2024-02-25
算法工程师（AIGC方向）,北京·朝阳区·朝外,20-35K,1-3年,本科,"业务导向
智能营销/广告
大模型算法
机器学习
强化学习
搜索算法
图像算法
优秀开源项目经历
大数据处理框架(Spark/Hadoop/Hive)",居言(高熙国际),电子商务,100-499人,"岗位职责：
1，基于公司内部新媒体营销大数据，建立与优化营销系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在新媒体营销行业的产品与算法应用进行持续优化。
岗位要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；熟悉pytorch等深度学习框架；
3，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
4，搭建过小红书、抖音平台的算法项目的优先；
5，对人工智能领域相关技术有热情；
6，有新媒体营销领域人工智能相关工作经验者优先。",更新于：2024-02-23
