岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
研究院-大模型算法研究员（LLM）,北京·海淀区·中关村,25-35K,1-3年,本科,"深度学习
机器学习
大模型算法
对话系统
文本生成
C/C++
Python
参加算法相关竞赛/获奖",SenseTime,计算机软件,1000-9999人,"岗位职责:
1. 研发LLM模型，紧跟前沿技术进展，负责大语言模型的训练和下游sft，探索大语言模型AI Agent、CoT 涌现能力等方面的研究
2. 探索LLM方向的算法应用技术研发工作，包括但不限于知识库检索、RAG对话系统、prompt工程、数据分析&评估和智能问答等，并基于LLM模型探索下一代语义技术，构建行业领先的多模语义核心能力
3. 与工程团队合作，负责相关技术的产品化落地，解决方案流水线搭建以及实用性调优
4. 深入研究业内领先的技术思路和高效算法
任职要求:
1. 熟悉掌握自然语言处理领域的基础理论和方法，熟悉BERT、ChatGPT等大语言模型
2. 精通C++、Python等编程语言的一种或多种，具备良好的编码能力
3. 精通TensorFlow、PyTorch等深度学习框架的一种或多种
加分项：
1. 擅长大语言模型训练、大规模分布式系统、海量数据处理、实时分析等方面的算法设计与优化优先
2. 具有智能问答、prompt工程实践经验者优先
3. 有ACL、EMNLP、AAAI、CVPR等相关顶会论文者优先，有大语言模型对话系统研究经验者优先
4. 具有良好的逻辑思维能力，主动性强，注重细节，善于团队合作；具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力",更新于：2024-03-01
模型技术-NLP算法工程师/专家,北京·朝阳区·亚运村,20-40K·15薪,1-3年,本科,"SLAM算法
SQL
Python
C/C++
优秀开源项目经历",小红书,电子商务,1000-9999人,"【工作职责】
跟踪前沿AI算法进展，并将相应技术赋能到小红书实际的业务场景中。
【任职资格】
1. 计算机相关专业，本科及以上学历，2年以上工作经验；
2. 熟悉NLP和多模态常见模型，如意图识别、情感抽取、跨模态检索，并有扎实的理论基础和丰富的研发经验；
3. 对前沿的NLP和多模态技术有一定了解，如LangChain、Megatron、BLIP2等，有实践经验更佳；
4. 在ICML、ICLR、NeurIPS、CVPR、ICCV、ACL、EMNLP、KDD、SIGIR、RecSys等有人工智能顶会论文发表者优先。",更新于：2024-03-02
大模型算法,北京·朝阳区·朝阳公园,20-21K,经验不限,本科,"深度学习
图像算法
运筹优化算法
C/C++
Python
MATLAB",北京同世堂中医诊所,医疗服务,0-20人,"工作有责任心，认可公司企业文化
岗位职责：
1. 负责大模型算法的设计、开发和优化，提高算法的效率和精度；
2. 参与模型训练和调优，解决模型在实际应用中的问题；
3. 负责模型的部署和维护，确保模型的稳定性和可靠性；
4. 跟踪研究最新的大模型算法技术，不断优化和改进现有算法。
任职要求：
1. 熟练掌握机器学习、深度学习等相关算法，有扎实的数学基础；
2. 熟悉TensorFlow、PyTorch等深度学习框架，有丰富的实践经验；
3. 熟悉大数据处理技术，如Hadoop、Spark等；
4. 具备良好的编程能力，熟悉Python、C++等编程语言；
5. 具备团队合作精神，能够有效沟通和协作；
6. 具备较强的学习能力和自我驱动能力，能够不断学习和掌握最新技术。
以上是大模型算法岗位的职责和要求，期待有志于从事该领域的人才加入我们。",更新于：2024-03-03
视频大模型算法工程师,北京·海淀区·苏州桥,30-50K·14薪,1年以内,本科,"机器学习
大模型算法
模型加速/性能优化
多模态算法
DiT
sora
pytorch",潞晨科技,计算机软件,20-99人,"岗位职责：
1、深度学习模型训练；
2、研发视频、优化模型；
任职要求：
1. 本科、硕士及以上学历 ；
2. 熟悉DiT和sora相关技术 ；
3. 精通pytorch编程。",更新于：2024-03-01
自然语言处理/文本大模型算法,北京·海淀区·上地,15-26K,经验不限,本科,"不限
自然语言处理算法
Python
文本挖掘
NLP",国道数据,大数据,100-499人,"岗位职责：
1、利用自然语言算法进行文本生成，智能标注/著录、智能分类、文献之间关联、智能识别违禁词等，提高工作效率；
2、与产品经理和设计师合作，将NLP与在线教育产品进行整合；
岗位要求：
1、计算机科学相关教育背景，本科及以上学历优先考虑;
2、至少2年以上在自然语言处理的工作经验，了解大语言模型；
3、 熟悉深度学习框架（如TensorFlow, PyTorch等）以及常用的自然语言处理库（如NLTK, spaCy等）；
4、精通Python编程，对自然语言处理和机器学习领域的前沿技术有深入的了解和研究；",更新于：2024-03-01
大模型算法,北京,35-45K·14薪,3-5年,学历不限,"平台算法
nlp",长城汽车数字化中心,汽车研发/制造,10000人以上,"负责开发和优化大规模机器学习模型，包括但不限于深度学习、强化学习、迁移学习等。
负责设计和实施高效的数据处理流程，包括数据清洗、特征工程、模型训练和评估等。
负责研究和引入新的算法和技术，以提高模型的性能和效率。
与团队成员紧密合作，共同解决复杂的技术问题。
负责编写清晰的技术文档，以帮助团队成员理解和使用你的模型和算法。
负责跟踪和评估模型的性能，以确保其在实际应用中的效果。
需要有良好的数学和编程基础，熟悉至少一种编程语言（如Python、Java、C++等）。
有深度学习、机器学习、数据挖掘等相关领域的研究或工作经验者优先。",更新于：2024-03-03
大模型算法,北京·海淀区·上地,20-40K·16薪,1-3年,硕士,"发表算法相关优秀论文
深度学习
多模态算法
大模型算法
参加算法相关竞赛/获奖
优秀开源项目经历
Python",快手,社交网络,10000人以上,"（leader 直招，急招）快手MMU社招多模态理解算法工程师
岗位职责
1：在图像、视频理解、生成，多模态理解，预训练、强化学习等至少一个领域具备深厚的技术实践经验与洞察力。
2：对AIGC相关的技术，视频理解等技术有强烈的兴趣和自驱力，具备一定的解决问题能力，具备完备的逻辑思维能力。
3：在互联网或者AI公司至少1年以上的工作经验。
4：在CV，NLP、多模态、深度学习等至少一个领域有顶级的学术论文或学术竞赛获得TOP成绩者优先。
5：具备吃苦耐劳，认真负责等态度。
福利待遇：
1：薪水丰厚，团队氛围好，大平台，成长空间大，业务多，不怕没有活，部门绩效年年TOP。
2：想投递简历或者想具体了解详情的，可以加好友。",更新于：2024-03-03
大模型算法,北京·丰台区·丽泽,20-30K·16薪,1-3年,硕士,"机器学习
大模型算法
模型加速/性能优化
Python
算法工程化经验
torch
transformer
金融科技",金科览智,互联网,20-99人,"岗位职责：
主要主导领域业务大模型LLM的SFT和RLHF训练过程，以及相关的模型量化、裁剪和部署工作，最终有效提升业务Agent模型的智能化。
您的聪明、优雅、细致的算法工作，将直接决定金融具体业务模型构建的智能程度和迭代节奏，并深入的影响和赋能金融科技的数字化和智能化。
岗位要求：
1. 熟练掌握python语言，熟练掌握torch和transformer框架，熟悉linux、shell
2. 具备很好的问题定义、任务分解、总结归纳等逻辑推理能力
3. 追求高效和卓越，善于使用算力而不是人力，善于敏捷高效而不是低效加班
4. 喜欢简单、踏实、真诚的交流
5. 我们不在意您的年龄，只在意您的高效
真诚的希望找到志同道合的您，一起在新的技术范式里，创造令人惊艳且扎实的AI产品。",更新于：2024-03-01
高级NLP算法工程师（大模型应用）,北京·朝阳区·望京,20-40K·15薪,3-5年,本科,"自然语言处理项目经验
知识图谱相关经验",百炼智能,移动互联网,100-499人,"岗位职责
1. 负责大模型的研发和落地工作，包括但不限于开源大模型的接入与部署、模型预训练、SFT、RLHF、模型评估及迭代等；
2. 能够深入理解业务，进行重点难点技术攻关工作，将技术实现与业务场景联系起来，快速解决业务需求问题；
3. 具备良好的业务思维，能够与客户进行良好沟通，并能够按照要求撰写技术方案等相关文档。
任职要求
1. 统招一本院校本科及以上学历，计算机相关专业毕业；
2. 3年以上NLP相关工作经验，2年以上to B/to G领域相关工作经历，有丰富的与客户沟通经验者优先；
3. 熟悉大模型的基本技术原理，具备预训练、微调、数据处理等方面的经验，熟悉PyTorch、TensorFlow等至少一款深度学习框架；
4. 熟悉主流大模型，如LLaMA系列、GLM系列、BLOOM、百川等，具备较强的工程动手能力，有大模型结合本地知识库实际落地应用经验者优先，如使用LangChain、LlamaIndex等；
5. 具有良好的口语表达能力、文字表达能力和团队协作能力；
备注：本岗位需长期出差。",更新于：2024-03-02
AI LLM Prompt 开发工程师,北京·海淀区·苏州桥,20-40K·16薪,1-3年,本科,"大模型算法
自然语言处理算法
多模态算法
模型加速/性能优化
Python
优秀开源项目经历
算法工程化经验
参加算法相关竞赛/获奖",北京新智体科技,企业服务,0-20人,"工作职责：
负责大模型(LLM )的prompt工程，prompt工程优化，构建高质量的prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果。
负责基于多agent框架的创新场景测试研发。
负责训练和调试模型掌握专业领域能力，能生成期望的输出，以要求的回答格式和内容输出更专业的答案。
以通用大模型为基础，根据业务需要搭建上层应用，紧跟业界大模型相关前沿技术进展，结合业务场景持续创新探索。
不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
能力要求：
了解LLM领域，具备机器学习、深度学习、自然语言处理等相关技能，熟悉常用的模型和框架，如ChatGPT、HuggingFace等，有使用Python、PyTorch、TensorFlow等工具进行模型调试和训练经验优先。
熟悉prompt工程的原理和方法，能够根据项目需求，设计一些特定的文本提示来引导模型生成期望的输出。
具备良好的模型评估和优化能力，能够使用各种指标和方法来衡量模型的性能和效果，如准确率、召回率、BLEU、ROUGE等。
具备良好的逻辑思维、问题解决和团队协作能力，有强烈的责任心和进取心。能与团队其他成员进行有效的交流和配合。
熟悉对常见的模型API的对接、应用和调试、优化方法，能熟练使用API与第三方聊天机器人模型进行交互，发送用户输入并接收模型输出，并使用参数控制模型的生成长度、温度、重复度等。
熟悉主流的大模型产品，如GPT、BART、Claude、LLaMA等，国产的baichuan、glm、千问、InternLM等，了解它们的训练、调用方法，并深入了解它们的优点和缺点，如生成能力、多样性、一致性等。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
岗位职责：
1、负责大模型(LLM )的数据工程，构建高质量的 prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果
2、负责大模型预训练数据质量提升，通过分类／聚类／多样性评估等方法清洗出高质量数据，提升基座模型效果
3、不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
2、工作经验：1至5年",更新于：2024-03-03
NLP算法（大模型方向\LLM\GPT）,北京·西城区·月坛,12-20K,经验不限,本科,"文本生成
Python
大模型算法
算法工程化经验
GPT
LLM
Langchain",法本,计算机软件,10000人以上,"工作职责：
1、人工智能、自然语言处理等领域开展前沿技术研究；
2、为产品应用提出定制化模型并工程实现；
3、紧跟NLP最新进展，探索前沿技术并对模型架构迭代创新。
职位要求:
1、熟悉各种机器学习算法，特别是NLP算法（LSTM，Transformer，GPT，BERT，LDA），至少掌握一种深度学习框架（torch、tensrflow等）；
2、熟悉大模型相关知识，有过实际研发经验的优先；
3、具有实时跟进paper的能力，能够复现github上的项目；
4、责任心强，积极主动，良好的沟通和团队协作能力。",更新于：2024-03-01
IDP/NLP/LLM算法工程师,北京·海淀区·上地,11-22K·13薪,1-3年,本科,Python,易道博识,移动互联网,20-99人,"工作内容
1. 利用NLP/IDP/LLM技术，进行文档、文本数据的分析处理，包括但不限于关键信息抽取、长文本信息抽取、文本分类、文档版面分析、文档内容理解等；
2. 结合业务中的实际问题改进算法，提升算法在业务中的效果；
3. 跟踪学术界和工业界前沿技术，推动相关算法或技术在公司项目中实际落地。
任职要求
1. 毕业于计算机/机器学习/电子信息／数学／统计学／模式识别/自动化等相关专业，统招一本及以上学历；
2. 应届生或1-2年相关经验；
3. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
4. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
5. 优秀的分析问题和解决问题的能力，敢于挑战，追求卓越，有创新精神和研发热情。",更新于：2024-03-01
IDP/NLP/LLM算法工程师（信息抽取方向）,北京·海淀区·上地,15-28K·13薪,1-3年,本科,"文本生成
Python
深度学习
PyTorch
TensorFlow
ML",易道博识,移动互联网,20-99人,"工作内容
1. 利用NLP/IDP/LLM技术，进行文档、文本数据的分析处理，包括但不限于关键信息抽取、长文本信息抽取、文本分类、文档版面分析、文档内容理解等；
2. 结合业务中的实际问题改进算法，提升算法在业务中的效果；
3. 跟踪学术界和工业界前沿技术，推动相关算法或技术在公司项目中实际落地。
任职要求
1. 毕业于计算机/机器学习/电子信息／数学／统计学／模式识别/自动化等相关专业，统招一本及以上学历；
2. 应届生或1-2年相关经验；
3. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
4. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
5. 优秀的分析问题和解决问题的能力，敢于挑战，追求卓越，有创新精神和研发热情。",更新于：2024-03-01
IDP/NLP/LLM算法工程师（信息抽取方向）,北京·海淀区·上地,20-30K·13薪,1-3年,本科,"多模态算法
Python
深度学习
机器学习
信息抽取",易道博识,移动互联网,20-99人,"工作内容:
1. 利用NLP/IDP/LLM技术，进行文档、文本数据的分析处理，包括但不限于关键信息抽取、长文本信息抽取、文本分类、文档版面分析、文档内容理解等；
2. 结合业务中的实际问题改进算法，提升算法在业务中的效果；
3. 跟踪学术界和工业界前沿技术，推动相关算法或技术在公司项目中实际落地。
任职要求:
1. 毕业于计算机/机器学习/电子信息／数学／统计学／模式识别/自动化等相关专业，统招一本及以上学历；
2. 应届生或1-2年相关经验；
3. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
4. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
5. 优秀的分析问题和解决问题的能力，敢于挑战，追求卓越，有创新精神和研发热情。",更新于：2024-03-01
阿里妈妈技术-LLM算法工程师（NLP/多模态）,北京·东城区·黄寺,20-40K·16薪,1-3年,本科,"大模型算法
多模态算法
摘要生成
文本生成
C/C++
Python
Java
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",阿里巴巴集团,互联网,10000人以上,"职位描述：
我们是阿里妈妈内容平台与智能创作团队，招聘内容生成、大语言模型算法工程师：
1. 跟进和研发大规模语言模型（LLM）的预训练、持续训练、指令微调、RLHF 等技术。
2. 研发基于大语言模型的广告文案等文本内容生成和改写等下游应用。
3. 结合以上方向的探索和研究，撰写发表论文，和业界、学术界保持良好的交流。
职位要求：
1. 掌握C/C++, Python 等至少一门编程语言，有深度学习开发经验，具备独立实现算法的能力；
2. 在计算机视觉、自然语言处理、多模态等方向有研发经验；
3. 良好的逻辑分析能力和数理基础，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；
4.对算法原理及应用有较深入的理解，有实际成果并发表在国际重要会议、期刊者优先；
5. 对文案生成图片、大语言模型等AIGC前沿领域有研发经验或充分理解者优先。",更新于：2024-03-01
自然语言处理组_AI智能体研发（LLM Agent）,北京·海淀区·上地,25-40K·16薪,1-3年,硕士,"机器学习
大模型算法
自然语言处理算法
多模态算法
C/C++
Python
NLP
Agent",百度,互联网,10000人以上,"工作职责:
-开展基于LLM的Agent研发工作
-进行通用Agent策略和机制的研发工作，包含但不限于Agent模型研发、通用Agent和垂类Agent构建等
-结合工具调用开展基于大模型的知识增强任务
-结合百度的产品和业务实现技术落地
职位要求:
-计算机、数学、物理学相关专业本科及以上学历
-NLP、搜索、广告、推荐、视觉、语音、机器学习等技术背景
-代码能力优秀，能够完成算法模型和工程实践的开发
-具有较好的团队沟通合作能力、理解能力和抗压能力，有责任心和自驱力
-有学术能力加分，在NLP及ML领域顶级学术会议（ACL、EMNLP、COLING、CVPR、ICML等）发表过高质量文章者优先",更新于：2024-03-02
百度–大模型 LLM和AIGC算法,北京·海淀区·西二旗,20-40K·16薪,1-3年,硕士,"自然语言处理
大模型
AIGC",百度,互联网,10000人以上,"目标: 做最强的中文大模型
【工作职责】
1、参与LLM和AIGC核心算法工作，基于海量的内容（文本、图像、视频）及前沿的大模型，支持文教互娱的算法工作，提高业务效果
2、利用LLM前沿技术方向，负责AI内容生成和编辑(prompt设计、大模型SFT和预训练，大模型强化学习等)、内容理解和质量识别(质量分级、内容结构化、智能标签/摘要，优质文案等)、场景应用(需求理解、用户刻画、个性化推荐)等
3、熟悉AIGC前沿技术，例如：CLIP，Stable Diffusion，ControlNet，Imagen，Dreambooth等。结合大模型（文心一言）和AIGC技术，支撑PPT生成、个人简历、对话系统等多模态场景。
4、关注用户体验提升，通过对数据的洞察，深入挖掘产品潜在价值和需求，通过技术创新推动产品成长
【职位要求】
1、熟练掌握自然语言处理、计算机视觉，强化学习，推荐系统等常用算法，对大规模预训练模型和下游应用，有深入实践者优先
2、有扎实的机器学习实践经验，熟悉一种主流的机器学习框架（PyTorch，Tensorflow，MXNet，PaddlePaddle）
3、具备良好的学习能力，能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优
4、有顶级会议（ACL/EMNLP/NIPs/ICML/ICLR/CVPR/ICCV//ECCV等）论文者优先
5、优秀的逻辑思维能力，积极主动，责任心强，有优秀分析和解决问题能力，良好的团队合作和沟通能力",更新于：2024-03-03
研究院-大模型算法研究员（LLM）,北京·海淀区·中关村,25-35K,1-3年,本科,"深度学习
机器学习
大模型算法
对话系统
文本生成
C/C++
Python
参加算法相关竞赛/获奖",SenseTime,计算机软件,1000-9999人,"岗位职责:
1. 研发LLM模型，紧跟前沿技术进展，负责大语言模型的训练和下游sft，探索大语言模型AI Agent、CoT 涌现能力等方面的研究
2. 探索LLM方向的算法应用技术研发工作，包括但不限于知识库检索、RAG对话系统、prompt工程、数据分析&评估和智能问答等，并基于LLM模型探索下一代语义技术，构建行业领先的多模语义核心能力
3. 与工程团队合作，负责相关技术的产品化落地，解决方案流水线搭建以及实用性调优
4. 深入研究业内领先的技术思路和高效算法
任职要求:
1. 熟悉掌握自然语言处理领域的基础理论和方法，熟悉BERT、ChatGPT等大语言模型
2. 精通C++、Python等编程语言的一种或多种，具备良好的编码能力
3. 精通TensorFlow、PyTorch等深度学习框架的一种或多种
加分项：
1. 擅长大语言模型训练、大规模分布式系统、海量数据处理、实时分析等方面的算法设计与优化优先
2. 具有智能问答、prompt工程实践经验者优先
3. 有ACL、EMNLP、AAAI、CVPR等相关顶会论文者优先，有大语言模型对话系统研究经验者优先
4. 具有良好的逻辑思维能力，主动性强，注重细节，善于团队合作；具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力",更新于：2024-03-01
LLM Agent算法工程师(A89744),北京·海淀区·学院路,25-50K·16薪,1-3年,硕士,"深度学习
机器学习
大模型算法
自然语言处理算法
多模态算法
Python
C/C++
LLM
deepspeed
transformers",百川智能,计算机软件,,"职位描述：
1、负责百川NPC模型Agent方向的算法研发和应用落地；
2、优化模型效果，提升LLM Agent规划、记忆、工具调用和指令遵从能力，保证Agent效果行业领先；
3、持续跟踪前沿技术，将先进算法快速落地并能够做出技术创新。
职位要求：
1、硕士及以上学历，2-3年LLM、NLP、RL等相关算法方向工作经验；
2、良好的python代码能力，熟练掌握pytorch、deepspeed、transformers等训练工具；
3、良好的团队协作能力，善于沟通和解决问题；
4、对LLM的原理与应用有深入了解或对Agent技术有系统性研究者优先。",更新于：2024-03-03
对话算法工程师/专家(LLM),北京·海淀区·苏州桥,40-70K·14薪,3-5年,本科,"Python
TensorFlow
PyTorch
计算机相关专业
自然语言处理项目经验
人机对话相关经验
大模型
新能源
LLM",小鹏汽车,汽车研发/制造,10000人以上,"岗位职责：
1、负责对话相关核心技术算法与产品化等研发和优化工作，包括但不限于：大语言模型LLM、领域意图识别与切换、语义理解、对话生成、数据生成等。
2、参与公司产品、系统的需求分析、文档编写、技术方案制定等工作；
3、跟踪学术界和工业界相关技术的最新发展，并且能够快速应用到业务中。
工作要求：
1、计算机相关专业，本科及以上学历，5年以上开发工作经验。
2、熟悉Linux平台，有扎实的C++/Java/Python开发能力，具备良好的数据结构和算法基础。
3、有自然语言处理、文本挖掘、机器学习知识背景，有实战经验更佳。
4、有大数据、深度学习技术背景，或问答、对话、搜索相关项目背景者更佳，有LLM实战经验者优先。
5、有较强的自学能力和钻研精神，具有良好的沟通能力和团队合作能力，综合能力强。",更新于：2024-03-03
对话算法工程师/专家(LLM),北京·海淀区·苏州桥,35-65K·15薪,经验不限,本科,"Python
PyTorch
自然语言处理项目经验
人机对话相关经验",小鹏汽车,汽车研发/制造,10000人以上,"岗位职责：
1、负责对话相关核心技术算法与产品化等研发和优化工作，包括但不限于：大语言模型LLM、领域意图识别与切换、语义理解、对话生成、数据生成等。
2、参与公司产品、系统的需求分析、文档编写、技术方案制定等工作；
3、跟踪学术界和工业界相关技术的最新发展，并且能够快速应用到业务中。
工作要求：
1、计算机相关专业，本科及以上学历，5年以上开发工作经验。
2、熟悉Linux平台，有扎实的C++/Java/Python开发能力，具备良好的数据结构和算法基础。
3、有自然语言处理、文本挖掘、机器学习知识背景，有实战经验更佳。
4、有大数据、深度学习技术背景，或问答、对话、搜索相关项目背景者更佳，有LLM实战经验者优先。
5、有较强的自学能力和钻研精神，具有良好的沟通能力和团队合作能力，综合能力强。",更新于：2024-02-29
LLM算法工程师,北京·海淀区·学院路,20-30K·16薪,经验不限,硕士,"大模型算法
机器学习
深度学习
自然语言处理算法
模型加速/性能优化
多模态算法
并行计算
Python
分布式训练
团队管理经验
算法工程化经验
发表算法相关优秀论文",白熊智数,计算机软件,20-99人,"工作职责:
1.负责设计、开发和维护基于大型语言模型的机器学习应用。
2.进行大语言模型训练、调优和评估，以提高模型的性能和准确性。
3.使用先进的机器学习和自然语言处理技术处理大规模数据集。
4.与数据科学团队合作，理解和转化业务需求为有效的模型解决方案。
5.参与算法研究，探索新的机器学习技术和方法，编写和维护清晰、高效、可重用的代码。
6.持续跟进机器学习领域的最新发展，将新技术应用于项目中。
岗位要求:
1.硕士及以上学历，计算机科学、人工智能或相关领域。
2.精通Python语言和主流机器学习库（如PyTorch等）。
3.熟悉最新的并行化优化框架（如Megatron、DeepSpeed、Colossal等）
4.熟悉Git的使用。
5.深入了解自然语言处理和大型语言模型（如GLM、Llama等），至少具有一种商业大模型的使用经验（如ChatGPT）以及Prompt工程经验。
6.至少具有一种开源大模型的训练、开发、部署经验（如GLM、Llama等）。
7.有处理和分析大规模数据集的经验，能够独立进行机器学习项目的设计和实现。
8.能够持续追踪最新SOTA论文，并具有熟练的复现能力。可以流畅阅读英文论文。
9.具备良好的算法和数据结构知识，良好的团队合作精神和沟通能力。
10.有项目管理经验或主导过任意项目。
加分项:
1.博士及以上学历、具有海外名校留学经历。
2.在顶级会议或期刊上发表过相关论文。
3.有使用云平台（如AWS、Azure）进行大规模机器学习训练的经验。
4.对模型优化和资源管理有深入理解，具有过相关实践经验。
5.对最新的机器学习趋势有深入的了解和研究。
你将获得：
1.哈工大青年博士团队，参与各类企业大模型应用项目，了解最新技术及学术进展和行业落地情况！
2.团队平均年龄25岁，轻松活泼，氛围好，效率高，拒绝职场PUA，拒绝无效加班！
3.独立负责项目，表现优异者未来三年将获得至多60万股期权激励！
4.成为早期创始团队一员，伴随企业一同成长并获得出国外派工作机会！
5.根据具体产出，工作期间可发表相关学术论文！",更新于：2024-03-03
阿里妈妈-LLM算法工程师-GP1013107,北京·朝阳区·太阳宫,20-40K·16薪,经验不限,本科,"搜索/推荐
智能营销/广告",阿里巴巴集团,互联网,10000人以上,"阿里妈妈技术-LLM算法工程师（NLP/多模态）-北京/杭州
岗位职责：
我们是阿里妈妈内容平台与智能创作团队，招聘内容生成、大语言模型算法工程师：
1. 跟进和研发大规模语言模型（LLM）的预训练、持续训练、指令微调、RLHF 等技术。
2. 研发基于大语言模型的广告文案等文本内容生成和改写等下游应用。
3. 结合以上方向的探索和研究，撰写发表论文，和业界、学术界保持良好的交流。
职位描述
1. 掌握C/C++, Python 等至少一门编程语言，有深度学习开发经验，具备独立实现算法的能力；
2. 在计算机视觉、自然语言处理、多模态等方向有研发经验；
3. 良好的逻辑分析能力和数理基础，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；
4.对算法原理及应用有较深入的理解，有实际成果并发表在国际重要会议、期刊者优先；
5. 对文案生成图片、大语言模型等AIGC前沿领域有研发经验或充分理解者优先。",更新于：2024-03-03
NLP/LLM算法工程师/专家,北京·海淀区·上地,40-70K·15薪,3-5年,本科,"发表算法相关优秀论文
对话系统
摘要生成
深度学习
大模型算法
多模态算法
算法工程化经验
AI
强化学习
LLM
优秀开源项目经历
Python",滴滴,移动互联网,1000-9999人,"岗位职责：
1. 参与基础大语言模型应用研发；
2. 结合机器学习、强化学习等技术优化基础大语言模型
3. 调研并探索SFT/RLHF方向前沿算法、框架，持续提升现有算法的效率与效果。
任职要求：
1. 有计算机科学、数学、统计学或相关领域的硕士或博士学位；
2. 熟悉Python与深度学习框架，具有良好的编程能力和扎实的数学理论基础；
3. 关注行业前沿进展，对技术开发及应用有热情，有自己的想法并乐于挑战自我；
4. 良好的沟通能力，跨团队协作能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力和自我驱动力；
加分项
1. 有相关领域的开源项目、竞赛获奖、顶会论文发表/在投；
2. 熟悉LangChain、DeepSpeed等LLM开源工具，工程能力较强；",更新于：2024-03-03
开发工程师 - LLM 知识库,北京·石景山区·苹果园,12-20K,经验不限,本科,研究导向,航天开元,计算机软件,100-499人,"岗位职责：
1. 负责大模型外接知识库方案的开发实现，支持业务的快速迭代。
2. 基于大数据和机器学习技术，结合业务场景，进行知识建模、抽取、融合、链接等方面的开发工作，配合系统开发工程师对接大模型的提示工程和应用落地。
3. 探索外接向量知识库和知识图谱的前沿科研成果，实现快速验证及转化应用。
4. 业务场景包括文本摘要、文本生成、机器阅读理解、人机问答、多轮对话等。
任职要求：
1. 本科及以上学历，计算机相关专业毕业。
2. 具备知识图谱技术的相关知识和项目经验。
3. 对于数据和业务场景具有较强的敏感性。
4. 具备 LLM 外接知识库的基础知识，熟悉 langchain +LLM 的开发方案。熟悉 Python 开发，具有 Linux 平台下的开发经验。
5. 具备良好的数据结构和算法基础、扎实的编程功底、良好的编程风格和习惯。
6. 逻辑思维能力强，具备良好的团队合作和沟通能力，能够积极参与项目的讨论和决策。",更新于：2024-03-01
算法工程师（LLM方向）,北京·朝阳区·望京,20-30K·15薪,经验不限,本科,"业务导向
搜索/推荐
Python
计算机相关专业",悦点,计算机软件,20-99人,"1. 负责行业大模型（LLM+KG）方面的开发
2. 愿意与创业公司一同成长
3. 公司详细信息可以查看brightendata.com",更新于：2024-02-23
北京_千帆应用工作台LLM高级算法(J68761),北京·海淀区·西二旗,29-50K·16薪,3-5年,本科,"多模态算法
对话系统
语音算法
分布式训练
大模型算法
发表算法相关优秀论文
算法工程化经验
LLM",百度,互联网,10000人以上,"工作职责:
-负责百度大模型应用平台上的模型开发、效果调优，使平台上的模型算法保持领先
-负责基于大模型面向应用场景的算法策略组件建设
-深入用户业务场景中，分析和沉淀最佳实践的开发框架
-负责LLM、深度学习、机器学习等方向相关问题研究，跟进前沿技术动态
任职资格:
-本科及以上学历，计算机相关专业优先，2年以上工作经验，良好的沟通与表达和团队协作能力
-熟悉至少一种深度学习框架（PaddlePaddle、PyTorch、TensorFlow、Caffe等），熟练使用Linux系统，熟练使用c++、python等语言，精通常用算法和数据结构，对常见的机器学习、深度学习算法有较强的实践能力
-掌握NLP基本算法，在自然语言处理相关领域中至少一个方向有一定的实践经验，如语义检索与推荐、信息抽取、对话系统、语义理解、阅读理解、聚类、迁移学习、多模学习、低资源学习等
-熟悉LLM相关技术，如transformer, prompt tuning, RLHF, langchain等，对相关技术落地有自己的理解
-在机器学习/NLP领域顶级学术会议发表过高质量文章者优先
-有ToB领域落地项目经验优先",更新于：2024-03-01
