岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
自然语言处理,北京·海淀区·清河,12-20K·14薪,经验不限,本科,自然语言处理,Python,C/C++,中国知网,互联网,1000-9999人,"岗位职责：
语义词典建设相关前沿技术的跟踪和研究
招聘要求：
1.计算机相关专业硕士及以上学历；
2.熟悉自然语言处理、机器学习等常用算法，对NLP方向有浓厚兴趣；
3.熟练掌握C/C++编程语言；
4.理解各种常用的数据结构和算法，思维严谨灵活，具有较强的学习能力，良好的沟通和团队合作能力；
5.了解数据库技术，有处理大规模数据经验者优先；熟悉信息检索基本概念，有文本挖掘 （分类、聚类、摘要、结构化信息提取）、中文信息处理 （如分词与词性标注、命名实体识别、信息抽取系统、问答系统等）、知识系统等方面研究与开发经验者优先。
保险福利：五险二金
食宿：免费早午餐、水果、员工宿舍、班车
其他：工作居住证、节假日福利、团建活动、带薪年假、免费体检
工作加班少，公司氛围好
联系方式：
***************
单位简介：
同方知网数字出版集团，简称同方知网，由清华大学主办的中国学术期刊（光盘版）电子杂志社和同方股份有限公司的四个全资子公司KNOW CHINA、同方知网（北京）技术有限公司、同方光盘股份有限公司、山西同方知网数字出版技术有限责任公司组成，主要从事国内外知识文化资源的数字出版和数字化增值开发，其数字出版与增值信息服务网站为“中国知网（www.cnki.net）” ,总部设在北京清华大学华业大厦。
同方知网是清华大学建设国家知识基础设施（CNKI），以知识文化服务回报社会的重要窗口，承担了四个“五年计划”的国家重大出版工程和“国家级重点新产品重中之重”项目，自主开发了一大批国际先进的数字出版、知识管理、知识服务技术，与全国知识界、出版界等合作，建成了涵盖我国90%以上知识文化文献的《中国知识资源总库》，用户遍及国内各行各业和全球40多个国家和地区，并承建了国家和地方众多机构支持决策的信息管理、知识管理工程。
同方知网以清华大学“自强不息、厚德载物”校训为企业文化精髓，以“弘扬中外优秀文化，服务国家‘四项建设’”为己任，秉承“诚信为本、合作共赢”的经营思想，艰苦创业、奋力拼搏、不断创新，专心致志建设CNKI 17年，出版产品和技术服务享誉海内外。其核心产品《中国学术期刊网络出版总库》、《中国优秀博硕士学位论文全文数据库》、《中国年鉴全文数据库》、《中国工具书总库》、《CNKI三农网络书屋》获得国家最高出版奖—第一、二届中国出版政府奖，公司被中国版权协会评为“中国最具影响力的版权企业”，被新闻出版总署、文化部、商务部、国家广电总局评为“国家文化出口重点企业”，被中国产品质量协会评为“质量信用AAA级”企业。
“十二五”时期，同方知网将在党和国家“加快推进数字化转型升级、努力建设新闻出版强国”的战略部署下，以满足我国知识文化创新与经济社会转型发展的需求为主要目标，大力加快、提升CNKI建设步伐和水平，向国内、国际社会提供更优质的产品和服务。
“中国知网”诚聘全国各专业优秀人才，期待您的加入!
--",更新于：2023-11-22
自然语言处理算法,北京,15-30K,1-3年,本科,Python,PyTorch,TensorFlow,北京博瑞彤芸,移动互联网,100-499人,"职责:
1.负责ChatGPT人工智能语言模型的训练、优化与部署。确保其生成的响应符合公司的要求。
2.负责ChatGPT与企业微信平台的接口对接与集成。包括ChatGPT的调用方式、响应结果的展
示形式等。
3.负责ChatGPT人工智能系统的日常监督与运维。监测其运行状况及时间,并在第一时间处理任
何技术问题。确保其稳定高效的工作。
4.持续优化ChatGPT人工智能系统,提高其自然语言理解和生成能力。使之可以更好地服务公司
和终端用户。
5.负责云平台的监控与故障排查。保障其可用性与稳定性,为ChatGPT系统提供可靠的运行环
境。
任职要求：
1.学历要求:大学本科及以上学历（学信网可查）,计算机、软件工程、人工智能等相关专业。
2.技能要求:
精通Python、PyTorch等深度学习框架,熟悉TensorFlow等其它机器学习工具。
熟悉自然语言处理、机器翻译、对话系统等技术,有相关项目实施经验者优先。
熟悉云计算服务如AWS、Azure、GPU服务器等,有部署复杂AI系统的实践经验。
掌握大数据、分布式计算等技术,可以处理海量数据和运算。
了解transformer、BERT、GPT等开源AI模型,并有相应调优使用经验。
3.实践要求:至少2-3年针对自然语言处理与对话系统的工程经验。有大型AI产品落地案例者
优先。
4.职业素养:具备较强的学习能力、工作主动性和团队协作意识。关注人工智能技术与行业动态。
5.需要熟悉深度学习与NLP相关理论,并有一定复杂AI系统落地案例作为经验。",更新于：2023-12-22
自然语言处理算法高级讲师,北京,20-25K,1-3年,本科,Java,C++,Python,北京八维研修学院,计算机软件,1000-9999人,"职位描述
岗位要求：
1、五年以上工作经验， 两年以上自然语言处理经验，包括语法分析、句法分析、语义表示、问答系统、知识图谱、搜索引擎、文本匹配、推荐系统等；
2、扎实的编程基础，至少精通二种编程语言，如C/C++，Java，python（必须）等；
3、熟练掌握深度学习以及常见机器学习的原理和算法；
4、对自然语言处理相关的分词、词性标注、实体识别、句法分析、语义分析等有深入的实践经验；
5、有强烈求知欲，对人工智能领域相关技术有热情；
6、具有良好的数学基础，良好的英语阅读能力，有团队意识，与他人合作良好。
岗位职责：
1、实施自然语言处理专业课程授课；
2、参与课程研发，课程体系完善；
3、负责学生授课、答疑、辅导以及试卷批改工作。
4、通过相关技术和项目经验指导，提升毕业生的技术水平和项目经验，达到就业目的。",更新于：2023-12-22
自然语言处理算法,北京,60-90K,经验不限,学历不限,TensorFlow,PyTorch,C/C++,某计算机服务公司,计算机服务,20-99人,"岗位职责
1. 参与大规模预训练语言模型的研发、部署、微调,主要涉及功能实现、性能优化、系统调优、硬件适配等工作;
2. 基于公司业务场景需求进行NLP相关研发;
3. 根据需求复现相关自然语言处理算法;
4. 参与前沿算法与应用的研究。
职位需求:
1. 自然语言处理、机器学习及相关专业、3年以上相关工作经验;
2. 较强的算法开发能力，熟悉C++、python、shell、cuda等一种或多种编程语言;
3. 掌握传统NLP、深度学习NLP相关算法，并具有相关实战经验;
4. 熟练使用 Pytorch 深度学习框架；
5. 对深度学习、Transformer、预训练有一定深度的理解和经验,能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先;
6. 高质量相关论文ACL，EMNLP，COLING，NAACL作者优先。",更新于：2023-11-22
NLP自然语言处理算法工程师,北京·海淀区·西北旺,25-40K·15薪,经验不限,本科,Python,PyTorch,,华为,计算机软件,10000人以上,"负责设计和开发NLP算法，包括语音识别、文本分类、情感分析、问答系统等；
深入挖掘用户需求，为客户提供定制化的NLP解决方案；
针对不同行业场景，优化算法性能，提高处理效率；
协助团队完成项目进度，参与代码评审，提高团队整体技术水平；
关注行业动态，持续跟进NLP技术发展趋势，参与对外技术合作与交流。
职位要求：
本科及以上学历，计算机、数学、统计学等相关专业；
3年以上NLP算法工程师工作经验，熟悉常用的NLP技术和算法；
熟悉Python、Java等编程语言，具备良好的编程习惯；
熟悉深度学习框架，如TensorFlow、PyTorch等；
具备良好的沟通能力和团队协作精神，能够承受一定的工作压力；
有以下经验者优先考虑：
a) 熟悉语音识别、机器翻译等领域的相关技术；
b) 有大型项目开发经验，能够独立承担开发任务；
c) 在自然语言处理领域发表过相关论文或拥有相关专利。
工作内容：
负责研发基于深度学习的NLP算法，实现语音识别、文本分类、情感分析等功能；
根据项目需求，开发并优化算法性能，提高处理效率；
参与项目进度管理，按时完成项目任务，并参与项目成果的评审；
与团队成员紧密合作，共同解决项目中的技术难题；
关注行业最新发展动态，及时更新自己的知识储备。",更新于：2023-12-09
自然语言处理算法,北京·海淀区·万柳,20-40K,经验不限,本科,Python,自然语言处理项目经验,,百度,互联网,10000人以上,"招正式员工或实习生
负责对话，nl2sql，文本分类、语义理解、情感分析等NLP任务的研发工作
工作地点 北京或深圳",更新于：2023-12-13
另类数据-自然语言处理算法专家,北京,30-60K·15薪,经验不限,本科,TensorFlow/PyTorch,计算机相关专业,数学/统计相关专业,某大型互联网金融公司,基金,100-499人,"职位描述
在金融场景下构建信息抽取、信息检索、对话交互等自然语言处理技术方案；
探索前沿LLM技术，基于LLM开发新一代技术框架，并实际落地应用到金融场景中；
在业务场景中打磨技术能力，接触大量真实业务数据，实现数据-算法-应用的闭环迭代流程。
职位要求
能够熟练使用python进行自然语言处理相关数据处理、模型训练、功能开发；
熟练使用Pytorch框架开发相关算法方案，对开源工具(huggingface、langchain、deepspeed等)较为熟悉；
对自然语言处理技术发展有较为深入了解，有LLM相关开发经验者优先
具有较好代码开发能力，有ACM/IOI等经验者优先；
211全日制本科以上学历，计算机、数学、金融工程等相关专业优先。",更新于：2023-12-22
自然语言算法工程师,北京·朝阳区·二外,25-50K·14薪,经验不限,本科,计算机相关专业,,,猎豹移动,互联网,1000-9999人,"工作职责:
1、参与ChatGPT相关和大语言模型相关算法的研究和实现，参与模型的优化和产品性能提升;
2、与其他技术和产品团队紧密合作，帮助算法和产品的落地和上线;
3、分析技术问题，高效执行解决技术方案，保证产品落地;
4、跟踪最新行业进展，并运用到工作中.
任职资格:
1、熟练掌握机器学习或NLP算法，能够运用到实际工作中;
2、具备良好的编程能力，熟悉Python等相关编程语言，熟练掌握PyTorch、TensorFlow等深度学习框架;
3、具备大语言模型相关经验更佳，了解大模型训练、多卡训练、模型压缩等技术;
4、具备创业精神，热爱创新，对AI充满热忱，具备团队协作精神。",更新于：2023-12-22
自然语言处理职业顾问,北京·海淀区·安宁庄,120-150元/时,经验不限,学历不限,Python,PyTorch,自然语言处理项目经验,北京范睿智创科技,互联网,0-20人,"工作时间：不限
工作时段：不限
结算方式：日结
招聘截止时间：2023-12-21
- 有自然语言处理项目经验
以下条件 满足其一
1. 名校
2.名企
3. 从业5年以上",更新于：2023-12-18
nlp自然语言处理,北京·东城区·工体,16-23K,1-3年,本科,Python,计算机相关专业,自然语言处理项目经验,中国电信,运营商/增值服务,10000人以上,"1.负责nlp组的模型以及功能测试
2.基本要求
2.1了解基本的nlp模型使用
2.2docker的使用
2.3模型评测的方法
2.4使用或者了解transofmer
2.5测试从事过自动化测试工具的开发
2.6熟练使用linux操作系统，具有基本shell脚本编写
2.7具备撰写测试计划、测试用例的能力
2.8 python语言
2.9 擅长分析和定位问题",更新于：2023-11-22
自然语言处理算法,北京·海淀区·西北旺,30-60K·16薪,经验不限,本科,语音/图像识别,计算机相关专业,机器学习算法/工程化经验,百度,互联网,10000人以上,"工作职责
-负责百度Feed推荐系统视觉/自然语言处理核心技术研发，包括但不限于图像/文本分类、质量评估、内容理解等，以及相关技术在移动端上的应用
-负责对接信息流推荐相关视觉/自然语言处理业务，负责项目沟通、技术拆解、推进及落地
-探索最新CV/NLP技术，打磨产品，推向亿万用户
-在个性化推荐场景下，洞察用户需求，大规模机器学习算法在亿级别用户产品中的应用，创造用户与商业价值
任职资格
-掌握计算机视觉/自然语言处理基础知识，在以上至少一门相关领域有深入研究
-了解机器学习基本算法，如分类、回归、聚类等
-熟悉至少一种深度学习框架，熟悉脚本编程语言（如Shell,Python等）
-具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题",更新于：2023-12-22
自然语言处理,北京·海淀区·颐和园,20-40K,1-3年,硕士,发表算法相关优秀论文,自然语言处理项目经验,PyTorch,方寸无忧,企业服务,100-499人,"【岗位职责】
1.负责NLP领域的算法研究和研发工作，包括文本纠错、文本摘要、生成、改写、知识图谱等，能独立开展一个或多个领域的研发工作；
2.负责相关算法模型的调研、复现、验证、开发、上线以及上线后的跟踪维护，不断迭代优化算法性能；
3.负责跟踪与探索NLP前沿技术；
4.参与相关学术工作，包括相关论文、专利的撰写等。
【岗位要求】
1.硕士及以上学历，1-5年经验，计算机、数学、统计学等相关专业背景；
2.了解NLP领域的前沿热点与最新技术，对文本生成、文本摘要、知识图谱、机器翻译中的一个或多个任务具有丰富的经验，有大模型相关研究者优先；
3.熟悉NLP领域的模型算法，不限于LSTM/GRU/Transformer/BERT/GPT/T5等模型；
4.熟练使用Python、JAVA、C/C++编程，有一定的linux、shell基础;
5.熟悉TensorFlow、Pytorch等深度学习框架;
6.对解决具有挑战性的问题充满激情，有较强的责任心和主动性，具有良好的沟通协作和学习能力。
【加分项】
1、发表过NLP领域顶级会议/期刊论文者（如ACL、EMNLP、NAACL等）优先；
2、参与过有影响力的AI竞赛并获得靠前名次者优先。",更新于：2023-12-22
自然语言处理,北京·海淀区·五道口,17-34K,1年以内,本科,自然语言处理,搜索算法,推荐算法,阿里巴巴集团,互联网,10000人以上,"阿里巴巴校园招聘-实习生招聘
算法工程师-自然语言处理 Software engineer -Natural Language Processing
岗位描述Job Description
阿里巴巴广阔的商业生态需要丰富且深入的的自然语言处理技术，涵盖底层文本知识库建设、词法分析、句法分析、语义分析、文档分析、深度文本表示、文本生成、机器翻译、智能对话等。阿里巴巴的自然语言处理技术正在推进平台化、服务化策略，不断追求技术的深度以及技术与业务的适当解耦。本岗位需要招聘自然语言处理专业的优秀本科、硕士、博士毕业生一起来夯实基础、赋能商业，实现技术与商业的完美结合。期待追求卓越、自我驱动、聪明、乐观、自省、皮实的优秀人士加入阿里巴巴，共同开创人工智能的商业新格局。
具体职责包括但不限于：
1、紧跟业界最新自然语言处理技术动态，深入研发自然语言处理相关的知识库、词法、句法、语义、文档、深度学习、机器翻译、智能对话等技术，包括模块的实际开发以及对接自然语言处理平台的接入；
2、理解自然语言处理技术应用的相关的业务场景及需求，在自然语言处理技术内核的基础上考虑业务场景的特殊性进而适当适配业务需求；
3、在核心技术研发之外，也会适当参与到具体的NLP相关业务中，例如搜索Query分析、智能对话的语义解析及意图理解、商品评价的语义理解、内容搜索推荐的结构化分析、商品搜索推荐的标签体系、社会化问答的文本分析、智能客服的场景定制等；
岗位要求Qualifications
1、本科及以上学历，硕士博士优先，计算机、数学、信息管理等相关专业；
2、具备极佳的工程实现能力，精通C/C++、Java、Python、Perl等至少一门语言；
3、精通自然语言处理领域的1到2项底层技术，有实际成果并发表在自然语言处理国际顶级会议、期刊者优先，有在相关的自然语言处理竞赛中获得优异成绩者优先；
4、熟悉深度学习以及常见机器学习算法的原理与算法，能熟练运用聚类、分类、回归、排序等模型解决有挑战性的问题，有大数据处理的实战经验；
5、有强烈求知欲，对人工智能领域相关技术有热情；
6、具有良好的数学基础，良好的英语阅读能力；
7、有团队意识，与他人合作良好，最好具有团队协作的经验。
个人补充:实习期间薪资250一天，根据往年经验可以直接转正，转正后的薪资预计在14k以上，一年16薪。
有意请发送简历至***************-inc.com",更新于：2023-11-22
阿里巴巴集团自然语言处理NLP算法,北京·朝阳区·望京,30-60K·16薪,经验不限,本科,Python,信息抽取,文本分类,阿里巴巴智能信息事业群,互联网,1000-9999人,"阿里巴巴UC事业部 CV 和 NLP 算法招聘！注意也包括 CV 算法！有推荐系统，搜索引擎和广告业务是加分项，有大模型，多模态经验是加分项，有信息学竞赛经历是加分项。
技术方向包括：分类，打标签，topic，时效性，质量，低俗，热点，相似重复。
我们的产品是UC浏览器中的推荐信息流",更新于：2023-11-22
自然语言处理,北京,20-40K·15薪,经验不限,本科,深度学习算法,算法设计,Python,百度,互联网,10000人以上,"岗位描述
负责百度自然语言处理算法设计，开发，优化。
岗位要求
1. 自然语言处理、机器学习、人工智能、图像处理等相关专业的同学。
2. 具有较强的编程能力，熟练使用 Python/Java/C/C++之一。
3.自然语言处理技术扎实。",更新于：2023-11-22
自然语言算法工程师—NLP,北京,22-40K,1-3年,本科,NLP,bert，T5，GPT,,某大型大数据公司,大数据,100-499人,"岗位职责:
1. 结合深度学习进行 NLP 内容生成相关方向的研究，包括智能对话，内容扩写等;
2. 研究学习场景中可控文本生成技术;
3. 研究学习场景中带问答性质的多轮对话技术；
4. 数字政府项目中 AI 助手场景的开发。
岗位要求:
1. 计算机、数学、统计、自动化等相关专业;
2. 对 transformer 模型架构有深入研究，对 bert，T5，GPT 等模型有实际使用经验;
3. 熟悉内容生成的相关技术，在对话、续写方面有技术积累；
4. 对自然语言处理技术体系和应用场景有深刻理解，熟悉自然语言处理、深度学习领域一些开源的算法。
5. 紧跟业界 NLP 文本生成技术，解决面向不同应用场景的内容文本生成问题;
6. 预训练模型，如:prompt 设计，大模型 fine-tuning，模型蒸馏等;可控文本生成，风格和主题控制;
7. 利用自然语言处理、深度学习在海量文本处理及挖掘中的应用，包括信息抽取，新闻主题发现，文本相关度模型，知识图谱构建，语义理解等。",更新于：2023-12-08
自然语言处理算法工程师,北京·海淀区·中关村,30-60K·15薪,经验不限,本科,nlp,,,北京有竹居网络,社交网络,10000人以上,"职位描述：
1、负责商品和内容分类与核心属性抽取等基础数据，提升各项电商业务效果；
2、负责电商搜索查询分析，电商query意图与分类等，提升电商搜索效果；
3、参与搜索、推荐等核心业务的算法研发，从NLP角度提供关键特征，改进业务效果。
职位要求：
1、扎实的机器学习经验，熟悉自然语言处理领域相关知识，掌握传统NLP、Deep Learning in NLP算法；
2、具有丰富的NLP技术落地的经验，较好的算法开发能力；
3、具备优秀的编码能力，熟悉C++、Python，熟悉Tensorflow/Pytorch/Torch/Caffe等；
4、具备优秀的学习能力和良好的沟通合作精神；
5、计算机相关专业本科及以上学历。",更新于：2023-12-22
自然语言算法工程师（校招）,北京·朝阳区·建国门,15-25K·14薪,1年以内,本科,Python,TensorFlow,PyTorch,熵简科技,计算机软件,100-499人,"我们正在搭建一支精英化、年轻化、战力强劲的算法团队，该团队作为核心技术团队，为公司的所有上层业务及产品赋能。
我们有大量行业级应用场景和项目，热切欢迎每一位在自然语言处理方面有造诣、有经验、有热情的小伙们加入我们，一起大展身手。对于优秀的同学，除了可以收获高于行业的薪酬，还可获得丰厚的期权奖励。
工作职责:
1. 负责 NLP 相关底层技术和平台的研发与实现；
2. 运用最先进的自然语言处理及机器学习技术, 研发特定场景下文本标签、信息抽取，问答系统，任务型聊天机器人等产品；
任职资格：
1. 计算机、数学、统计学等相关专业，985院校本科以上学历。系统地学习过自然语言处理这一学科，熟悉机器学习、模式识别等常用算法，熟悉NLP领域当前热点和前沿技术。
2. 精通C、C++/Python中至少一门编程语言，有扎实的编程能力，至少精通一种深度学习框架，Tensorflow、Pytorch 等。
3. 有1年以上NLP相关工作经验（实习经验也有效），具有深度学习(CNN/RNN/Transformer)、聚类、序列标注等相关算法的研发经验。
4. 研发过自然语言处理方面的商用系统，包括但不限于文本分类/聚类、实体识别、关键词抽取、情感分析、语言模型、自动摘要、知识推理等；
5. 优秀的逻辑推理，扎实的理论基础，强大的动手能力，热爱自然语言处理方向。
6. 有强烈的责任心和团队精神，善于沟通，自驱力强，主动完成目标。
加分项：
1. 在 NAACL、EMNLP、ACL 等学术会议或期刊上发表过论文；
2. 对 GitHub 等开源社区有重要贡献；
3. 具备一定的大数据处理和分析能力，至少熟悉一种大数据处理和分析工具，例如Spark，Hadoop等；
在这里，你将得到：
1. 合伙人亲自带，海阔凭鱼跃；
2. 与大牛们共事，创造世界级的金融科技产品；
3. 丰厚的期权激励、高于行业的薪酬、完善的福利体系；
4. 扁平化管理，弹性工作制；",更新于：2023-11-22
自然语言处理算法,北京·朝阳区·朝外,20-21K,1-3年,本科,Python,数学/统计相关专业,自然语言处理项目经验,北京欣之智科技,计算机软件,,利用自然语言处理技术和机器学习算法对文本数据进行挖掘分析,更新于：2023-12-05
自然语言算法专家,北京·朝阳区·望京,30-60K·16薪,1-3年,本科,不限,Java,TensorFlow,美团网,O2O,10000人以上,"1. 参与大模型研发及业务落地，支持智能客服多场景的效果优化；
2. 通过系统建设，降低业务分析数据的门槛，影响和提升业务对数据价值挖掘的能力和效率；
3. 能够深入理解业务，进行重点难点技术攻关工作，将技术实现与业务场景联系起来，快速解决业务需求问题；
4. 不断探索技术新领域，推动技术能力的沉淀和技术氛围的建设。
岗位基本需求
1. 熟悉自然语言处理常见算法与模型，具备深度学习技术在NLP领域的应用实践，对LMM（GPT-2、ChatGPT等）、多模态模型（LLaVa、BLIP2、instructBLIP等）模型有深入研究和实际工作经验。
2. 较强的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
3. 具备强烈的进取心、求知欲及团队合作精神，热衷于追求技术创新。
岗位亮点
1. 接触到大模型打造过程中的全链条模块，包括数据、训练、模型设计（多模态融合模块、视觉表示模块）等。
2. 针对业务的真实数据打造多模态大模型技术，业务应用场景广泛。
3. 注重大模型相关技术创新，以及相应的技术在业务场景中的应用创新。",更新于：2023-12-22
自然语言处理,北京·海淀区·上地,15-30K·14薪,3-5年,本科,深度学习算法,算法设计,机器学习算法,熵简科技,计算机软件,100-499人,"我们正在搭建一支精英化、年轻化、战力强劲的算法团队，该团队作为核心技术团队，为公司的所有上层业务及产品赋能。
我们有大量行业级应用场景和研究项目，热切欢迎每一位在自然语言处理方面有热情的同学们加入我们，在这里只需要做一件事：读paper，复现最前沿的算法模型，和团队一起成长。我们有一套明确可行的实习生培养方案，欢迎投递。
工作职责:
1. 读 paper，复现最前沿的算法模型；
2. 运用最先进的自然语言处理及机器学习技术, 研发特定场景下文本标签、信息抽取，问答系统，任务型聊天机器人等产品；
任职资格：
1. 计算机、数学、统计学等相关专业，985院校本科以上学历。系统地学习过自然语言处理这一学科，熟悉机器学习、模式识别等常用算法，熟悉NLP领域当前热点和前沿技术。
2. 精通C、C++/Python中至少一门编程语言，有扎实的编程能力，至少精通一种深度学习框架，Tensorflow、Pytorch 等。
3. 具有深度学习(CNN/RNN/Transformer)、聚类、序列标注等相关算法的研发经验者优先。
4. 研发过自然语言处理方面的商用系统，包括但不限于文本分类/聚类、实体识别、关键词抽取、情感分析、语言模型、自动摘要、知识推理等；
5. 优秀的逻辑推理，扎实的理论基础，强大的动手能力，热爱自然语言处理方向。
6. 有强烈的责任心和团队精神，善于沟通，自驱力强，主动完成目标。
加分项：
1. 在 NAACL、EMNLP、ACL 等学术会议或期刊上发表过论文；
2. 对 GitHub 等开源社区有重要贡献；
3. 具备一定的大数据处理和分析能力，至少熟悉一种大数据处理和分析工具，例如Spark，Hadoop等；",更新于：2023-12-22
自然语言工程师,北京·朝阳区·大望路,25-45K,5-10年,本科,其他,Java,Python,虎嗅网,互联网,100-499人,"岗位职责：
1.参与公司知识图谱应用、大模型应用和NLP算法落地灯
2.主要从事nlp算法方向研发工作，涉及知识图谱构建的各个优化环节
3.负责nlp领域前沿算法及框架，探索基于深度学习和大数据NLP应用
4.对多知识源的融合、消歧，从半结构化或无结构化数据上构建知识图谱
5.关注行业技术发展，持续研究和应用新技术
岗位要求：
1.自然语言处理，机器学习，计算机相关领域本科及以上学历
2.有nlp实战经验，参与过相关项目，有知识图谱构建开发经验优先
3.熟悉相关开源算法库或工具，如：tensorflow、pytorch等
4.熟练掌握一种或多种开发语言，如python、java等
5.有团队意识，沟通良好，抗压能力强",更新于：2023-12-22
自然语言处理（NLP）,北京,35-65K·15薪,3-5年,本科,深度学习,机器学习,文本生成,某知名互联网公司,互联网,1000-9999人,"工作职责：（主要落地研发模型，包括GPT）
1. NLP机器学习和深度学习算法系统的研发，包括文本分类、搜索、自动标注、知识库和智能问答等技术的研究和开发；
2. 负责完整的算法的设计、开发、维护等整套流程，包括样本收集，特征提取，模型训练，上线部署，及迭代维护等
3. 参与ChatGPT相关和大语言模型相关算法的研究和实现，参与模型的优化和产品性能提升
4. 探索具有落地潜力前沿应用技术，不断提升产品的用户体验
任职要求：
1. 至少3年以上NLP算法研究开发经验,包括语法分析、句法分析、语义表示、问答系统、对话系统等
2. 熟悉NLU相关业务，针对任务型对话系统和开放域对话系统有较深理解；
3. 熟悉机器学习、深度学习等相关技术,Pytorch, TensorFlow/Caffe/MXNet/Theano等
4. 优秀的算法和编程能力，熟悉搜索、排序、图等通用算法，精通C++或Python等
5. 有较强的创新能力，良好的沟通能力以及团队协作能力",更新于：2023-12-22
毫米波雷达数据挖掘算法工程师,北京,20-30K·13薪,1-3年,本科,Python,HMM、LSTM,时序数据分析与处理,清雷,医疗健康,20-99人,"职位描述：包括但不限于1）构建医学金标准数据和雷达生命体征监测数据的映射模型；2）对雷达采集的单日夜间睡眠数据（包括呼吸率、心率、体动等）做睡眠分期；3）基于单用户长期睡眠数据做行为规律分析、疾病预警等；4）开发、部署、维护云端算法引擎；岗位要求：1）本科：4年以上经验，硕士：2年以上经验即可2）深刻理解时序数据分析与处理方法，如HMM、LSTM等；熟练使用Python编程语言；熟练使用numpy、scipy、pandas等库；有Python云端算法部署经验和云端数据库操作经验。
有使用 HMM 做分类识别任务的项目经验”优先",更新于：2023-12-22
数据挖掘工程师,北京,30-50K·15薪,经验不限,本科,数据挖掘,,,某大型互联网公司,互联网,1000-9999人,"工作职责：
1、负责风险管理情报数据分析、挖掘等工作，利用数据分析工具和技术，对企业内外风险因素进行分析和预测。
2、负责编写和执行数据分析程序以及制作可视化分析报表，为团队及相关业务部门高效决策提供支持。
3、协助开发数据分析平台和工具，提高数据分析与挖掘效率，提升情报数据及风控数据分析的效率。
4、参与风控策略、政策的制定和风险预警预测工作，协助公司及时发现和解决风险问题。
任职资格：
1、熟练掌握SQL、Python等数据分析工具和技术，熟悉数据挖掘、机器学习等相关算法。
2、对于数据分析有较高的业务理解和技术驾驭能力，具备一定的数据建模和统计学知识。
3、具备一定的风控理论和知识，熟悉风险管理体系，有丰富的风控或数据挖掘行业经验者优先。
4、具备良好的沟通表达能力和团队协作精神，具备较强的学习能力和适应能力。
5、本科及以上学历，数学、统计学、计算机科学、金融等相关专业优先考虑。",更新于：2023-12-22
数据挖掘（搜索推荐）,北京·朝阳区·西坝河,50-80K·14薪,1-3年,本科,Java,机器学习经验,大数据处理经验,BOSS直聘,人力资源服务,1000-9999人,"工作职责
- 研究数据挖掘或统计学习领域的前沿技术,并用于实际问题的解决和优化
- 广告投放方向数据和策略的挖掘，帮助客户实现智能化投放
-通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求,进而提供更有价值的产品和服务,通过技术创新推动产品成长
职责要求：
-热爱互联网，对技术研究和应用抱有浓厚的兴趣，有强烈的上进心和求知欲，善于学习和运用新知识
-具有以下一个或多个领域的理论背景和实践经验：机器学习/数据挖掘/深度学习/信息检索/自然语言处理
-至少精通一门编程语言，熟悉网络编程、多线程、分布式编程技术，对数据结构和算法设计有较为深刻的理解
-良好的逻辑思维能力，对数据敏感，能够发现关键数据、抓住核心问题
-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识",更新于：2023-12-22
机器学习/数据挖掘算法工程师【核心】,北京·海淀区·上地,30-50K·14薪,经验不限,本科,大模型算法,推荐算法,Python,作业帮,互联网,10000人以上,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",更新于：2023-12-22
数据挖掘,北京·海淀区·皂君庙,18-35K,经验不限,学历不限,数学/统计相关专业,计算机相关专业,用户画像/标签体系相关经验,字节跳动,互联网,10000人以上,"1、基于对用户和产品的理解和海量数据，参与产品、运营、研发等多种场景的数据分析、实验设计和效果改进和数据建模等；
2、研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，挖掘更有价值的高阶数据；
3、主动发起并推动忠于用户价值或产品体验的数据分析项目或算法策略落地。",更新于：2023-12-18
