岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
大模型算法,北京·昌平区·回龙观,20-40K,经验不限,本科,"深度学习
大模型算法
图像算法
C/C++
Python
优秀开源项目经历",锦心,互联网,,"1. 大模型微调
2. 针对lora 或者其他微调算法进行优化
3. 数字人算法
4.熟悉streamlit、gradio、nodejs、react等前端技术",更新于：2024-03-07
大模型算法,北京·海淀区·西北旺,30-60K·16薪,经验不限,本科,多模态,荣耀终端有限公司,消费电子,10000人以上,"岗位职责：
1. 负责大模型算法的设计、开发和优化，实现多模态数据的处理和分析。
2. 负责模型训练、调优和评估，提高模型的准确性和效率。
3. 负责模型部署和维护，确保模型的稳定性和可靠性。
4. 跟踪和研究最新的大模型算法和技术，不断提升团队的技术水平。
任职要求：
1. 具有计算机、数学、统计学等相关专业本科及以上学历。
2. 熟练掌握Python、C++等编程语言，熟悉深度学习框架（如TensorFlow、PyTorch等）。
3. 具有多模态数据处理和分析经验，熟悉图像、语音、文本等数据的处理方法和算法。
4. 具有良好的团队合作精神和沟通能力，能够有效地与团队成员协作完成项目。
5. 具有较强的学习能力和自我驱动能力，能够不断学习和掌握新的技术和算法。",更新于：2024-03-07
大模型算法,北京·海淀区·西北旺,25-50K·14薪,经验不限,本科,"大模型算法
深度学习
强化学习
自然语言处理算法
搜索算法
推荐算法
Python
嵌入式开发
分布式训练
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",华为,计算机软件,10000人以上,华为社招，正式员工（根据面试情况定级定薪），主要职责是解决大模型在基础软件设计、渗透领域对安全技术栈重构的挑战，构建AI安全长板竞争力，深圳/西安/杭州/北京/南京均可,更新于：2024-03-07
AI大模型算法工程师,北京,20-35K,3-5年,本科,"机器学习
深度学习
自然语言处理算法
Python",某大型通信上市公司,通信/网络设备,100-499人,"职位描述（主要职责）：
""1. 负责基础大模型构建工作，深度参与大语言模型的模型训练、调优、系统评测和模型推理；
2. 针对细分业务场景的数据处理、模型微调、prompt tuning等，以适应场景并达成业务目标；
3. 负责大模型在垂直领域应用的设计划与落地，支撑公司在大模型领域的演进和提升;
4. 持续关注大模型领域的最新研究与应用趋势，引领公司大模型技术进步；""
职位要求：
""1. 计算机科学、机器学习、人工智能相关专业本科及以上学历，具备机器学习/深度学习/NLP等相关专业知识；
2. 3年以上深度学习和NLP相关开发工作经历，具备大模型精调、应用落地的经验，有多模态开发经验的优先；
3. 熟悉LLM大模型基本原理及应用、langchain框架及应用，有GPT大模型研发经验者优先；
4. 熟练掌握Python开发技术栈和生态工具，熟练使用PyTorch、TensorFlow等深度学习框架；
5. 精通大模型3D/4D并行技术以及训练、微调技术，如LoRA、p-tuning、SFT、RLHF等；
6. 具备团队合作和沟通能力，较强的学习能力和自我驱动力；",更新于：2024-03-07
算法专家-语言大模型方向,北京·昌平区·回龙观,40-70K·13薪,1-3年,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
搜索算法
多模态算法
C/C++
Python
Java",枫洲科技,人力资源服务,,负责大语言模型相关技术,更新于：2024-03-06
大模型算法工程师-AI/海外教育,北京·海淀区·苏州桥,30-50K·15薪,1-3年,本科,"大模型算法
机器学习
深度学习
自然语言处理算法
融合感知算法
Python
参加算法相关竞赛/获奖
发表算法相关优秀论文
多模态
AI
PyTorch",北京字节跳动,移动互联网,10000人以上,"职位描述
1、负责Gauthmath的大模型算法工作，研究相关技术在各种学习场景的应用和解决方案，满足全球学生群体日益增长的智能交互需求，全面提升学习体验；
2、探索Prompt Engineering、COT等技巧，基于LLM设计解题Agent，提高数学解题能力；
3、追踪业界LLM、多模态最新技术，探索提升文本解题、图形解题的方法；
4、发挥想象力，探索LLM在更多学习场景的落地。
职位要求
1、优秀的代码能力、数据结构和基础算法功底，熟练Python/PyTorch，ACM/ICPC、NOI/IOI等比赛获奖者优先；
2、对解决探索性问题充满热情，有良好的沟通协作能力，具备精英级别的动手能力和自驱力；
3、有LLM、数学解题相关研究的优先。",更新于：2024-03-07
高级NLP算法工程师（大模型应用）,北京·朝阳区·望京,20-40K·15薪,3-5年,本科,"自然语言处理项目经验
知识图谱相关经验",百炼智能,移动互联网,100-499人,"岗位职责
1. 负责大模型的研发和落地工作，包括但不限于开源大模型的接入与部署、模型预训练、SFT、RLHF、模型评估及迭代等；
2. 能够深入理解业务，进行重点难点技术攻关工作，将技术实现与业务场景联系起来，快速解决业务需求问题；
3. 具备良好的业务思维，能够与客户进行良好沟通，并能够按照要求撰写技术方案等相关文档。
任职要求
1. 统招一本院校本科及以上学历，计算机相关专业毕业；
2. 3年以上NLP相关工作经验，2年以上to B/to G领域相关工作经历，有丰富的与客户沟通经验者优先；
3. 熟悉大模型的基本技术原理，具备预训练、微调、数据处理等方面的经验，熟悉PyTorch、TensorFlow等至少一款深度学习框架；
4. 熟悉主流大模型，如LLaMA系列、GLM系列、BLOOM、百川等，具备较强的工程动手能力，有大模型结合本地知识库实际落地应用经验者优先，如使用LangChain、LlamaIndex等；
5. 具有良好的口语表达能力、文字表达能力和团队协作能力；
备注：本岗位需长期出差。",更新于：2024-03-07
【语言模型算法】【AIGC/年轻/无管理内卷】,北京·朝阳区·望京,30-50K·13薪,1-3年,本科,"文本生成
机器翻译
多模态算法
Python
深度学习
机器学习
大模型算法
参加算法相关竞赛/获奖
模型加速/性能优化
发表算法相关优秀论文",福斯文化,互联网,,"算法工程师（Agent方向）
岗位职责
1、负责设计并优化大语言模型（LLM） Prompt Engineering 以及机器人AIAgent的构建与落地；
2、负责基于LLM的机器人AI Agent模块与机器人本体其他功能模块交互的工程实现。
能力要求
1、从N-gram 到cahtGPT的整个发展了解
2、有过character AI 方向的项目，并且进行过微调 ，使用多agent进行过创造性的游戏项目（二选一）
3、有坚实的NLP基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。
chatGPT 相关代码经验",更新于：2024-03-07
大模型算法工程师,北京·海淀区·清河,15-25K·13薪,1-3年,本科,"大模型算法
深度学习
机器学习",简游,游戏,20-99人,"工作职责：
负责大模型(LLM )的prompt工程，prompt工程优化，构建高质量的prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果。
负责基于多agent框架的创新场景测试研发。
负责训练和调试模型掌握专业领域能力，能生成期望的输出，以要求的回答格式和内容输出更专业的答案。
以通用大模型为基础，根据业务需要搭建上层应用，紧跟业界大模型相关前沿技术进展，结合业务场景持续创新探索。
不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
能力要求：
了解LLM领域，具备机器学习、深度学习、自然语言处理等相关技能，熟悉常用的模型和框架，如ChatGPT、HuggingFace等，有使用Python、PyTorch、TensorFlow等工具进行模型调试和训练经验优先。
熟悉prompt工程的原理和方法，能够根据项目需求，设计一些特定的文本提示来引导模型生成期望的输出。
具备良好的模型评估和优化能力，能够使用各种指标和方法来衡量模型的性能和效果，如准确率、召回率、BLEU、ROUGE等。
具备良好的逻辑思维、问题解决和团队协作能力，有强烈的责任心和进取心。能与团队其他成员进行有效的交流和配合。
熟悉对常见的模型API的对接、应用和调试、优化方法，能熟练使用API与第三方聊天机器人模型进行交互，发送用户输入并接收模型输出，并使用参数控制模型的生成长度、温度、重复度等。
熟悉主流的大模型产品，如GPT、BART、Claude、LLaMA等，国产的baichuan、glm、千问、InternLM等，了解它们的训练、调用方法，并深入了解它们的优点和缺点，如生成能力、多样性、一致性等。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
岗位职责：
1、负责大模型(LLM )的数据工程，构建高质量的 prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果
2、负责大模型预训练数据质量提升，通过分类／聚类／多样性评估等方法清洗出高质量数据，提升基座模型效果
3、不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。",更新于：2024-03-07
大模型算法工程师,北京·海淀区·西北旺,18-35K·14薪,经验不限,本科,"深度学习
机器学习
大模型算法
模型加速/性能优化
C/C++
Python
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",杭州华为企业通信技术,计算机硬件,1000-9999人,"1，具备软件开发经验，语言不限。
2，学历本科以上。
3，od招聘，非华为自有。
4，优势：
主要优势：薪资比小公司高。月薪和自有员工同级薪资标准
次要优势：工作内容和自有员工一致，部门内无歧视。技术成长有保障；和网上说的一样，就不多说了。
5，工作内容：
我们的产品，对标英伟达的gpu，国内惟此一家，想想现在的chatgpt，大模型ai自动生成视频，这个市场非常好，前景广阔。
工作地点：上海/杭州/北京",更新于：2024-03-07
大模型对齐算法工程师,北京·海淀区·学院路,25-50K·16薪,经验不限,本科,"C/C++
Python
Java
深度学习
大模型算法
算法工程化经验
发表算法相关优秀论文
Transformer
pytorch
LLM",百川智能,计算机软件,,"职位描述
1.负责大模型对齐算法相关技术研究，不断提升模型逻辑推理、数学、指令跟随、代码、Planning、多轮对话等能力；
2.持续跟进业界最新的大模型对齐算法，参与大模型对齐算法的设计、训练、调优工作；
职位要求
1.硕士及以上学历，计算机、数学或统计学等相关专业，两年及以上NLP相关经验；
2.熟练使用pytorch/tensorflow深度学习框架，熟练掌握Transformer框架；
3.对 LLM 有深入理解和实践，有SFT、RLHF相关经验者优先；
4.较强的工程实现能力，熟练掌握C/C++, JAVA,Python等至少一种语言；
5.有NLP顶会论文发表经验优先；有OI竞赛经验者优先；
6.具备良好的逻辑思维能力、沟通协作能力；",更新于：2024-03-07
大模型-算法工程师（对话）,北京·海淀区·五道口,30-60K·15薪,1年以内,本科,"TensorFlow/PyTorch
CNN/RNN/LSTM
Python
计算机相关专业
机器学习算法/工程化经验
深度学习经验",智谱华章,互联网,100-499人,"工作内容：
1. 参与对话模型的训练和优化。工作目标是研发高效可靠的预训练语言模型，应对通用场景下的对话需求。
2. 针对特定类型的自然语言任务，构造或挖掘训练数据并对模型进行微调，并对微调后模型的性能进行可靠的评估
任职要求：
1. 计算机或相关专业本科以上学历
2. 有扎实的代码基础，熟练掌握python、C++、git等，熟悉 PyTorch、TensorFlow 等至少一种常见训练框架
3. 在自然语言处理或机器学习顶会发表过一作论文，或者有大模型的训练相关的经验，或者有大模型相关的优秀开源项目
4. 拥有较强的逻辑思维能力，学习能力，解决问题的能力，沟通能力",更新于：2024-03-07
大模型算法（应用，nlp）北京/上海,北京,40-70K·15薪,经验不限,本科,"对话系统
文本生成
多模态算法
C/C++
分布式训练
Python
大模型算法
强化学习
机器学习
发表算法相关优秀论文
参加算法相关竞赛/获奖
优秀开源项目经历
nlp
预训练
内容生成",某互联网公司,互联网,20-99人,"职位描述
1. 结合深度学习进行NLP内容生成相关方向的研究，包括智能对话，内容扩写，机器人个性化等；
2. 研究可控文本生成在特定场景的技术及应用；
3. 研究大规模预训练模型在新一代开放式对话及文本创作中的技术及应用。
职位要求
1. 计算机、数学、统计及相关专业，硕士及以上学历，博士优先；
2. 熟练掌握transformer模型架构，对bert、bart、T5、gpt等模型有实际应用经验；
3. 熟悉内容生成相关的常见技术，比如对话生成，风格化、可控性文本生成等技术方向；",更新于：2024-03-07
大模型算法工程师,北京·海淀区·中关村,18-35K·15薪,经验不限,本科,"机器学习
大模型算法
其他
自然语言处理算法
搜索算法
模型加速/性能优化
Python
分布式训练
算法工程化经验
参加算法相关竞赛/获奖
优秀开源项目经历",金证优智,计算机软件,100-499人,"金融行业top大模型公司，在组建核心大模型技术团队，希望有志之士加入。
职位描述：
1、大模型算法优化，包括但不限于单模态多模态大模型训练，全参、LoRA、P-Tuning、RLHF等模型微调，模型结构优化、词表优化等，实现大模型效果显著提升。
2、推理部署优化，包括但不限于模型量化、attention计算优化、安全可信度优化、多卡多种机器性能优化及适配。
3、大模型场景化落地，针对场景任务微调、对齐，完成大模型在金融场景落地应用。
4、大模型能力拓展，prompt自动选择、agent适配、rag优化、api服务优化等。
职位要求：
1、大学本科及以上学历，计算机相关专业优先，拥有较好的模型算法基础或者工程基础。
2、了解主流大模型基本原理、不同模型结构差异、大模型训练推理技术。有过模型训练优化或模型推理优化之一的经验优先。
3、对大模型行业发展潜力有较好认知和认同感，能够积极主动推动大模型的业务应用。
4、有责任感，踏实，学历能力强，具备良好的团队配合协同精神。",更新于：2024-03-07
快手大模型中心_大模型算法专家,北京·海淀区·上地,30-60K·16薪,经验不限,本科,"大模型算法
其他
自然语言处理算法
多模态算法
其他
Python
其他
算法工程化经验
发表算法相关优秀论文",快手,社交网络,10000人以上,"部门介绍：
研发业内领先的大模型，目前已成为快手各业务强有力的技术助推器，同时还再不断丰富大模型周边生态以及新产品。
工作职责：
1. 参与大模型能力构建，重点负责AI Agent的算法研发与落地。
2. 参与 但不仅限于 RAG（检索增强）、Tool Use（工具调用）方向的研发。
岗位要求：
1. 具有 NLP/深度学习/多模态 等相关的理论背景与实践经验，1~6年工作经验。
2. 熟练掌握Python以及PyTorch、TensorFlow等其中一项深度学习开发框架。
3. 对LangChain、llamaindex、AutoGen等大模型Agent框架有深入了解。
4. 在NLP、多模态、深度学习等至少其中一个领域有顶会paper者优先。
5. 对大模型、搜索、知识图谱、智能问答等技术有深入实践经验者优先。
6. 具有良好的团队协作精神和沟通能力，有责任心。",更新于：2024-03-07
算法 挖掘模型工程师（营销方向）,北京·石景山区·鲁谷,15-20K,3-5年,本科,"深度学习
机器学习
大模型算法
模型加速/性能优化
其他
Python
SQL
Shell
算法工程化经验
挖掘模型/数据挖掘
营销/运营经验
银行信用卡经验",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-03-07
算法工程师（大模型应用）,北京·朝阳区·望京,15-25K·13薪,1-3年,本科,"搜索/推荐
Python
Scala",111医药馆,互联网,1000-9999人,"工作职责:
1. 参与基于大模型的知识构建、数据挖掘能力建设，提升大模型知识能力；
2. 推动大模型在搜索、推荐、智能问答等场景规模化落地岗位基本需求；
3. 针对模型提示进行工程化管理，优化提示工程；
4. 模型推理结果的解析和应用开发；
5. 优化调整大模型的性能参数，适配场景，优化硬件资源配置和调用；
6. 跟进行业最新发展动向，优化调整模型服务架构。
任职资格:
1. 统招本科及以上学历，985、211院校优先；
2. 有3年以上（硕士1年以上）项目开发经验；
3. 具有一定大数据架构、设计经验；
4. 对工作所涉及的业务、产品能够快速理解；
5. 熟练使用python进行功能开发，对数据结构与算法有深刻理解；
6. 对软件设计相关理论和方法熟练掌握，并有数据建模经验；
7. 具有较强的学习能力、逻辑分析能力、问题排查能力、沟通能力、自我驱动动力、自我管理能力；
8. 熟练掌握机器学习常用算法；
9. 熟练使用关系型数据库mysql等；
10. 掌握python/Scala程序开发(至少一种)，掌握常见NoSQL数据库。",更新于：2024-03-07
NLP算法工程师（大语言模型开发）(J10388),北京·朝阳区·三元桥,18-35K·14薪,1-3年,本科,"自然语言处理项目经验
NLP
大语言模型",云智慧,企业服务,1000-9999人,"职位职责：
1. 负责大型自然语言处理项目的模型训练，包括但不限于数据生成与处理、全量微调、Lora微调等；
2. 参与大模型的推理加速工作的研发，有TensorRT、FasterTransformer、vllm等经验者优先；
3. 参与大模型的Agent研究与落地，有langchain、autoGPT等经验者优先；
4. 跟踪自然语言处理领域的最新研究成果，及时调整项目策略和方向；
5. 撰写技术文档，包括算法设计文档、实验报告等。
任职要求：
1. 计算机科学、自然语言处理或相关领域本科及以上学历；
2. 1年以上NLP领域工作经验，具备实际项目开发经验；
3. 熟练掌握Python编程语言，熟悉常用的NLP库和框架，如NLTK、spaCy、Hugging Face等；
4. 熟练掌握深度学习框架，如TensorFlow、PyTorch等；
5. 了解Transformer架构和相关预训练模型（如BERT、GPT等）的原理和应用；
6. 具备良好的分析问题和解决问题的能力，对待工作积极主动，善于学习和沟通；
7. 能够阅读和撰写英文技术文档。
加分项：
1. 有大型预训练语言模型（如GPT-3、GPT-4等）实际开发和优化经验；
2. 有多语言NLP项目经验；
3. 在相关领域发表过高质量学术论文；
4. 对多模态（如图像、文本等）的研究和应用有一定了解。
5. 对智能运维领域有一定的了解或者从业经验",更新于：2024-03-07
nlp大模型算法工程师—体制内,北京,19-35K·13薪,3-5年,本科,"TensorFlow/PyTorch
无明显侧重",某大型计算机软件公司,计算机软件,500-999人,"1.根据产品设计的AI场景，结合行业数据、架构等信息，完成领域算法或大模型的算法的选择和实现流程设计。
2.根据算法设计，完成数据的清洗，建模，大模型调优等相关的开发工作。
3.负责公司机器学习、深度学习、推荐引擎等AI平台和框架的产品化，平台化开发工作。
4.具备优秀的沟通能力，有项目管理，团队管理经验，可以承担压力带领团队实现目标。
【任职要求】：
1.全日制本科以上学历，2年以上工作经验，2年以上机器学习，深度学习，NLP，图像识别等相关开发经验，或相关相近工作。
2.具备良好的编程基础，精通Python，熟练使用Linux工作环境。
3.熟练使用tensorflow,pytorch,scikit-learn等相关算法框架。
4.熟悉CNN、NLP等模型，熟悉模型实现过程，有实际项目经验者优先。
5.有QLoRA、P-tuning等模型微调和模型训练经验者优先，如BERT、GPT-3、LLaMa等LLM等相关经验。
5.数学基础好或硕士以上条件优先。
6.具备优秀的分析问题，解决问题的能力，自主学习能力强。对算法有着浓厚的兴趣。具备良好的跨团队沟通能力和协作能力",更新于：2024-03-07
多模态大模型算法工程师,北京·海淀区·上地,20-40K·13薪,1-3年,本科,多模态大模型,易道博识,移动互联网,20-99人,"职位描述：
我们正在寻找一位有经验的算法工程师，专注于开发多模态模型和大语言模型，用于解决计算机视觉和自然语言处理任务。您将在我们的团队中负责设计、实现和优化算法，将多模态特征和大模型技术应用于实际项目，从而为我们的产品带来创新的解决方案。
职责和职能：
- 设计、开发和优化多模态（文本、图像等）深度学习模型，用于解决视觉丰富类文档的结构化、多模态生成等任务。
- 研究和实现大规模语言模型（如llama系列），用于知识库构建、垂直领域数据微调和提示学习等，以提升模型的知识储备和特定领域的性能。
- 处理多模态数据，进行跨模态特征融合，实现信息的多层次表达。
- 跨团队合作，与产品经理、开发工程师等紧密合作，将研究成果应用于实际项目。
要求：
- 拥有计算机科学、人工智能、机器学习、计算机视觉、自然语言处理或相关领域的学位。
- 熟悉常见的计算机视觉和自然语言处理算法，如卷积神经网络、图像分类、物体检测等，能够独立设计、开发和优化相关模型。
- 熟悉并应用常见的自然语言处理算法，如文本分类、命名实体识别、信息抽取等。
- 熟悉多模态模型，能够处理不同类型的数据源并进行特征融合。
- 了解大语言模型（如chatGPT, llama系列）的基本原理和应用。
- 熟练使用深度学习框架，如PyTorch、TensorFlow等。
- 具备跨团队合作能力，出色的沟通和协调能力，能够与不同领域的团队成员紧密合作。
**加分项：**
- 在计算机视觉、自然语言处理领域的国际会议或期刊上发表论文。
- 有多模态模型和大模型调优、微调经验。
- 有大规模数据处理和分析经验。
如果您对多模态模型、大语言模型和深度学习充满热情，具备丰富的计算机视觉和自然语言处理经验，以及处理多模态特征和大模型的能力，我们欢迎您加入我们的团队！",更新于：2024-03-07
大模型算法,北京·顺义区·马坡,25-50K·14薪,经验不限,本科,"业务导向
智能驾驶
云计算
Python
C/C++",理想汽车,智能硬件,10000人以上,理想汽车智驾/大模型工程师,更新于：2024-03-07
搜索/NLP/推荐/大模型/图像/视觉等算法,北京·朝阳区·亚运村,30-60K·16薪,经验不限,本科,"深度学习
机器学习
大模型算法
搜索算法
SLAM算法
模型加速/性能优化
C/C++
Python
算法相关经验",小红书,电子商务,1000-9999人,"【社招】小红书释放了一大堆算法，包括但不限于搜索、NLP、推荐、大模型、图像、视觉、多模态、广告、内容、设备指纹、特效技术、AIGC、用户增长、电商图谱、直播算法、召回技术、音视频、内容安全等。
我是后端工程师，虽然不懂算法，但是也可以根据您的简历为您匹配合适的岗位，并沟通HR了解进度。
大致的要求是本科，有过相关经验，最好在大厂待过，更细致的要求看各岗位的JD，欢迎大家踊跃投递。北京、上海都有岗位。
小红书现在正在上升期，机会不错。",更新于：2024-03-07
大模型prompt算法工程师,北京·朝阳区·望京,30-60K·13薪,经验不限,本科,"文本生成
对话系统
分布式训练
大模型算法
参加算法相关竞赛/获奖
算法工程化经验",伊对,社交网络,100-499人,"岗位职责
1、负责prompt生产过程的制定，反复迭代语言表达，达到模型最佳表现效果
2、负责prompt工程在多轮对话、文本小说生成、角色扮演的分析、应用
3、负责定制prompt设计平台化方式，完成产品需求转化，为平台提供模板化方法，完成热更新机制
4、深入理解实际业务需求，跟进线上case，快速迭代prompt创作
任职要求：
1、本科以上学历，2年以上互联网工作经验，熟悉Transformer时代的NLP技术
2、具有不错的实践经验，有prompt实践案例
3、有不错的业务理解能力，思维活跃
4、具有产品化思维：理解模型能力边界、优化方向
5、有不错的代码能力，熟悉Python，熟悉go加分",更新于：2024-03-07
大语言模型算法工程师,北京·海淀区·学院路,40-70K·16薪,经验不限,本科,"业务导向
Python
OpenCV
CNN/RNN/LSTM
数学/统计相关专业
机器学习算法/工程化经验
深度学习经验",MiniMax,互联网,100-499人,"1. 项目经历：主导过有影响力的机器学习项目，方向不限，不需要研发过大模型；
2. 教育背景：学历不限，但要有优秀的编程、数学、机器学习基础；
3. 技术热情：相信AGI技术的潜力，会主动了解行业进展，敢于挑战技术边界；
加分项：
1. 熟悉一种大数据处理框架
2. 研发过大规模、分布式的机器学习系统
3. 精通数学和统计学
4. ACM/NOI/IOI/Top coder 获奖",更新于：2024-03-07
大模型算法,北京·昌平区·西三旗,8-13K,经验不限,本科,"大模型算法
机器学习
模型加速/性能优化
Python",德利恒科技发展,电力/热力/燃气/水利,20-99人,"岗位职责：
1.负责AI热动领域深度学习模型的训练、测试。
2.负责算法相关数据的整理、清洗。
3.跟进国内外最新机理算法，对已有算法进行比较、迭代更新。
4.完成上级领导交办的其他工作。
任职要求：
1.AI 机器学习 计算机相关专业的硕士及以上学历。
2.有扎实的深度学习算法基础、编程能力，掌握常见深度学习算法, 包括但不限于：CNN、RNN、Transformer、GPT、Bert、GAN、GNN等。
3.精通Python及PyTorch深度学习框架。
4.具有良好的数据基础。
5.拥有良好英文文献查阅能力。
优先条件
1.本科及以上985 211本科学历，热动相关专业优先。
2.开发相关应用算法。
3.具有现场解决问题的能力，参与过实际算法的开发。
薪资面议",更新于：2024-03-06
百度–大模型 LLM和AIGC算法,北京·海淀区·西二旗,20-40K·16薪,1-3年,硕士,"自然语言处理
大模型
AIGC",百度,互联网,10000人以上,"目标: 做最强的中文大模型
【工作职责】
1、参与LLM和AIGC核心算法工作，基于海量的内容（文本、图像、视频）及前沿的大模型，支持文教互娱的算法工作，提高业务效果
2、利用LLM前沿技术方向，负责AI内容生成和编辑(prompt设计、大模型SFT和预训练，大模型强化学习等)、内容理解和质量识别(质量分级、内容结构化、智能标签/摘要，优质文案等)、场景应用(需求理解、用户刻画、个性化推荐)等
3、熟悉AIGC前沿技术，例如：CLIP，Stable Diffusion，ControlNet，Imagen，Dreambooth等。结合大模型（文心一言）和AIGC技术，支撑PPT生成、个人简历、对话系统等多模态场景。
4、关注用户体验提升，通过对数据的洞察，深入挖掘产品潜在价值和需求，通过技术创新推动产品成长
【职位要求】
1、熟练掌握自然语言处理、计算机视觉，强化学习，推荐系统等常用算法，对大规模预训练模型和下游应用，有深入实践者优先
2、有扎实的机器学习实践经验，熟悉一种主流的机器学习框架（PyTorch，Tensorflow，MXNet，PaddlePaddle）
3、具备良好的学习能力，能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优
4、有顶级会议（ACL/EMNLP/NIPs/ICML/ICLR/CVPR/ICCV//ECCV等）论文者优先
5、优秀的逻辑思维能力，积极主动，责任心强，有优秀分析和解决问题能力，良好的团队合作和沟通能力",更新于：2024-03-06
大模型算法,北京·朝阳区·朝阳公园,20-21K,经验不限,本科,"深度学习
图像算法
运筹优化算法
C/C++
Python
MATLAB",北京同世堂中医诊所,医疗服务,0-20人,"工作有责任心，认可公司企业文化
岗位职责：
1. 负责大模型算法的设计、开发和优化，提高算法的效率和精度；
2. 参与模型训练和调优，解决模型在实际应用中的问题；
3. 负责模型的部署和维护，确保模型的稳定性和可靠性；
4. 跟踪研究最新的大模型算法技术，不断优化和改进现有算法。
任职要求：
1. 熟练掌握机器学习、深度学习等相关算法，有扎实的数学基础；
2. 熟悉TensorFlow、PyTorch等深度学习框架，有丰富的实践经验；
3. 熟悉大数据处理技术，如Hadoop、Spark等；
4. 具备良好的编程能力，熟悉Python、C++等编程语言；
5. 具备团队合作精神，能够有效沟通和协作；
6. 具备较强的学习能力和自我驱动能力，能够不断学习和掌握最新技术。
以上是大模型算法岗位的职责和要求，期待有志于从事该领域的人才加入我们。",更新于：2024-03-07
大模型算法,北京·朝阳区·来广营,20-35K,经验不限,本科,"llm
gpt
transform
moe
ai
人工智能
大语言模型
RLHF",APUS,互联网,100-499人,"职位描述
1、针对公司业务，深度参与大语言模型的模型训练、调优、系统评测和模型推理；
2、负责业务相关的领域的大语言模型应用，包括但不限于对话问答、信息提取、文本生成、序列决策等场景，帮助团队达成目标效果和应用落地
3、针对细分业务场景的数据处理、模型微调、prompt工程等，以适应场景并达成业务目标；
4、参与设计大语言模型的应用方案设计。
技能要求
1.计算机类及相关专业毕业优先；
2.良好的开发能力，熟悉python和常用的算法库和深度学习训练框架，有分布式预训练的经验；
3.了解常用的预训练模型与技术概念，如LLaMA/Qwen/Yi/Bert等，有多模态、MoE经验者优先；
4.有智能对话、知识图谱、搜索引擎等工业级系统算法开发实战经验者优先；
5.具有自主学习能力和自我驱动力；",更新于：2024-03-07
AI气象大模型算法研发,北京·海淀区·四季青,16-30K,1-3年,本科,"Python
数学/统计相关专业
机器学习算法/工程化经验",航天宏图,计算机软件,1000-9999人,"技能要求：
了解并掌握深度学习的基本工作原理；
掌握 Python编程语言，掌握至少一种深度学习框架（pytorch, tensorflow 等）
掌握常用数据处理工具包，numpy, pandas,sklrean等；
工作职责：
1. 负责基于深度学习算法的气象检测和预测算法的研发；
2.参与公司自主设计的气象AI大模型的开发；
3.根据不同产品的特性持续对模型进行优化和调整；
任职要求：
1.对深度学习在气象领域的应用有浓厚的兴趣，愿意在这个领域内有所尝试；
2.有深厚的数理与统计学功底，包括矩阵运算，偏微分方程，基于梯度风反向传播，常用统计学方法以及评价指标；
3 .对数据集预处理，数据增强，特征工程 有全面的了解并拥有个人见解； 4. 了解目前主流的AI大模型原理，如Transformer模型架构，注意力机制，扩散模型、embedding，Normolization等相关概念，多模态中数据对齐的方法; 对模型可解释性工具和应用有积累；
5. 独立完成过深度学习模型的开发流程，或者完整的参与过一项深度学习任务的开发项目，并在项目中担任核心算法以及训练流程的开发； 6. 对气象数据有基本的了解；
7. 具有本科及以上的学历；
加分项：
1. 气象专业毕业的本科/研究生；
2. 对多模态模型，AIGC，Diffusion Model有一定了解或者相关项目经验； 3. 参与过某AI大模型的研发；
4.在国内外期刊或会议上有AI 技术相关的论文发表；",更新于：2024-03-07
